Row ID;Row Name;Disable Param - Network Test;Enable Fast Travel Event Flag ID;Weather Lot - Time Offset;Weather Create Asset Limit ID;Map AI Sight Type;Sound Indoor Type;Reverb Default Type;BGM Place Info;Env Place Info;Map Additional Sound Bank ID;Map Height for Sound;Enable Blend Timezone Envmap;Override GI Resolution - XSS;Map High Hit Switch - AABB Depth;Map High Hit Switch - AABB Height;Map High Hit Switch - Play Distance;Automatic Draw Group - Back Side Pixel Count;Player Light Scale;Enable Timezone Player Light Scale;Disable Automatic Cliff Wind;Open Character Activation Threshold;Map Mimicry Establishment Param ID;Override GI Resolution - XSX
12070000;;True;0;0;-1;1;1;-1;120;120;-1;0;False;-1;40;40;5;32400;1;True;False;-1;-1;-1
12080000;;True;0;0;-1;1;1;-1;120;120;-1;0;False;-1;40;40;5;32400;1;True;False;-1;-1;-1
12090000;;True;0;0;-1;1;1;-1;120;120;-1;0;False;-1;40;40;5;32400;1;True;False;-1;-1;-1
13000000;;True;0;0;-1;1;0;-1;130;130;-1;0;False;-1;40;40;5;32400;1;True;False;-1;-1;-1
14000000;;True;0;0;-1;1;0;-1;140;140;-1;0;True;0;30;20;5;130000;1;True;False;-1;-1;0
15000000;;True;0;0;-1;1;0;-1;150;150;-1;0;True;-1;30;5;3;32400;1;True;False;-1;-1;-1
15020000;;True;0;0;-1;1;0;-1;999;150;-1;0;False;-1;40;40;5;32400;1;True;False;-1;-1;-1
16000000;;True;0;0;-1;1;0;-1;160;160;-1;0;True;0;18;16;3;32400;1;True;False;-1;-1;0
18000000;;False;0;0;-1;1;0;6;180;300;-1;0;True;0;40;40;5;32400;1;True;False;-1;-1;0
19000000;;True;0;0;-1;1;0;-1;190;190;-1;0;False;-1;40;40;5;32400;1;True;False;-1;-1;-1
30000000;;True;30000800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30010000;;True;30010800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30020000;;False;30020800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30030000;;True;30030800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30040000;;False;30040800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30050000;;True;30050800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30060000;;True;30060800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30070000;;True;30070800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30080000;;True;30080800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30090000;;True;30090800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30100000;;True;30100800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30110000;;True;30110800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30120000;;True;30120800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30130000;;True;30130800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30140000;;True;30140800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30150000;;True;30150800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30160000;;True;30160800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30170000;;True;30170800;0;-1;2;1;5;300;300;-1;0;False;0;40;40;5;32400;1.2;True;False;-1;-1;0
30180000;;True;30180800;0;-1;2;1;5;300;300;-1;0;False;0;40;40;5;32400;1.2;True;False;-1;-1;0
30190000;;True;30190800;0;-1;2;1;5;300;300;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
30200000;;True;30200800;0;-1;2;1;5;300;300;-1;0;False;0;40;40;5;32400;1.2;True;False;-1;-1;0
31000000;;True;31000800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31010000;;True;31010800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31020000;;True;31020800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31030000;;False;31030800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31040000;;True;31040800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31050000;;True;31050800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31060000;;True;31060800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31070000;;True;31070800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31080000;;True;31080800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31090000;;True;31090800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31100000;;True;31100800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31110000;;True;31110800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31120000;;True;31120800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31130000;;True;31130800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31140000;;True;31140800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31150000;;False;31150800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31170000;;True;31170800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31180000;;True;31180800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31190000;;True;31190800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31200000;;True;31200800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31210000;;True;31210800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
31220000;;True;31220800;0;-1;2;1;7;310;310;-1;0;False;-1;40;40;5;32400;1.6;True;False;-1;-1;-1
32000000;;True;32000800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32010000;;False;32010800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32020000;;True;32020800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32030000;;True;32030800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32040000;;True;32040800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32050000;;True;32050800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32060000;;True;32060800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32070000;;True;32070800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32080000;;True;32080800;0;-1;3;1;6;320;320;-1;0;False;0;40;40;5;32400;1.2;True;False;-1;-1;0
32090000;;True;32090800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32100000;;True;32100800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32110000;;True;32110800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
32120000;;True;32120800;0;-1;3;1;6;320;320;-1;0;False;-1;40;40;5;32400;1.2;True;False;-1;-1;-1
34100000;;True;0;0;-1;1;0;-1;340;340;34010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
34110000;;True;0;0;-1;1;0;-1;340;340;34011;0;True;0;40;40;5;32400;1;True;False;-1;-1;0
34120000;;True;0;0;-1;1;0;-1;320;340;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
34130000;;True;0;0;-1;1;0;-1;340;340;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
34140000;;True;0;0;-1;1;0;-1;340;340;34010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
34150000;;True;0;0;-1;1;0;-1;340;340;-1;0;True;0;40;40;5;32400;1;True;False;-1;-1;0
34160000;;True;0;0;-1;1;0;-1;340;340;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
35000000;;True;0;0;-1;1;1;6;350;350;-1;0;False;-1;40;20;3;32400;1;True;False;-1;-1;-1
39200000;;True;0;0;-1;1;0;-1;390;390;60020;0;True;0;40;40;5;32400;1;True;False;-1;-1;0
60324100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60324200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60324300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60324400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60324500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60324600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60324700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60324800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60334800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60344900;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60345000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60345100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60345200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60345300;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60345400;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60345500;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60354900;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60355000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60355100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60355200;;True;0;0;21;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60355300;;True;0;0;21;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60355400;;True;0;0;21;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60355500;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60364900;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60365000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60365100;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60365200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60365300;;True;0;0;21;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60365400;;True;0;0;21;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60365500;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60374900;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60375000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60375100;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60375200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60375300;;True;0;0;21;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60375400;;True;0;0;21;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60375500;;True;0;0;21;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60383900;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60384900;;True;0;0;1;0;0;-1;10;10;60011;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60385000;;True;0;0;2;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60385100;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60385200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60385300;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60385400;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60385500;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60393600;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60393700;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60393800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60393900;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60394900;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60395000;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60395100;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60395200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60395300;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60395400;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60395500;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60395600;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403200;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403300;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403400;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403500;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403600;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403700;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403800;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60403900;;False;0;0;1;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404000;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404700;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60404800;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
