Row ID;Row Name;Disable Param - Network Test;Logic ID;Battle Goal ID;Sight - Distance;Sight - Y Angle;Don't Avoid Giant Enemy;Enable Weapon Switch;Aim for AI Target Lock Dummy Poly ID;Ranged Attack - SpEffect ID;Search Target - Forget Time [1];Search Target - Forget Time [2];BackToHome Goal Duration after NPC Wall Collision;Search Target - Visual Forget Time;Blocked Movement - Anim ID;Listen - Distance;Call Help - Action Animation ID;Call Help - Call Action ID;Sight - Distance;Use Guard against Actions;Listen - Sound Cutoff Distance;Sense - Distance;Retreat Home - Max Distance;Retreat Home - Distance;Retreat Home - Battle Distance;Non-Battle Act Life;Retreat Home - Look for Target Time;Retreat Home - Look for Target Distance;Sound Target - Forget Time;Battle - Start Distance;Call Help - My Peer ID;Call Help - Call Peer ID;Target System - Damage Effect Rate;Team Attack Effectivity;Sight - Angle X;Sight - Angle Y;Disable Darkness Modifier to Distance;Caravan Role;Call Help - Valid Target Min Distance;Call Help - Valid Target Range;Call Help - Forget Time by Arrival;Call Help - Min Wait Time;Call Help - Max Wait Time;Goal Action - To Caution (Sound);Listen - Listen Level;Call Help - Reply Behavior Type;Disable Path Move;Skip Arrival Visibility Check;Think Attribute - Do Admirer;Navigation - Edge;Navigation - Large Space;Navigation - Ladder;Navigation - Hole;Navigation - Door;Navigation - Ignore Navmesh Wall;Navigation - Lava;Navigation - Cliff Edge;Search Threshold - Level 0 to Level 1;Search Threshold - Level 1 to Level 2;Platoon - Reply Time;Platoon - Reply Add Random Time;Search Sight - Angle X;Update Battle Sight;Battle Sight - Overwrite Distance;Battle Sight - Overwrite Angle Height;Battle Sight - Overwrite Angle Width;Sight - Start Position - Backward Offset;Sight - Start Distance;Act Type on Failed Path;Goal Action - Target Alerted by Important Sound;Shift Animation ID on Ranged Attack;Act Type on Non-BTL Failed Path;Is Spirit Summon AI;Goal Action - Target Search Level 1;Goal Action - Target Search Level 2;Jump Move Type;Disable Local Steering;Goal Action - Target Lost;Change State Action - To Normal;Time to Forget Target;Attack ID - On Ranged Attack;Use Fall Jump - Outside of Combat;Use Fall Jump - In Combat;Enable Jump - In Combat;Back to Home Stuck Act;Sound Behavior ID [1];Sound Behavior ID [2];Sound Behavior ID [3];Sound Behavior ID [4];Sound Behavior ID [5];Sound Behavior ID [6];Sound Behavior ID [7];Sound Behavior ID [8];Weapon Switch Out - SpEffect ID;Weapon Switch In - SpEffect ID;Weapon Switch Out - Animation ID;Weapon Switch In - Animation ID;Stealth Attack - Animation ID
542;;False;1542;14000;20;20;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;75;50;6;1;7;12;3;20;0;0;100;25;60;45;False;0;0;0;0;0;0;1;128;0;False;0;0;True;True;False;False;True;False;False;True;5;-1;0;0;0;False;0;0;0;3;3;0;2;-1;0;False;2;0;0;True;1;0;5;-1;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
9998;;False;-1;-1;0;0;False;False;True;-1;5;8;5;600;0;0;-1;-1;0;False;0;0;0;0;0;0;3;10;3;0;0;0;100;25;0;0;False;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;True;10;70;0;0;0;False;0;0;0;0;0;0;0;-1;0;False;0;0;0;False;0;0;150;-1;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
9999;;False;11000;11000;20;20;False;False;True;-1;5;8;0;8;-1;0.1;0;0;30;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;0;60;45;False;0;0;0;0;0;0;1;128;0;False;0;0;True;True;False;False;False;False;False;False;5;-1;0;0;0;False;0;0;0;3;3;0;2;-1;0;False;2;0;1;False;1;0;5;-1;0;2;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1000000;;False;20000;11000;20;20;True;False;True;-1;5;8;0;8;-1;0;0;0;0;False;0;0;9999;9999;9999;1;7;12;3;15;0;0;100;0;0;0;True;0;0;0;0;0;0;0;128;0;False;0;0;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;3;0;-1;0;False;0;0;0;True;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1000100;;False;10000;11000;20;20;False;False;True;-1;5;8;5;8;3000;0;0;0;13;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;25;60;50;True;0;0;0;0;0;0;0;128;0;False;0;1;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1000101;;False;10000;11000;20;20;False;False;True;-1;5;8;5;8;3000;0;0;0;21;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;25;60;50;True;0;0;0;0;0;0;0;128;0;False;0;1;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1000102;;False;10000;11000;20;20;False;False;True;-1;5;8;5;8;3000;0;0;0;13;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;25;30;12;True;0;0;0;0;0;0;0;128;0;False;0;1;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1001000;;False;10000;11000;20;20;False;False;True;-1;5;8;5;8;3000;0;0;0;200;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;25;180;180;True;0;0;0;0;0;0;0;128;0;False;0;1;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1002000;;False;10000;11000;20;20;True;False;True;-1;5;8;0;8;-1;0.1;-1;-1;0;False;0;0;9999;9999;9999;1;7;12;5;20;0;0;100;0;0;0;True;0;5;15;0;0;0;1;1;0;False;0;0;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;3;1;-1;0;False;0;0;0;True;1;0;5;-1;0;0;0;0;467000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1003000;;False;10000;11000;20;20;True;False;True;-1;5;8;0;8;-1;0.1;-1;-1;0;False;0;0;9999;9999;9999;1;7;12;5;20;0;0;100;0;0;0;True;0;5;15;0;0;0;1;1;0;False;0;0;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;3;1;-1;0;False;0;0;0;True;1;0;5;-1;0;0;0;0;203100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1004000;;False;10000;11000;20;20;False;False;True;-1;5;8;5;8;3000;0;0;0;20;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;25;60;50;True;0;0;0;0;0;0;0;128;0;False;0;1;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1004001;;False;10000;11000;20;20;False;False;True;-1;5;8;5;8;3000;0;0;0;15;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;25;60;50;True;0;0;0;0;0;0;0;128;0;False;0;1;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1005000;;False;10000;11000;20;20;False;False;True;-1;5;8;5;8;3000;0;0;0;18;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;25;60;50;True;0;0;0;0;0;0;0;128;0;False;0;1;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1200000;;False;10000;12000;0;0;True;False;True;-1;5;8;0;8;-1;0;0;0;250;False;0;0;9999;9999;9999;1;7;12;3;0;0;0;100;0;90;180;True;0;0;0;0;0;0;0;128;0;True;0;0;False;True;False;False;False;False;False;False;-1;-1;0;0;0;False;0;0;0;0;0;3;0;-1;0;False;0;0;0;True;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1200100;;False;10000;12010;0;150;True;False;True;-1;0.001;0.001;0;0.001;-1;0;0;0;188;False;0;0;9999;9999;9999;1;7;12;0.001;188;0;0;100;0;90;180;True;0;0;0;0;0;0;0;128;0;True;0;0;False;True;False;False;False;False;False;False;1;1;0;0;0;False;0;0;0;0;0;3;0;-1;0;False;1;1;0;True;0;0;0.001;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1200199;;False;10000;-1;0;150;True;False;True;-1;1;1;0;9999;-1;0;0;0;200;False;0;0;9999;9999;9999;1;7;12;1;150;0;0;100;0;90;180;True;0;0;0;0;0;0;0;128;0;True;0;0;False;True;False;False;False;False;False;False;1;1;0;0;0;False;0;0;0;0;0;3;0;-1;0;False;1;1;0;True;0;0;1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1300000;;False;11000;11000;20;20;False;False;True;-1;5;8;0;8;-1;0;0;0;0;False;0;0;9999;9999;9999;1;7;12;3;20;0;0;100;0;0;0;True;0;0;0;0;0;0;0;128;0;False;0;0;False;False;False;False;False;False;False;False;5;-1;0;0;0;False;0;0;0;3;3;0;0;-1;0;False;0;0;0;False;0;0;5;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
10005000;;False;10000;11000;10;60;True;False;True;-1;5;8;0;12;-1;0.1;0;0;15;False;0;0;9999;9999;9999;1;7;12;5;10;0;0;100;0;60;40;True;0;0;0;0;0;0;0;128;0;True;0;0;True;True;False;False;False;False;False;False;5;35;0;0;0;False;0;0;0;1;1;3;0;-1;0;False;0;0;0;True;0;0;10;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20100000;Blaidd the Half-Wolf;False;10000;201000;10;20;False;False;True;-1;5;8;5;8;3000;0.1;-1;-1;30;False;0;0;75;50;6;1;7;12;3;18;0;0;100;100;60;50;True;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;3;1;3;2;-1;0;False;1;2;1;False;2;0;5;-1;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20108000;Blaidd the Half-Wolf;False;10000;201000;10;20;False;False;True;-1;5;8;5;8;3000;0.1;-1;-1;30;False;0;0;9999;9999;9999;1;7;12;3;18;0;0;100;100;60;50;True;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;3;2;3;2;-1;0;False;1;2;1;False;2;0;5;-1;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20108500;Baleful Shadow;False;10000;201000;10;20;False;False;True;-1;5;8;5;8;3000;0.1;-1;-1;30;False;0;0;75;50;6;1;7;12;3;18;0;0;100;100;60;50;True;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;3;1;3;2;-1;0;False;1;2;1;False;2;0;5;-1;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20109000;Blaidd the Half-Wolf;False;30000;201000;10;20;False;False;True;-1;5;8;5;9999;3000;0.1;-1;-1;30;False;0;9999;9999;9999;9999;1;7;12;9999;18;0;0;100;100;60;50;True;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;3;1;3;2;-1;0;False;1;2;1;False;2;0;9999;-1;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20109500;;False;10000;201000;0;0;False;False;True;-1;5;8;5;9999;3000;0.1;-1;-1;100;False;0;9999;9999;9999;9999;1;7;12;9999;15;0;0;100;30;60;90;True;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;3;0;3;2;-1;0;False;2;0;1;False;1;0;9999;-1;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20300000;Rennala, Queen of the Full Moon;False;10000;203000;0;0;False;False;True;-1;5;8;0;500;-1;0.1;-1;-1;60;False;0;0;9999;9999;9999;1;7;12;3;10;0;0;100;0;90;180;False;0;5;15;0;0;0;0;128;0;True;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;0;2;0;False;2;0;600;-1;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20300100;Rennala, Queen of the Full Moon;False;10000;11000;10;60;True;False;True;-1;5;8;0;12;-1;0.1;0;0;15;False;0;0;9999;9999;9999;1;7;12;5;10;0;0;100;0;60;40;True;0;0;0;0;0;0;0;128;0;True;0;0;True;True;False;False;False;False;False;False;5;35;0;0;0;False;0;0;0;1;1;3;0;-1;0;False;0;0;0;True;0;0;10;-1;0;0;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20310000;Rennala, Queen of the Full Moon;False;203100;203100;0;0;False;False;True;-1;5;8;0;500;3013;0.1;-1;-1;60;False;0;0;9999;9999;9999;1;7;12;3;10;0;0;100;0;90;180;False;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;0;2;0;False;2;0;600;3003;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20310100;Rennala, Queen of the Full Moon;False;10000;11000;10;60;True;False;True;-1;5;8;0;12;-1;0.1;0;0;15;False;0;0;9999;9999;9999;1;7;12;5;10;0;0;100;0;60;40;True;0;0;0;0;0;0;0;128;0;True;0;0;True;True;False;False;False;False;False;False;5;35;0;0;0;False;0;0;0;1;1;3;0;-1;0;False;0;0;0;True;0;0;10;-1;0;0;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20400000;Rennala Student;False;204000;204000;10;5;False;False;True;-1;5;8;0;999;3000;0.1;-1;-1;100;False;0;0;75;50;6;1;7;12;999;20;0;0;100;0;90;180;False;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;0;2;0;False;2;0;999;-1;0;0;0;0;203000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20410000;Rennala Student - Bug Form;False;10000;204100;8;5;False;False;True;18900;5;8;0;8;3000;0.1;-1;-1;12;False;0;0;85;30;12;1;7;12;3;20;0;0;100;20;90;120;False;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;0;2;0;False;2;0;5;3004;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20500000;Ranni the Witch;False;10000;11000;3;3;False;False;True;-1;5;8;0;500;-1;0.1;-1;99999999;20;False;0;0;9999;9999;9999;1;7;12;3;10;0;0;100;0;40;70;False;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;0;-1;0;False;0;0;0;False;0;0;600;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
20600000;The Two Fingers;False;10000;11000;3;3;False;False;True;-1;5;8;0;500;-1;0.1;-1;99999999;20;False;0;0;9999;9999;9999;1;7;12;3;10;0;0;100;0;40;70;False;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;0;-1;0;False;0;0;0;False;0;0;600;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21000000;Black Knife Assassin;False;10000;210000;16;20;False;False;True;-1;5;8;5;8;3018;0.1;0;0;24;False;0;0;100;30;20;1;7;12;3;50;0;0;100;80;60;30;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;2;2;-1;0;False;1;2;1;False;2;0;5;3017;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21000001;;False;10000;210000;12;0;False;False;True;-1;5;8;5;8;3018;0.1;0;0;8;False;0;0;100;30;20;1;7;12;3;25;0;0;100;80;30;30;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;2;2;-1;0;False;1;2;1;False;2;0;5;3017;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21000010;;False;10000;210000;20;20;False;False;True;-1;5;8;5;8;3018;0.1;0;0;100;False;0;0;100;30;20;1;7;12;3;50;0;0;100;80;90;180;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;2;2;-1;0;False;1;2;1;False;2;0;5;3017;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21000030;;False;10000;210000;16;20;False;False;True;-1;5;8;5;8;3018;0.1;0;0;24;False;0;0;40;30;20;1;7;12;3;50;0;0;100;80;60;30;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;2;2;-1;0;False;1;2;1;False;2;0;5;3017;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21000052;Black Knife Assassin;False;10000;210000;16;20;False;False;True;-1;5;8;5;8;3018;0.1;0;0;24;False;0;3;100;30;20;1;7;12;3;50;0;0;100;80;60;30;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;2;2;-1;0;False;1;2;1;False;2;0;5;3017;0;2;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21100000;Beast Clergyman;False;10000;211000;0;0;False;False;True;-1;5;8;0;500;3007;0.1;-1;-1;60;False;0;70;9999;9999;9999;1;7;12;3;10;0;0;100;0;90;180;True;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;0;2;0;False;2;0;600;3003;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21101000;Beast Clergyman;False;10000;211010;0;0;False;False;True;-1;5;8;0;500;3001;0.1;-1;-1;60;False;0;70;9999;9999;9999;1;7;12;3;10;0;0;100;0;90;180;True;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;0;2;-1;0;False;0;2;0;False;2;0;600;-1;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21102000;Beast Clergyman;False;10000;211000;0;0;False;False;True;-1;5;8;0;500;3007;0.1;-1;-1;60;False;0;0;9999;9999;9999;1;7;12;3;10;0;0;100;0;90;180;True;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;0;2;0;False;2;0;600;3003;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21200000;;False;10000;212000;0;0;False;False;True;-1;5;8;0;9999;3024;0.1;-1;-1;200;False;0;0;9999;9999;9999;1;7;12;9999;10;0;0;100;0;90;180;False;0;5;15;0;0;0;0;128;0;False;0;0;True;True;False;False;False;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;0;2;0;True;2;0;9999;-1;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
