Row ID;Row Name;Disable Param - Network Test;Asset ID [0];Asset ID [1];Asset ID [2];Asset ID [3];Asset ID [4];Asset ID [5];Asset ID [6];Asset ID [7];Appearance Weight [0];Appearance Weight [1];Appearance Weight [2];Appearance Weight [3];Appearance Weight [4];Appearance Weight [5];Appearance Weight [6];Appearance Weight [7]
30020000;;False;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30030000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30040000;;False;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30050000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30060000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30070000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30080000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30090000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30100000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30110000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30120000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30130000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30140000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30150000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30160000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30170000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30180000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
30190000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31010000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31020000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31030000;;False;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31040000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31050000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31060000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31070000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31080000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31090000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31100000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31110000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31120000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31130000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31140000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31150000;;False;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
31170000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32000000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32010000;;False;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32020000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32030000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32040000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32050000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32060000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32070000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32080000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32090000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32100000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32110000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
32120000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
34100000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
34110000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
34120000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
34130000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
34140000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
34150000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
35000000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
39200000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60324100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60324200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60324300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60324400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60324500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60324600;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60324700;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60324800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334600;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334700;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60334800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344600;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344700;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60344900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60345000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60345100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60345200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60345300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60345400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60345500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60354000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60354100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60354200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60354300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60354400;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60354500;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60354600;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60354700;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60354800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60354900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60355000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60355100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60355200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60355300;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60355400;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60355500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364400;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60364500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364600;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364700;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60364900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60365000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60365100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60365200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60365300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60365400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60365500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374300;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60374400;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60374500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374600;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374700;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60374900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60375000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60375100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60375200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60375300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60375400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60375500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60383700;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60383900;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60384000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384300;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60384400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384600;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384700;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60384900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60385000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60385100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60385200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60385300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60385400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60385500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60393600;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60393700;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60393800;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60393900;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60394000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394600;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394700;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394800;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60394900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60395000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60395100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60395200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60395300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60395400;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60395500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60403200;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60403300;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60403400;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60403500;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60403600;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60403700;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60403800;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60403900;;False;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60404000;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60404000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60404100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60404100;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60404200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60404300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60404400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60404500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60404900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60405000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60405100;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60405200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60405300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60405400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60405500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60413200;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60413300;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60413400;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60413500;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60413600;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60413700;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60413800;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60413900;;False;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60414000;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60414100;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60414300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60414900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60415000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60415100;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60415200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60415300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60415400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60415500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60423000;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423100;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423200;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423300;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423400;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423500;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423600;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423700;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423800;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60423900;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60424000;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60424100;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60424900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60425000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60425100;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60425200;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60425300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60425400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60425500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60433000;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60433100;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60433200;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60433300;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60433400;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60433500;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60433600;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60433700;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60433800;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60433900;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60434000;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60434100;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60434900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60435000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60435100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60435200;;True;-1;-1;-1;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0
60435300;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60435400;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60435500;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60443000;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443100;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443200;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443300;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443400;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443500;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443600;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443700;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443800;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60443900;;False;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60444000;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60444100;;True;99200;99201;99202;99203;99204;800015;800016;-1;15;10;15;10;20;20;10;0
60444900;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60445000;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60445100;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
60445200;;True;800014;800015;800016;-1;-1;-1;-1;-1;45;45;10;0;0;0;0;0
