Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7
31000040,,0,1000,0,0,0,0,0,0
31010040,,0,1200,0,0,0,0,0,0
31020040,,0,1200,0,0,0,0,0,0
31030040,,0,1000,0,0,0,0,0,0
31040040,,0,2000,0,0,0,0,0,0
31050040,,0,2000,0,0,0,0,0,0
31060040,,0,2000,0,0,0,0,0,0
31070040,,0,3200,0,0,0,0,0,0
31090040,,0,3200,0,0,0,0,0,0
31100040,,0,4200,0,0,0,0,0,0
31110040,,0,4000,0,0,0,0,0,0
31120040,,0,5200,0,0,0,0,0,0
31150040,,0,1000,0,0,0,0,0,0
31170040,,0,1000,0,0,0,0,0,0
31180040,,0,3000,0,0,0,0,0,0
31190040,,0,3200,0,0,0,0,0,0
31200040,,0,4000,0,0,0,0,0,0
31210040,,0,4000,0,0,0,0,0,0
31220040,,0,5000,0,0,0,0,0,0
32000040,,0,1200,0,0,0,0,0,0
32010040,,0,1000,0,0,0,0,0,0
32020040,,0,2000,0,0,0,0,0,0
32040040,,0,3200,0,0,0,0,0,0
32050040,,0,3000,0,0,0,0,0,0
32070040,,0,4000,0,0,0,0,0,0
32080040,,0,4000,0,0,0,0,0,0
32110040,,0,5200,0,0,0,0,0,0
34100040,,0,1000,0,0,0,0,0,0
34110040,,0,2000,0,0,0,0,0,0
34120040,,0,3300,0,0,0,0,0,0
34120041,,0,3300,0,0,0,0,0,0
34130040,,0,4200,0,0,0,0,0,0
35000040,,0,3500,0,0,0,0,0,0
35000041,,0,3500,0,0,0,0,0,0
35000042,,0,3500,0,0,0,0,0,0
39200040,,0,2600,0,0,0,0,0,0
39200041,,0,2600,0,0,0,0,0,0
1035530040,,0,3200,0,0,0,0,0,0
1036520040,,0,3200,0,0,0,0,0,0
1036540040,,0,3200,0,0,0,0,0,0
1036540041,,0,3200,0,0,0,0,0,0
1037530040,,0,3200,0,0,0,0,0,0
1038520040,,0,3000,0,0,0,0,0,0
1039540040,,0,3200,0,0,0,0,0,0
1040530040,,0,3000,0,0,0,0,0,0
1042540040,,0,3000,0,0,0,0,0,0
1044530040,,0,3300,0,0,0,0,0,0
1045520040,,0,3300,0,0,0,0,0,0
1046400040,,0,4000,0,0,0,0,0,0
1047400040,,0,4000,0,0,0,0,0,0
1047510840,,0,5000,0,0,0,0,0,0
1048370040,,0,4000,0,0,0,0,0,0
1049380040,,0,4000,0,0,0,0,0,0
1049380041,,0,4000,0,0,0,0,0,0
1049560840,,0,5200,0,0,0,0,0,0
1049570840,,0,5200,0,0,0,0,0,0
1050400040,,0,4200,0,0,0,0,0,0
1051360040,,0,4000,0,0,0,0,0,0
1051370040,,0,4000,0,0,0,0,0,0
1051400040,,0,4200,0,0,0,0,0,0
1051570840,,0,5000,0,0,0,0,0,0
1051570841,,0,5000,0,0,0,0,0,0
1052410040,,0,4200,0,0,0,0,0,0
1052530840,,0,5000,0,0,0,0,0,0
1052570840,,0,5000,0,0,0,0,0,0
1053570840,,0,5000,0,0,0,0,0,0
1060330040,,0,2000,0,0,0,0,0,0
1060340040,,0,2000,0,0,0,0,0,0
1060340041,,0,2000,0,0,0,0,0,0
1060340042,,0,2000,0,0,0,0,0,0
1060340043,,0,2000,0,0,0,0,0,0
1060350040,,0,2000,0,0,0,0,0,0
1060380040,,0,2000,0,0,0,0,0,0
1060410040,,0,1200,0,0,0,0,0,0
1060420040,,0,1000,0,0,0,0,0,0
1060430040,,0,1000,0,0,0,0,0,0
1060430041,,0,1000,0,0,0,0,0,0
1060430042,,0,1200,0,0,0,0,0,0
1060430043,,0,1200,0,0,0,0,0,0
1060440040,,0,1000,0,0,0,0,0,0
