Row ID,Row Name,Unknown,Play Region ID,Allow Summon Signs,Limitation Time,Event Flag ID 1,Event Flag ID 2,Dissolved Event Flag ID,Is Lord of Cinder,Is Enable Event,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Bonfire Object ID 0,Bonfire Object ID 1,Bonfire Object ID 2,Bonfire Object ID 3,Bonfire Object ID 4,Bonfire Object ID 5,Bonfire Object ID 6,Bonfire Object ID 7,Bonfire Object ID 8,Bonfire Object ID 9,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23,Unk24,Unk25,Unk26,Unk27,Unk28,Unk29,Unk30,Unk31,Unk32,Unk33,Unk34,Unk35,Unk36,Unk37,Unk38,Unk39,Unk40,Unk41,Unk42
1000007,,1,1400,0,10,0,10000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000008,,1,1400,0,10,0,10000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000009,,1,1400,0,10,0,10000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011,,1,1400,0,10,0,10000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000012,,1,1400,0,10,0,10000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000013,,1,1400,0,10,0,10000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000090,,1,1400,0,10,0,10000800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000091,,0,1400,0,10,0,10000800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000,,1,0,0,10,10010800,10010800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001,,1,3400,0,10,0,10010800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001002,,1,3400,0,10,0,10010800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001003,,1,3400,0,10,0,10010800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001090,,1,3400,0,10,0,10010800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100000,,1,3400,0,10,11000800,11000800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100001,,1,3400,0,10,0,11000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71107,0,0,0,0,0,0,0,0
1100002,,1,3400,0,10,0,11000800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100010,,1,3400,0,10,11000850,11000850,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100011,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76314,0,0,0,0,0,0,0,0
1100012,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71102,0,0,0,0,0,0,0,0
1100013,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100014,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100015,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71104,0,0,0,0,0,0,0,0
1100016,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71108,0,0,0,0,0,0,0,0
1100017,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71109,0,0,0,0,0,0,0,0
1100018,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100019,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100021,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100090,,1,3400,0,10,0,11000850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100091,,1,3400,0,10,0,11000800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105000,,1,7000,0,10,11050800,11050800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105001,,1,7000,0,10,0,11050800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71124,0,0,0,0,0,0,0,0
1105002,,1,7000,0,10,0,11050800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105010,,1,7000,0,10,11050850,11050850,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105011,,1,7000,0,10,0,11050850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71123,0,0,0,0,0,0,0,0
1105012,,1,7000,0,10,0,11050850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105013,,1,7000,0,10,0,11050850,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105014,,1,7000,0,10,0,11050850,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105020,,1,7000,0,10,0,11050850,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105090,,1,7000,0,10,0,11050800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105091,,1,7000,0,10,0,11050850,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110000,,1,0,0,10,0,0,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201000,,1,6000,0,10,12010800,12010800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71210,0,0,0,0,0,0,0,0
1201001,,1,6000,0,10,0,12010800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71211,0,0,0,0,0,0,0,0
1201002,,1,6000,0,10,0,12010800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71212,0,0,0,0,0,0,0,0
1201003,,1,6000,0,10,0,12010800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71213,0,0,0,0,0,0,0,0
1201011,,1,6200,0,10,0,12040800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,12010850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71214,0,0,0,0,0,0,0,0
1201012,,1,6200,0,10,0,12040800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,12010850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201013,,1,6200,0,10,0,12040800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,12010850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71215,0,0,0,0,0,0,0,0
1201014,,1,6200,0,10,0,12040800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,12010850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71219,0,0,0,0,0,0,0,0
1201015,,1,6200,0,10,0,12040800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,12010850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71216,0,0,0,0,0,0,0,0
1201016,,1,6200,0,10,0,12040800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,12010850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201017,,1,6200,0,10,0,12040800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71218,0,0,0,0,0,0,0,0
1202000,,1,6500,0,10,12020800,12020800,-1,0,False,False,False,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71220,0,0,0,0,0,0,0,0
1202001,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,12090800,12020830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202002,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,12090800,12020830,0,0,0,0,0,0,0,0,0,0,0,0,0,71224,0,0,0,0,0,0,0,0
1202003,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202004,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71225,0,0,0,0,0,0,0,0
1202005,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,12090800,12020830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202006,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,12090800,12020830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202007,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,12090800,12020830,0,0,0,0,0,0,0,0,0,0,0,0,0,71226,0,0,0,0,0,0,0,0
1202011,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202012,,1,6500,0,10,0,12020800,-1,0,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
