Row ID,Row Name,Hit SFX ID 0,Hit SFX ID 1,Hit SFX ID 2,Hit SFX ID 3,Hit SFX ID 4,Hit SFX ID 5,Hit SFX ID 6,Hit SFX ID 7,Hit SFX ID 8,Hit SFX ID 9,Hit SFX ID 10,Hit SFX ID 11,Hit SFX ID 12,Hit SFX ID 13,Hit SFX ID 14,Hit SFX ID 15
293,,261301,261300,261302,261302,261302,261301,261300,261302,261302,261302,261301,261300,261302,261302,261302,0
294,,261401,261400,261402,261402,261402,261401,261400,261402,261402,261402,261401,261400,261402,261402,261402,0
300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,,270001,270000,270002,270002,270002,270001,270000,270002,270002,270002,270001,270000,270002,270002,270002,0
311,,270101,270100,270102,270102,270102,270101,270100,270102,270102,270102,270101,270100,270102,270102,270102,0
312,,270201,270200,270202,270202,270202,270201,270200,270202,270202,270202,270201,270200,270202,270202,270202,0
313,,270301,270300,270302,270302,270302,270301,270300,270302,270302,270302,270301,270300,270302,270302,270302,0
314,,270401,270400,270402,270402,270402,270401,270400,270402,270402,270402,270401,270400,270402,270402,270402,0
320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,,269001,269000,269002,269002,269002,269001,269000,269002,269002,269002,269001,269000,269002,269002,269002,0
331,,269101,269100,269102,269102,269102,269101,269100,269102,269102,269102,269101,269100,269102,269102,269102,0
332,,269201,269200,269202,269202,269202,269201,269200,269202,269202,269202,269201,269200,269202,269202,269202,0
333,,269301,269300,269302,269302,269302,269301,269300,269302,269302,269302,269301,269300,269302,269302,269302,0
334,,269401,269400,269402,269402,269402,269401,269400,269402,269402,269402,269401,269400,269402,269402,269402,0
340,,234001,234000,234002,234002,234002,234001,234000,234002,234002,234002,234001,234000,234002,234002,234002,0
341,,234101,234100,234102,234102,234102,234101,234100,234102,234102,234102,234101,234100,234102,234102,234102,0
342,,234201,234200,234202,234202,234202,234201,234200,234202,234202,234202,234201,234200,234202,234202,234202,0
343,,234301,234300,234302,234302,234302,234301,234300,234302,234302,234302,234301,234300,234302,234302,234302,0
344,,234401,234400,234402,234402,234402,234401,234400,234402,234402,234402,234401,234400,234402,234402,234402,0
350,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,,264001,264000,264002,264002,264004,264001,264000,264002,264002,264004,264001,264000,264002,264002,264004,0
381,,264101,264100,264102,264102,264104,264101,264100,264102,264102,264104,264101,264100,264102,264102,264104,0
382,,264201,264200,264202,264202,264204,264201,264200,264202,264202,264204,264201,264200,264202,264202,264204,0
383,,264301,264300,264302,264302,264304,264301,264300,264302,264302,264304,264301,264300,264302,264302,264304,0
384,,264401,264400,264402,264402,264404,264401,264400,264402,264402,264404,264401,264400,264402,264402,264404,0
390,,265001,265000,265002,265002,265004,265001,265000,265002,265002,265004,265001,265000,265002,265002,265004,0
391,,265101,265100,265102,265102,265104,265101,265100,265102,265102,265104,265101,265100,265102,265102,265104,0
392,,265201,265200,265202,265202,265204,265201,265200,265202,265202,265204,265201,265200,265202,265202,265204,0
393,,265301,265300,265302,265302,265304,265301,265300,265302,265302,265304,265301,265300,265302,265302,265304,0
394,,265401,265400,265402,265402,265404,265401,265400,265402,265402,265404,265401,265400,265402,265402,265404,0
400,,266001,266000,266002,266002,266002,266001,266000,266002,266002,266002,266001,266000,266002,266002,266002,0
401,,266101,266100,266102,266102,266102,266101,266100,266102,266102,266102,266101,266100,266102,266102,266102,0
402,,266201,266200,266202,266202,266202,266201,266200,266202,266202,266202,266201,266200,266202,266202,266202,0
403,,266301,266300,266302,266302,266302,266301,266300,266302,266302,266302,266301,266300,266302,266302,266302,0
404,,266401,266400,266402,266402,266402,266401,266400,266402,266402,266402,266401,266400,266402,266402,266402,0
410,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,,267001,267000,267002,267002,267002,267001,267000,267002,267002,267002,267001,267000,267002,267002,267002,0
421,,267101,267100,267102,267102,267102,267101,267100,267102,267102,267102,267101,267100,267102,267102,267102,0
422,,267201,267200,267202,267202,267202,267201,267200,267202,267202,267202,267201,267200,267202,267202,267202,0
423,,267301,267300,267302,267302,267302,267301,267300,267302,267302,267302,267301,267300,267302,267302,267302,0
424,,267401,267400,267402,267402,267402,267401,267400,267402,267402,267402,267401,267400,267402,267402,267402,0
430,,243001,243000,243002,243003,243004,243001,243000,243002,243003,243004,243001,243000,243002,243003,243004,0
440,,259001,259000,259002,259002,259002,259001,259000,259002,259002,259002,259001,259000,259002,259002,259002,0
441,,259101,259100,259102,259102,259102,259101,259100,259102,259102,259102,259101,259100,259102,259102,259102,0
442,,259201,259200,259202,259202,259202,259201,259200,259202,259202,259202,259201,259200,259202,259202,259202,0
443,,259301,259300,259302,259302,259302,259301,259300,259302,259302,259302,259301,259300,259302,259302,259302,0
444,,259401,259400,259402,259402,259402,259401,259400,259402,259402,259402,259401,259400,259402,259402,259402,0
450,,260001,260000,260002,260002,260002,260001,260000,260002,260002,260002,260001,260000,260002,260002,260002,0
451,,260101,260100,260102,260102,260102,260101,260100,260102,260102,260102,260101,260100,260102,260102,260102,0
452,,260201,260200,260202,260202,260202,260201,260200,260202,260202,260202,260201,260200,260202,260202,260202,0
453,,260301,260300,260302,260302,260302,260301,260300,260302,260302,260302,260301,260300,260302,260302,260302,0
454,,260401,260400,260402,260402,260402,260401,260400,260402,260402,260402,260401,260400,260402,260402,260402,0
460,,246001,246000,246002,246003,246004,246001,246000,246002,246003,246004,246001,246000,246002,246003,246004,0
470,,268001,268000,268002,268002,268002,268001,268000,268002,268002,268002,268001,268000,268002,268002,268002,0
471,,268101,268100,268102,268102,268102,268101,268100,268102,268102,268102,268101,268100,268102,268102,268102,0
472,,268201,268200,268202,268202,268202,268201,268200,268202,268202,268202,268201,268200,268202,268202,268202,0
473,,268301,268300,268302,268302,268302,268301,268300,268302,268302,268302,268301,268300,268302,268302,268302,0
474,,268401,268400,268402,268402,268402,268401,268400,268402,268402,268402,268401,268400,268402,268402,268402,0
480,,248001,248000,248002,248002,248002,248001,248000,248002,248002,248002,248001,248000,248002,248002,248002,0
481,,248101,248100,248102,248102,248102,248101,248100,248102,248102,248102,248101,248100,248102,248102,248102,0
482,,248201,248200,248202,248202,248202,248201,248200,248202,248202,248202,248201,248200,248202,248202,248202,0
483,,248301,248300,248302,248302,248302,248301,248300,248302,248302,248302,248301,248300,248302,248302,248302,0
484,,248401,248400,248402,248402,248402,248401,248400,248402,248402,248402,248401,248400,248402,248402,248402,0
490,,249001,249000,249002,249002,249002,249001,249000,249002,249002,249002,249001,249000,249002,249002,249002,0
491,,249101,249100,249102,249102,249102,249101,249100,249102,249102,249102,249101,249100,249102,249102,249102,0
492,,249201,249200,249202,249202,249202,249201,249200,249202,249202,249202,249201,249200,249202,249202,249202,0
493,,249301,249300,249302,249302,249302,249301,249300,249302,249302,249302,249301,249300,249302,249302,249302,0
494,,249401,249400,249402,249402,249402,249401,249400,249402,249402,249402,249401,249400,249402,249402,249402,0
500,,250001,250000,250002,250002,250002,250001,250000,250002,250002,250002,250001,250000,250002,250002,250002,0
501,,250101,250100,250102,250102,250102,250101,250100,250102,250102,250102,250101,250100,250102,250102,250102,0
502,,250201,250200,250202,250202,250202,250201,250200,250202,250202,250202,250201,250200,250202,250202,250202,0
503,,250301,250300,250302,250302,250302,250301,250300,250302,250302,250302,250301,250300,250302,250302,250302,0
504,,250401,250400,250402,250402,250402,250401,250400,250402,250402,250402,250401,250400,250402,250402,250402,0
510,,251001,251000,251002,251002,251002,251001,251000,251002,251002,251002,251001,251000,251002,251002,251002,0
511,,251101,251100,251102,251102,251102,251101,251100,251102,251102,251102,251101,251100,251102,251102,251102,0
512,,251201,251200,251202,251202,251202,251201,251200,251202,251202,251202,251201,251200,251202,251202,251202,0
513,,251301,251300,251302,251302,251302,251301,251300,251302,251302,251302,251301,251300,251302,251302,251302,0
514,,251401,251400,251402,251402,251402,251401,251400,251402,251402,251402,251401,251400,251402,251402,251402,0
520,,252001,252000,252002,252002,252002,252001,252000,252002,252002,252002,252001,252000,252002,252002,252002,0
521,,252101,252100,252102,252102,252102,252101,252100,252102,252102,252102,252101,252100,252102,252102,252102,0
522,,252201,252200,252202,252202,252202,252201,252200,252202,252202,252202,252201,252200,252202,252202,252202,0
523,,252301,252300,252302,252302,252302,252301,252300,252302,252302,252302,252301,252300,252302,252302,252302,0
524,,252401,252400,252402,252402,252402,252401,252400,252402,252402,252402,252401,252400,252402,252402,252402,0
530,,253001,253000,253002,253002,253002,253001,253000,253002,253002,253002,253001,253000,253002,253002,253002,0
531,,253101,253100,253102,253102,253102,253101,253100,253102,253102,253102,253101,253100,253102,253102,253102,0
532,,253201,253200,253202,253202,253202,253201,253200,253202,253202,253202,253201,253200,253202,253202,253202,0
533,,253301,253300,253302,253302,253302,253301,253300,253302,253302,253302,253301,253300,253302,253302,253302,0
534,,253401,253400,253402,253402,253402,253401,253400,253402,253402,253402,253401,253400,253402,253402,253402,0
540,,254001,254000,254002,254002,254002,254001,254000,254002,254002,254002,254001,254000,254002,254002,254002,0
541,,254101,254100,254102,254102,254102,254101,254100,254102,254102,254102,254101,254100,254102,254102,254102,0
542,,254201,254200,254202,254202,254202,254201,254200,254202,254202,254202,254201,254200,254202,254202,254202,0
543,,254301,254300,254302,254302,254302,254301,254300,254302,254302,254302,254301,254300,254302,254302,254302,0
544,,254401,254400,254402,254402,254402,254401,254400,254402,254402,254402,254401,254400,254402,254402,254402,0
550,,255001,255000,255002,255002,255002,255001,255000,255002,255002,255002,255001,255000,255002,255002,255002,0
551,,255101,255100,255102,255102,255102,255101,255100,255102,255102,255102,255101,255100,255102,255102,255102,0
552,,255201,255200,255202,255202,255202,255201,255200,255202,255202,255202,255201,255200,255202,255202,255202,0
553,,255301,255300,255302,255302,255302,255301,255300,255302,255302,255302,255301,255300,255302,255302,255302,0
554,,255401,255400,255402,255402,255402,255401,255400,255402,255402,255402,255401,255400,255402,255402,255402,0
560,,256001,256000,256002,256003,256004,256001,256000,256002,256003,256004,256001,256000,256002,256003,256004,0
570,,257001,257000,257002,257002,257002,257001,257000,257002,257002,257002,257001,257000,257002,257002,257002,0
571,,257101,257100,257102,257102,257102,257101,257100,257102,257102,257102,257101,257100,257102,257102,257102,0
572,,257201,257200,257202,257202,257202,257201,257200,257202,257202,257202,257201,257200,257202,257202,257202,0
573,,257301,257300,257302,257302,257302,257301,257300,257302,257302,257302,257301,257300,257302,257302,257302,0
574,,257401,257400,257402,257402,257402,257401,257400,257402,257402,257402,257401,257400,257402,257402,257402,0
580,,258001,258000,258002,258002,258002,258001,258000,258002,258002,258002,258001,258000,258002,258002,258002,0
581,,258101,258100,258102,258102,258102,258101,258100,258102,258102,258102,258101,258100,258102,258102,258102,0
582,,258201,258200,258202,258202,258202,258201,258200,258202,258202,258202,258201,258200,258202,258202,258202,0
583,,258301,258300,258302,258302,258302,258301,258300,258302,258302,258302,258301,258300,258302,258302,258302,0
584,,258401,258400,258402,258402,258402,258401,258400,258402,258402,258402,258401,258400,258402,258402,258402,0
590,,271001,271000,271002,271002,271002,271001,271000,271002,271002,271002,271001,271000,271002,271002,271002,0
591,,271101,271100,271102,271102,271102,271101,271100,271102,271102,271102,271101,271100,271102,271102,271102,0
592,,271201,271200,271202,271202,271202,271201,271200,271202,271202,271202,271201,271200,271202,271202,271202,0
593,,271301,271300,271302,271302,271302,271301,271300,271302,271302,271302,271301,271300,271302,271302,271302,0
594,,271401,271400,271402,271402,271402,271401,271400,271402,271402,271402,271401,271400,271402,271402,271402,0
