Row ID,Row Name,Unk0a,Unk0b,Unk0c,Unk0d,Unk1a,Unk1b,Unk1c,Unk1d,Unk2a,Unk2b,Unk2c,Unk2d,Unk3a,Unk3b,Unk3c,Unk3d,Unk4a,Unk4b,Unk4c,Unk4d,Unk5a,Unk5b,Unk5c,Unk5d,Unk6a,Unk6b,Unk6c,Unk6d,Unk7a,Unk7b,Unk7c,Unk7d,Unk8a,Unk8b,Unk8c,Unk8d,Unk9a,Unk9b,Unk9c,Unk9d,Unk10a,Unk10b,Unk10c,Unk10d,Unk11a,Unk11b,Unk11c,Unk11d,Unk12a,Unk12b,Unk12c,Unk12d,Unk13,Unk14,Unk15,Unk16,Unk17a,Unk17b,Unk17c,Unk17d,Unk18a,Unk18b,Unk18c,Unk18d,Unk19a,Unk19b,Unk19c,Unk19d,Unk20a,Unk20b,Unk20c,Unk20d,Unk21,Unk22,Unk23
1015,,99,0,50,0,49,0,57,0,48,0,95,0,66,0,108,0,101,0,110,0,100,0,91,0,73,0,110,0,116,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1020,,99,0,50,0,48,0,55,0,48,0,95,0,91,0,70,0,105,0,110,0,103,0,101,0,114,0,93,0,95,0,91,0,101,0,109,0,93,0,95,0,77,0,97,0,115,0,107,0,95,0,91,0,6553669,6619239,93,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021,,99,0,50,0,48,0,55,0,48,0,95,0,91,0,70,0,105,0,110,0,103,0,101,0,114,0,93,0,95,0,91,0,101,0,109,0,93,0,95,0,66,0,97,0,115,0,101,0,95,0,91,0,7209033,6094964,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022,,99,0,50,0,48,0,55,0,48,0,95,0,91,0,67,0,114,0,97,0,99,0,107,0,93,0,95,0,91,0,101,0,109,0,93,0,95,0,91,0,69,0,100,0,103,0,101,0,93,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1023,,99,0,50,0,48,0,55,0,48,0,95,0,91,0,77,0,117,0,100,0,93,0,95,0,70,0,97,0,100,0,101,0,79,0,117,0,116,0,95,0,91,0,69,0,100,0,103,0,101,0,93,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,,99,0,50,0,48,0,55,0,48,0,95,0,91,0,70,0,105,0,110,0,103,0,101,0,114,0,93,0,95,0,91,0,101,0,109,0,93,0,95,0,91,0,67,0,111,0,108,0,111,0,114,0,6619220,7340141,93,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1025,,99,0,50,0,48,0,55,0,48,0,95,0,91,0,70,0,105,0,110,0,103,0,101,0,114,0,93,0,95,0,91,0,101,0,109,0,93,0,95,0,66,0,97,0,115,0,101,0,95,0,91,0,7471175,6553697,93,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1050,,99,0,50,0,50,0,48,0,48,0,95,0,82,0,117,0,110,0,101,0,69,0,109,0,105,0,115,0,115,0,105,0,118,0,101,0,95,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,,67,0,91,0,65,0,77,0,83,0,78,0,93,0,69,0,109,0,105,0,115,0,115,0,105,0,118,0,101,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10001,,69,0,109,0,105,0,115,0,115,0,105,0,118,0,101,0,95,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10010,,91,0,86,0,65,0,93,0,80,0,108,0,97,0,121,0,70,0,114,0,97,0,109,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10100,,67,0,95,0,69,0,109,0,105,0,115,0,115,0,105,0,118,0,101,0,66,0,97,0,115,0,101,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10101,,67,0,95,0,69,0,109,0,105,0,115,0,115,0,105,0,118,0,101,0,83,0,116,0,101,0,110,0,99,0,105,0,108,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10200,,91,0,86,0,65,0,93,0,80,0,108,0,97,0,121,0,70,0,114,0,97,0,109,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10201,,91,0,67,0,83,0,93,0,80,0,108,0,97,0,121,0,70,0,114,0,97,0,109,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10202,,91,0,67,0,83,0,93,0,86,0,101,0,114,0,116,0,101,0,120,0,65,0,110,0,105,0,109,0,97,0,116,0,105,0,111,0,110,0,84,0,114,0,97,0,110,0,115,0,102,0,101,0,114,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10203,,91,0,67,0,83,0,93,0,86,0,101,0,114,0,116,0,101,0,120,0,65,0,110,0,105,0,109,0,97,0,116,0,105,0,111,0,110,0,78,0,111,0,114,0,109,0,97,0,108,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10210,,91,0,66,0,108,0,105,0,110,0,107,0,77,0,97,0,115,0,107,0,93,0,95,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10211,,91,0,66,0,108,0,105,0,110,0,107,0,77,0,97,0,115,0,107,0,93,0,95,0,82,0,95,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10212,,91,0,66,0,108,0,105,0,110,0,107,0,77,0,97,0,115,0,107,0,93,0,95,0,76,0,95,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10300,,67,0,91,0,80,0,105,0,120,0,101,0,108,0,75,0,105,0,108,0,108,0,93,0,95,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10301,,67,0,91,0,80,0,105,0,120,0,101,0,108,0,75,0,105,0,108,0,108,0,93,0,91,0,73,0,68,0,49,0,93,0,95,0,73,0,110,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10400,,99,0,50,0,49,0,57,0,48,0,95,0,91,0,82,0,117,0,110,0,101,0,93,0,95,0,66,0,97,0,115,0,101,0,65,0,108,0,112,0,104,0,97,0,95,0,91,0,73,0,110,0,6094964,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,-1,0,0,128,63,0,0,0,0,0,0,0,0,51,51,51,63,0,0,0
20001,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,-1,0,0,0,64,0,0,0,0,0,0,0,0,51,51,51,63,0,0,0
20002,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,64,205,204,76,63,205,204,76,63,205,204,76,63,0,0,0
20003,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20004,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,-1,0,0,64,64,0,0,0,0,0,0,0,0,154,153,89,63,0,0,0
20005,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,50,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20006,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,-1,0,0,128,64,0,0,0,0,0,0,0,63,154,153,89,63,0,0,0
20007,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,50,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,1,0,0
20008,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,-1,0,0,160,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20009,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,50,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20010,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,128,63,0,0,128,63,0,0,128,63,0,0,0
20011,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,128,63,0,0,128,63,0,0,128,63,0,0,128,63,0,0,0
20012,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,64,64,0,0,128,63,0,0,128,63,0,0,128,63,0,0,0
20013,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,64,0,0,128,63,0,0,128,63,0,0,128,63,0,0,0
20014,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,143,194,245,60,0,0,0,0,0,0,0
20015,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,-1,0,0,224,64,0,0,0,0,205,204,76,63,0,0,0,0,0,0,0
20016,,99,0,52,0,49,0,57,0,48,0,95,0,67,0,114,0,121,0,115,0,116,0,97,0,108,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,50,0,0,0,0,0,0,0,0,-1,0,0,0,0,154,153,153,62,0,0,0,0,0,0,0,0,0,0,0
20017,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,128,63,164,112,189,62,205,204,204,62,174,71,225,62,0,0,0
20018,,99,0,52,0,49,0,57,0,48,0,95,0,82,0,117,0,110,0,101,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,95,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,128,63,0,0,128,63,0,0,128,63,51,51,115,63,0,0,0
20101,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,215,99,63,225,122,84,63,0,0,128,63,236,81,120,63,0,0,0
20102,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,123,20,110,63,0,0,128,63,0,0,128,63,0,0,128,63,0,0,0
20103,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,128,63,215,163,112,63,61,10,87,63,92,143,66,63,0,0,0
20104,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,92,143,66,63,92,143,66,63,205,204,204,61,0,0,0,0,0,0,0
20105,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,92,143,66,62,92,143,66,62,92,143,66,62,174,71,97,62,0,0,0
20106,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,61,10,87,62,205,204,76,62,164,112,189,62,164,112,189,62,0,0,0
20107,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,164,112,189,62,0,0,128,62,0,0,128,62,0,0,128,62,0,0,0
20108,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,113,61,138,62,0,0,128,62,174,71,97,62,92,143,66,62,0,0,0
20109,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,236,81,56,62,236,81,56,62,143,194,245,61,0,0,0,0,0,0,0
20110,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,215,163,60,10,215,163,60,10,215,163,60,205,204,76,62,0,0,0
20111,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,205,204,76,62,205,204,76,62,143,194,117,61,143,194,117,61,0,0,0
20112,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,143,194,117,61,41,92,143,61,41,92,143,61,41,92,143,61,0,0,0
20113,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,215,163,60,10,215,163,60,10,215,163,60,41,92,143,62,0,0,0
20114,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,41,92,143,62,41,92,143,62,205,204,204,61,0,0,0,0,0,0,0
20115,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,41,92,143,61,41,92,143,61,41,92,143,61,205,204,76,61,0,0,0
20116,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,41,92,143,61,143,194,245,61,20,174,199,62,113,61,10,63,0,0,0
20117,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,113,61,74,63,236,81,184,62,92,143,194,62,61,10,215,62,0,0,0
20118,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,215,163,61,10,215,163,61,236,81,184,61,123,20,46,62,0,0,0
20119,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,236,81,56,62,154,153,153,62,205,204,204,61,0,0,0,0,0,0,0
20120,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,51,51,179,62,205,204,76,61,205,204,76,61,51,51,51,63,0,0,0
20121,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,154,153,25,63,102,102,230,62,154,153,89,63,205,204,204,61,0,0,0
20122,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,154,153,25,62,154,153,25,62,0,0,128,62,0,0,0
20123,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,236,81,56,62,10,215,35,60,10,215,35,60,143,194,245,62,0,0,0
20124,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,128,62,143,194,117,61,0,0,0,0,0,0,0,0,0,0,0
20125,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,205,204,76,61,205,204,76,61,205,204,76,61,195,245,168,62,0,0,0
20126,,99,0,51,0,50,0,48,0,48,0,95,0,70,0,108,0,111,0,97,0,116,0,83,0,101,0,116,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,184,30,133,62,10,215,35,61,51,51,179,62,20,174,199,62,0,0,0
