Row ID,Row Name,Attacker - Character ID,Defender - Character ID,Distance,Angle Difference - Min,Angle Difference - Max,Upper Y Range,Lower Y Range,Angle Difference - To Defender,Throw Type ID,Attacker - Animation ID,Defender - Animation ID,Self Escape - HP,Self Escape - Cycle Time,Sphere Cast - Radius Rate Top,Sphere Cast - Radius Rate Low,Pad Type,Attack Enable State,Attacker - Absorb Dummy ID,Defender - Absorb Dummy ID,Throw Type,Self Escape - Cycle Int,Dummy Has Character Direction Type,Is Turn Attacker,Is Skip Weapon Cast,Is Skip Sphere Cast,Unk,Unk,Unk,Unk,Unk,Attacker - Absorb Dummy ID - Sub,Defender - Absorb Dummy ID - Sub,Distance 2,Angle Difference - Min 2,Angle Difference - Max 2,Upper Y Range 2,Lower Y Range 2,Angle Difference - To Defender 2,Perform - Dummy ID 0,Perform - Dummy ID 1
10437020,,0,4370,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10437120,,0,4371,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10437220,,0,4372,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10437320,,0,4373,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10437420,,0,4374,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10437520,,0,4375,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10437620,,0,4376,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10437720,,0,4377,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10438020,,0,4380,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10438120,,0,4381,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10438220,,0,4382,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10438320,,0,4383,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10438420,,0,4384,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10438520,,0,4385,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10482020,,0,4820,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10700020,,0,7000,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10905120,,0,9051,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10910020,,0,9100,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
11201000,,0,2010,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11210000,,0,2100,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11214000,,0,2140,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11300000,,0,3000,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11301000,,0,3010,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11302000,,0,3020,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11306000,,0,3060,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11306100,,0,3061,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11307000,,0,3070,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11308000,,0,3080,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11315000,,0,3150,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11317000,,0,3170,1.8,-90,90,0.65,0.65,90,0,31720,11000,0,0,70,70,1,0,1,0,1,0,255,False,False,False,True,False,True,False,False,0,231,1.5,-45,45,0.65,0.65,70,-1,-1
11320000,,0,3200,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11320100,,0,3201,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11330000,,0,3300,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,False,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11335000,,0,3350,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11336000,,0,3360,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,40,40,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11336100,,0,3361,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,40,40,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11340000,,0,3400,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,60,60,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11345000,,0,3450,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11345100,,0,3451,1.8,-90,90,0.85,0.85,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11347000,,0,3470,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11347100,,0,3471,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11350000,,0,3500,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11351000,,0,3510,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11355000,,0,3550,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11361000,,0,3610,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11362000,,0,3620,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11365000,,0,3650,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11366000,,0,3660,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
11366100,,0,3661,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,0,1,0,0,True,False,False,True,False,True,False,False,230,0,1.5,-45,45,0.65,0.65,70,-1,-1
