Row ID;Row Name;Equip ID;Value;Material ID;Event Flag;QWC ID;Quantity Available;Shop Type;Equip Type;Value (SAN);Quantity Produced;Unk2;Unk3;Price Rate;Unk4;Shop Description Item;Unk5;Unk6;Unk7;Unk8;Unk9
30029;Sword of St. Trina;2190000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30030;Miquellan Knight's Sword;2200000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30031;Cane Sword;2210000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30032;Regalia of Eochaid;2220000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30033;Noble's Slender Sword;2230000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30034;Warhawk's Talon;2240000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30035;Lazuli Glintstone Sword;2250000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30036;Rotten Crystal Sword;2260000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30037;Bastard Sword;3000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30038;Forked Greatsword;3010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30039;Iron Greatsword;3020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30040;Lordsworn's Greatsword;3030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30041;Knight's Greatsword;3040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30042;Flamberge;3050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30043;Ordovis's Greatsword;3060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30044;Alabaster Lord's Sword;3070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30045;Banished Knight's Greatsword;3080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30046;Dark Moon Greatsword;3090000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30047;Sacred Relic Sword;3100000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30048;Helphen's Steeple;3130000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30049;Blasphemous Blade;3140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30050;Marais Executioner's Sword;3150000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30051;Sword of Milos;3160000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30052;Golden Order Greatsword;3170000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30053;Claymore;3180000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30054;Gargoyle's Greatsword;3190000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30055;Death's Poker;3200000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30056;Gargoyle's Blackblade;3210000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30057;Greatsword;4000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30058;Watchdog's Greatsword;4010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30059;Maliketh's Black Blade;4020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30060;Troll's Golden Sword;4030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30061;Zweihander;4040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30062;Starscourge Greatsword;4050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30063;Royal Greatsword;4060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30064;Godslayer's Greatsword;4070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30065;Ruins Greatsword;4080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30066;Grafted Blade Greatsword;4100000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30067;Troll Knight's Sword;4110000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30068;Estoc;5000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30069;Cleanrot Knight's Sword;5010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30070;Rapier;5020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30071;Rogier's Rapier;5030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30072;Antspur Rapier;5040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30073;Frozen Needle;5050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30074;Noble's Estoc;5060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30075;Bloody Helice;6000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30076;Godskin Stitcher;6010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30077;Great epee;6020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30078;Dragon King's Cragblade;6040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30079;Falchion;7000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30080;Beastman's Curved Sword;7010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30081;Shotel;7020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30082;Shamshir;7030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30083;Bandit's Curved Sword;7040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30084;Magma Blade;7050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30085;Flowing Curved Sword;7060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30086;Wing of Astel;7070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30087;Scavenger's Curved Sword;7080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30088;Eclipse Shotel;7100000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30089;Serpent-God's Curved Sword;7110000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30090;Mantis Blade;7120000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30091;Scimitar;7140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30092;Grossmesser;7150000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30093;Onyx Lord's Greatsword;8010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30094;Dismounter;8020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30095;Bloodhound's Fang;8030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30096;Magma Wyrm's Scalesword;8040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30097;Zamor Curved Sword;8050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30098;Omen Cleaver;8060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30099;Monk's Flameblade;8070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30100;Beastman's Cleaver;8080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30101;Morgott's Cursed Sword;8100000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30102;Uchigatana;9000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30103;Nagakiba;9010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30104;Hand of Malenia;9020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30105;Meteoric Ore Blade;9030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30106;Rivers of Blood;9040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30107;Moonveil;9060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30108;Dragonscale Blade;9070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30109;Serpentbone Blade;9080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30110;Twinblade;10000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30111;Godskin Peeler;10010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30112;Twinned Knight Swords;10030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30113;Eleonora's Poleblade;10050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30114;Gargoyle's Twinblade;10080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30115;Gargoyle's Black Blades;10090000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30116;Mace;11000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30117;Club;11010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30118;Curved Club;11030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30119;Warpick;11040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30120;Morning Star;11050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30121;Varre's Bouquet;11060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30122;Spiked Club;11070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30123;Hammer;11080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30124;Monk's Flamemace;11090000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30125;Envoy's Horn;11100000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30126;Scepter of the All-Knowing;11110000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30127;Nox Flowing Hammer;11120000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30128;Ringed Finger;11130000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30129;Stone Club;11140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30130;Marika's Hammer;11150000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30131;Large Club;12000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30132;Greathorn Hammer;12010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30133;Battle Hammer;12020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30134;Great Mace;12060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30135;Curved Great Club;12080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30136;Celebrant's Skull;12130000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30137;Pickaxe;12140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30138;Beastclaw Greathammer;12150000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30139;Envoy's Long Horn;12160000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30140;Cranial Vessel Candlestand;12170000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30141;Great Stars;12180000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30142;Brick Hammer;12190000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30143;Devourer's Scepter;12200000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30144;Rotten Battle Hammer;12210000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30145;Nightrider Flail;13000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30146;Flail;13010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30147;Family Heads;13020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30148;Bastard's Stars;13030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30149;Chainlink Flail;13040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30150;Battle Axe;14000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30151;Forked Hatchet;14010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30152;Hand Axe;14020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30153;Jawbone Axe;14030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30154;Iron Cleaver;14040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30155;Ripple Blade;14050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30156;Celebrant's Cleaver;14060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30157;Icerind Hatchet;14080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30158;Highland Axe;14100000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30159;Sacrificial Axe;14110000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30160;Rosus' Axe;14120000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30161;Stormhawk Axe;14140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30162;Greataxe;15000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30163;Warped Axe;15010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30164;Great Omenkiller Cleaver;15020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30165;Crescent Moon Axe;15030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30166;Axe of Godrick;15040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30167;Longhaft Axe;15050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30168;Rusted Anchor;15060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30169;Executioner's Greataxe;15080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30170;Winged Greathorn;15110000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30171;Butchering Knife;15120000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30172;Gargoyle's Great Axe;15130000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30173;Gargoyle's Black Axe;15140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30174;Short Spear;16000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30175;Spear;16010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30176;Crystal Spear;16020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30177;Clayman's Harpoon;16030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30178;Cleanrot Spear;16040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30179;Partisan;16050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30180;Celebrant's Rib-Rake;16060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30181;Pike;16070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30182;Torchpole;16080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30183;Bolt of Gransax;16090000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30184;Cross-Naginata;16110000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30185;Death Ritual Spear;16120000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30186;Inquisitor's Girandole;16130000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30187;Spiked Spear;16140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30188;Iron Spear;16150000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30189;Rotten Crystal Spear;16160000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30190;Mohgwyn's Sacred Spear;17010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30191;Siluria's Tree;17020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30192;Serpent-Hunter;17030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30193;Vyke's War Spear;17050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30194;Lance;17060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30195;Treespear;17070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30196;Halberd;18000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30197;Pest's Glaive;18010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30198;Lucerne;18020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30199;Banished Knight's Halberd;18030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30200;Commander's Standard;18040000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30201;Nightrider Glaive;18050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30202;Ripple Crescent Halberd;18060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30203;Vulgar Militia Saw;18070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30204;Golden Halberd;18080000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30205;Glaive;18090000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30206;Loretta's War Sickle;18100000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30207;Guardian's Swordspear;18110000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30208;Vulgar Militia Shotel;18130000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30209;Dragon Halberd;18140000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30210;Gargoyle's Halberd;18150000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30211;Gargoyle's Black Halberd;18160000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30212;Scythe;19000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30213;Grave Scythe;19010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30214;Halo Scythe;19020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30215;Winged Scythe;19060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30216;Whip;20000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30217;Thorned Whip;20020000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30218;Magma Whip Candlestick;20030000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30219;Hoslow's Petal Whip;20050000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30220;Giant's Red Braid;20060000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30221;Urumi;20070000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30222;Caestus;21000000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
30223;Spiked Caestus;21010000;0;-1;0;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
