Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9
810001,,0,0,0.5,10,10,0,5,0,5,0.25
810002,,0,0,0.5,10,10,0,5,0,5,0.25
810005,,0,0,0.5,10,10,0,5,0,5,0.25
810006,,0,0,0.5,10,10,0,5,0,5,0.25
810007,,0,0,0.5,10,10,0,5,0,5,0.25
810008,,0,0,0.5,10,10,0,5,0,5,0.25
810009,,0,0,0.5,10,10,0,5,0,5,0.25
810020,,0,0,0.5,10,10,0,5,0,5,0.25
810030,,0,0,0.5,10,10,0,5,0,5,0.25
810040,,0,0,0.5,10,10,0,5,0,5,0.25
810050,,0,0,0.5,10,10,0,5,0,5,0.25
810055,,0,0,0.5,10,10,0,5,0,5,0.25
811000,,0,0,0.5,10,10,0,5,0,5,0.25
811020,,0,0,0.5,10,10,0,5,0,5,0.25
811030,,0,0,0.5,10,10,0,5,0,5,0.25
811040,,0,0,0.5,10,10,0,5,0,5,0.25
811050,,0,0,0.5,10,10,0,5,0,5,0.25
811051,,0,0,0.5,10,10,0,5,0,5,0.25
811070,,0,0,0.5,10,10,0,5,0,5,0.25
811080,,0,0,0.5,10,10,0,5,0,5,0.25
813000,,0,0,0.5,10,10,0,5,0,5,0.25
813010,,0,0,0.5,10,10,0,5,0,5,0.25
813011,,0,0,0.5,10,10,0,5,0,5,0.25
813012,,0,0,0.5,10,10,0,5,0,5,0.25
813020,,0,0,0.5,10,10,0,5,0,5,0.25
813030,,0,0,0.5,10,10,0,5,0,5,0.25
813031,,0,0,0.5,10,10,0,5,0,5,0.25
813032,,0,0,0.5,10,10,0,5,0,5,0.25
813040,,0,0,0.5,10,10,0,5,0,5,0.25
813041,,0,0,0.5,10,10,0,5,0,5,0.25
813042,,0,0,0.5,10,10,0,5,0,5,0.25
813043,,0,0,0.5,10,10,0,5,0,5,0.25
815000,,0,0,0.5,10,10,0,5,0,5,0.25
815010,,0,0,0.5,10,10,0,5,0,5,0.25
815020,,0,0,0.5,10,10,0,5,0,5,0.25
815021,,0,0,0.5,10,10,0,5,0,5,0.25
815022,,0,0,0.5,10,10,0,5,0,5,0.25
815030,,0,0,0.5,10,10,0,5,0,5,0.25
815031,,0,0,0.5,10,10,0,5,0,5,0.25
815032,,1,1,1,0,5,0,5,0,5,1
