Row ID,Row Name,Unknown,Message ID,Limit Cancel Effect ID,Sort ID,Unknown,Ref 1: FP Cost,Ref 1: Stamina Cost,Icon ID,Behavior ID,Material Item ID,Replace Magic ID,Number of Uses,Hero Point,Over Dexterity,SFX Variation ID,Slot Usage,Requirement: INT,Requirement: FTH,DEX Casting Speed Min,DEX Casting Speed Max,Magic School Type,Ref 1: Category,Effect Category,Animation Category,Menu Type,Ref 4: Category,Has Effect Type,Unk1,Enable Spell Enhance,Enable Spell Enhance,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Vow Type 0,Vow Type 1,Vow Type 2,Vow Type 3,Vow Type 4,Vow Type 5,Vow Type 6,Vow Type 7,Vow Type 8,Enable Multiplayer Only,Is Enchant,Is Shield Enchant,Enable Live,Enable Gray,Enable White,Enable Black,Unk7,Unk8,Cast SFX 1,Cast SFX 2,Cast SFX 3,Unk9,Attribute Type,Attribute Value 0,Attribute Value 1,Attribute Value 2,Attribute Value 3,Ref 2: Category,Ref 4: Stamina Cost,Magic ID 0,Magic ID 1,Magic ID 2,Magic ID 3,Ref 2: FP Cost,Ref 2: Stamina Cost,Unk10,Ref 3: Category,Ref 4: FP Cost,Ref 3: FP Cost,Ref 3: Stamina Cost,Reference ID 1,Reference ID 2,Reference ID 3,Reference ID 4,Unk0,Unk1,Unk2,Unk3,Unk4,Unk4,Unk4,Unk4,Unk5,Unk5,Unk5,Unk5,Unk6,Unk6,Unk6,Unk6,Unk7,Unk8
4090,[Sorcery] Crystal Burst,1,0,-1,4070,0,14,9,4000,0,-1,-1,-1,1,99,1,1,18,0,10,70,0,1,3,113,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523930,523931,523934,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,14,12,0,1,0,0,0,10409000,10409001,10409002,10000000,-1,-1,-1,-1,0,2,2,1,2,2,0,0,0,0,-1,-1,0,0
4100,[Sorcery] Shatter Earth,1,0,-1,4200,0,12,22,4000,0,-1,-1,-1,1,99,1,1,15,0,10,70,0,1,3,56,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,0,255,523740,523741,523742,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,4,0,0,10410000,10410001,10410002,12000030,-1,-1,-1,-1,0,0,2,2,2,0,0,0,0,0,-1,-1,0,0
4110,[Sorcery] Rock Blaster,1,0,-1,4200,0,30,35,4000,0,-1,-1,-1,1,99,1,1,21,0,10,70,0,1,3,57,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,0,255,523740,523741,-1,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,5,0,0,1,4,257,0,10411010,10411000,10411012,12000030,10411014,10411014,-1,-1,1,2,1,0,2,2,1,2,0,0,5,0,0,0
4120,[Sorcery] Gavel of Haima,1,0,-1,4200,0,37,46,4061,0,-1,-1,-1,0,99,0,1,25,0,10,70,0,1,3,78,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,0,255,523770,523771,523772,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,41200,41201,10412000,12000000,-1,-1,-1,-1,0,0,2,2,0,0,0,0,0,0,-1,-1,0,0
4130,[Sorcery] Terra Magicus,1,0,-1,4640,0,20,12,4000,0,-1,-1,-1,1,99,0,1,20,0,10,70,0,0,3,13,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,80,255,523810,523811,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,10413000,-1,-1,30000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4140,[Sorcery] Starlight,1,0,-1,4630,0,12,5,4000,0,-1,-1,-1,2,99,0,1,15,0,10,70,0,0,3,13,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,80,255,523500,523501,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1414000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4200,[Sorcery] Comet Azur,1,0,-1,4110,0,40,34,4104,0,-1,-1,-1,1,99,1,3,60,0,10,70,0,1,3,7,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,526250,-1,526255,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,10,0,0,1,14,0,0,10420000,10420002,10420003,10000200,-1,-1,-1,-1,2,1,2,0,2,2,0,0,0,0,10,0,0,0
4210,[Sorcery] Founding Rain of Stars,1,0,-1,4100,0,46,37,4060,0,-1,-1,-1,1,99,1,2,52,0,10,70,0,1,3,124,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523820,523821,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,46,48,0,0,0,0,0,10421000,10421050,10421007,10000000,-1,-1,-1,-1,0,1,2,2,0,0,0,0,0,0,-1,-1,0,0
4220,[Sorcery] Stars of Ruin,1,0,-1,4090,0,50,33,4060,0,-1,-1,-1,1,99,1,1,43,0,10,70,0,0,3,107,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523900,523901,-1,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,50,43,0,0,15,0,0,10422000,10422050,-1,10000000,-1,-1,-1,-1,0,1,0,2,2,0,0,0,0,0,-1,-1,0,0
4300,[Sorcery] Glintblade Phalanx,1,0,-1,4040,0,20,12,4004,0,-1,-1,-1,1,99,0,1,22,0,10,70,0,0,3,8,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523040,523041,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,3,0,0,10430000,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4301,[Sorcery] Carian Phalanx,1,0,-1,4040,0,26,16,4004,0,-1,-1,-1,1,99,0,1,34,0,10,70,0,0,3,8,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523040,523041,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,3,0,0,10430100,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4302,[Sorcery] Greatblade Phalanx,1,0,-1,4040,0,43,20,4004,0,-1,-1,-1,1,99,0,1,29,0,10,70,0,0,3,95,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523050,523051,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,3,0,0,10430200,-1,-1,11000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4360,[Sorcery] Rennala's Full Moon,1,0,-1,4060,0,55,32,4104,0,-1,-1,-1,1,99,0,2,70,0,10,70,0,0,3,6,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,0,255,523800,523801,523806,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,10436000,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4361,[Sorcery] Ranni's Dark Moon,1,0,-1,4060,0,62,32,4104,0,-1,-1,-1,1,99,0,2,68,0,10,70,0,0,3,6,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,0,255,523860,523861,523866,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,3329,0,0,10436100,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4370,[Sorcery] Magic Downpour,1,0,-1,4100,0,25,17,4060,0,-1,-1,-1,1,99,1,1,15,0,10,70,0,0,3,107,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523730,523731,523739,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,25,22,0,0,0,0,0,10437000,10437050,-1,11000000,-1,-1,-1,-1,0,1,0,2,2,0,0,0,0,0,-1,-1,0,0
4380,[Sorcery] Loretta's Greatbow,1,0,-1,4120,0,32,30,4104,0,-1,-1,-1,1,99,1,1,26,0,10,70,0,0,3,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,526250,526264,526269,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,32,39,0,1,0,0,0,10438000,10438000,-1,10000200,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4381,[Sorcery] Loretta's Mastery,1,0,-1,4120,0,50,33,4104,0,-1,-1,-1,1,99,1,1,46,0,10,70,0,0,3,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,526250,526284,526289,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,50,43,0,1,0,0,0,10438100,10438110,-1,10000000,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4390,[Sorcery] Magic Glintblade,1,0,-1,4100,0,12,22,4060,0,-1,-1,-1,1,99,1,1,14,0,10,70,0,1,3,118,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523090,523091,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,12,29,0,0,3,0,0,10439000,10439002,10439050,10000000,-1,-1,-1,-1,0,2,1,2,0,0,0,0,0,0,-1,-1,0,0
4400,[Sorcery] Glintstone Icecrag,1,0,-1,4000,0,12,26,4000,0,-1,-1,-1,1,99,0,1,15,0,10,70,0,0,3,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523030,523031,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,13,0,0,10440000,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4410,[Sorcery] Zamor Ice Storm,1,0,-1,4400,0,22,27,4000,0,-1,-1,-1,0,99,0,1,36,0,10,70,0,0,3,14,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,0,255,523870,-1,523875,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,22,35,0,0,13,0,257,-1,-1,-1,12000000,-1,-1,10441000,10441050,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0
4420,[Sorcery] Freezing Mist,1,0,-1,4000,0,20,13,4000,0,-1,-1,-1,1,99,0,1,21,0,10,70,0,0,3,113,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523880,523881,523875,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,20,17,0,0,13,0,0,10442000,-1,-1,11000000,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0
4430,[Sorcery] Carian Greatsword,1,0,-1,4200,0,16,22,4061,0,-1,-1,-1,0,99,0,1,24,0,10,70,0,0,3,9,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523740,523741,523742,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,2,0,0,44300,44301,44305,12000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4431,[Sorcery] Adula's Moonblade,1,0,-1,4000,0,26,22,4000,0,-1,-1,-1,0,99,0,1,32,0,10,70,0,0,3,9,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523890,523891,523892,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,3330,257,257,44310,44311,44315,12000000,10443100,10443110,10443120,10443130,0,0,0,0,0,0,2,2,2,2,-1,-1,0,0
4440,[Sorcery] Carian Slicer,1,0,-1,4210,0,4,12,4102,0,-1,-1,-1,0,99,0,1,14,0,10,70,0,0,3,80,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523750,523751,523752,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,2,0,0,44400,44401,44405,12000130,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4450,[Sorcery] Carian Piercer,0,0,-1,4200,0,23,25,4061,0,-1,-1,-1,0,99,0,1,27,0,10,70,0,0,3,10,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523740,523741,523742,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,23,33,0,0,2,0,0,44500,44501,44505,11000021,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0
4460,[Sorcery] Scholar's Armament,1,0,-1,4600,0,25,10,4000,0,-1,-1,-1,2,99,0,1,12,0,10,70,0,0,3,11,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,64,255,523100,523101,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1446000,-1,-1,30010000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4470,[Sorcery] Scholar's Shield,1,0,-1,4620,0,30,10,4000,0,-1,-1,-1,2,99,0,1,12,0,10,70,0,0,3,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,64,255,523300,523301,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1447000,-1,-1,30020000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4480,[Sorcery] Lucidity,1,0,-1,4630,0,10,10,4000,0,-1,-1,-1,1,99,0,1,17,0,10,70,0,0,3,13,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,80,255,523150,523151,523153,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,10448000,-1,-1,20000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4490,[Sorcery] Frozen Armament,1,0,-1,4600,0,20,10,4000,0,-1,-1,-1,2,99,0,1,15,0,10,70,0,0,3,11,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,64,255,523130,523131,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,13,0,0,1449000,-1,-1,30010000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4500,[Sorcery] Shattering Crystal,1,0,-1,4070,0,32,35,4000,0,-1,-1,-1,1,99,1,1,38,0,10,70,0,1,3,113,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523190,523191,523194,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,32,46,0,1,5,0,0,10450000,10450001,10450002,11000000,-1,-1,-1,-1,0,2,2,1,2,2,0,0,0,0,-1,-1,0,0
4510,[Sorcery] Crystal Release,1,0,-1,4101,0,38,26,4060,0,-1,-1,-1,1,99,1,1,41,0,10,70,0,1,3,58,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,-1,-1,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,5,0,0,10451000,10451010,10451020,12000000,-1,-1,-1,-1,0,2,2,2,0,0,0,0,0,0,-1,-1,0,0
4520,[Sorcery] Crystal Torrent,1,0,-1,4110,0,24,30,4104,0,-1,-1,-1,1,99,1,1,47,0,10,70,0,0,3,7,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,526240,526241,-1,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,6,0,0,1,5,0,0,10452000,10452001,-1,10000000,-1,-1,-1,-1,2,1,0,0,2,2,0,0,0,0,6,0,0,0
4600,[Sorcery] Ambush Shard,1,0,-1,4000,0,16,15,4000,0,-1,-1,-1,1,99,0,1,23,0,10,70,0,0,3,83,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,-1,-1,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,10460000,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4610,[Sorcery] Night Shard,1,0,-1,4010,0,7,9,4130,0,-1,-1,-1,1,99,0,1,18,0,10,70,0,0,3,79,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523240,523241,510300,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,12,0,0,10461000,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4620,[Sorcery] Night Comet,1,0,-1,4020,0,32,30,4006,0,-1,-1,-1,1,99,1,1,38,0,10,70,0,0,3,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523200,523201,523204,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,32,39,0,0,12,0,0,10462000,10462050,-1,10000000,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0
4630,[Sorcery] Thops's Barrier,1,0,-1,4040,0,7,10,4004,0,-1,-1,-1,1,99,0,1,18,0,10,70,0,0,3,110,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523210,523211,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,10463000,-1,-1,10000000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,7,0,0,0
4640,[Sorcery] Carian Retaliation,1,0,-1,4640,0,8,15,4000,0,-1,-1,-1,1,99,0,1,17,0,10,70,0,0,3,84,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523500,523501,-1,0,3,-1,-1,34,51,0,0,-1,-1,4641,4642,0,0,0,0,3,0,0,10464000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
4641,,1,0,-1,4641,0,8,15,4000,0,-1,-1,-1,1,99,0,1,17,0,10,70,0,0,3,84,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,16,255,523500,523501,-1,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,3,0,0,10464010,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
