Row ID,Row Name,Behavior Variation ID,Behavior Judge ID,State Behavior Type,Reference Type,Reference ID,SFX Variation ID,Stamina Cost,Durability Cost,Category,Humanity Cost
2120,,0,0,0,1,2150,0,0,0,1,0
2121,,0,0,0,1,2155,0,0,0,1,0
2130,,0,0,0,1,2180,0,0,0,1,0
2140,,0,0,0,1,2652,0,0,0,12,0
2141,,0,0,0,1,2653,0,0,0,12,0
2200,,0,0,0,1,365,0,0,0,1,0
2201,,0,0,0,1,11101600,0,0,0,1,0
2202,,0,0,0,1,11101700,0,0,0,1,0
2203,,0,0,0,1,11101790,0,0,0,1,0
2204,,0,0,0,1,11101791,0,0,0,1,0
2900,,0,0,0,1,900,0,0,0,1,0
2999,,0,0,0,1,900,0,0,0,1,0
3000,,0,0,0,1,10790000,0,0,0,1,0
3005,,0,0,0,1,10790050,0,0,0,1,0
3010,,0,0,0,1,10464002,0,0,0,1,0
3011,,0,0,0,1,10464012,0,0,0,1,0
3012,,0,0,0,1,10464022,0,0,0,1,0
3020,,0,0,0,1,10676001,0,0,0,1,0
4000,,0,0,0,1,65,0,0,0,0,0
4001,,0,0,0,1,66,0,0,0,0,0
4002,,0,0,0,1,67,0,0,0,0,0
4003,,0,0,0,1,68,0,0,0,0,0
4004,,0,0,0,1,69,0,0,0,0,0
4005,,0,0,0,1,70,0,0,0,0,0
4050,,0,0,0,1,2130090,0,0,0,0,0
4100,,0,0,0,1,83100000,0,0,0,0,0
5000,,0,0,0,0,1590,0,0,0,1,0
5010,,0,0,0,1,10306000,0,0,0,0,0
5011,,0,0,0,1,10306001,0,0,0,0,0
5012,,0,0,0,1,10306002,0,0,0,0,0
100000000,,0,0,1,0,90000,0,0,0,1,0
100000010,,0,10,1,0,90010,0,0,0,1,0
100000020,,0,20,1,0,90020,0,0,0,1,0
100000030,,0,30,1,0,90030,0,0,0,1,0
100000040,,0,40,1,0,90040,0,0,0,1,0
100000050,,0,50,1,0,90050,0,0,0,1,0
100000100,,0,100,1,0,90100,0,10,0,1,0
100000105,,0,105,1,0,90105,0,20,0,1,0
100000110,,0,110,1,0,90110,0,10,0,1,0
100000115,,0,115,1,0,90115,0,20,0,1,0
100000120,,0,120,1,0,90120,0,0,0,1,0
100000125,,0,125,1,0,90125,0,0,0,1,0
100000130,,0,130,1,0,90130,0,0,0,1,0
100000140,,0,140,1,0,90140,0,0,0,1,0
100000150,,0,150,1,0,90150,0,0,0,1,0
100000155,,0,155,1,0,90155,0,0,0,1,0
100000160,,0,160,1,0,90160,0,20,0,1,0
100000165,,0,165,1,0,90165,0,20,0,1,0
100000180,,0,180,1,0,90180,0,20,0,1,0
100000200,,0,200,1,0,90200,0,0,0,12,0
100000203,,0,203,1,0,90203,0,0,0,12,0
100000210,,0,210,1,0,90210,0,0,0,12,0
100000213,,0,213,1,0,90213,0,0,0,12,0
100000220,,0,220,1,0,90220,0,0,0,12,0
100000230,,0,230,1,0,90230,0,0,0,12,0
100000233,,0,233,1,0,90233,0,0,0,12,0
100000240,,0,240,1,0,90240,0,0,0,12,0
100000250,,0,250,1,0,90250,0,0,0,12,0
100000300,,0,300,1,0,90300,0,10,0,12,0
100000305,,0,305,1,0,90305,0,20,0,12,0
100000310,,0,310,1,0,90310,0,10,0,12,0
100000315,,0,315,1,0,90315,0,20,0,12,0
100000320,,0,320,1,0,90320,0,0,0,12,0
100000323,,0,323,1,0,90323,0,0,0,12,0
100000325,,0,325,1,0,90325,0,0,0,12,0
100000328,,0,328,1,0,90328,0,0,0,12,0
100000330,,0,330,1,0,90330,0,0,0,12,0
100000333,,0,333,1,0,90333,0,0,0,12,0
100000340,,0,340,1,0,90340,0,0,0,12,0
100000350,,0,350,1,0,90350,0,0,0,12,0
100000355,,0,355,1,0,90355,0,0,0,12,0
100000360,,0,360,1,0,90360,0,20,0,12,0
100000365,,0,365,1,0,90365,0,20,0,12,0
100000380,,0,380,1,0,90380,0,20,0,12,0
100000381,,0,381,1,0,90381,0,0,0,12,0
100000400,,0,400,1,0,90400,0,0,0,2,0
100000410,,0,410,1,0,90410,0,0,0,2,0
100000420,,0,420,1,0,90420,0,0,0,2,0
100000430,,0,430,1,0,90430,0,0,0,2,0
100000440,,0,440,1,0,90440,0,0,0,2,0
100000450,,0,450,1,0,90450,0,0,0,2,0
100000460,,0,460,1,0,90460,0,0,0,0,0
100000470,,0,470,1,0,90470,0,0,0,0,0
100000480,,0,480,1,0,90480,0,0,0,0,0
100000500,,0,500,1,0,90500,0,0,0,12,0
100000501,,0,501,1,0,90501,0,0,0,12,0
100000505,,0,505,1,0,90505,0,0,0,12,0
100000506,,0,506,1,0,90506,0,0,0,12,0
100000509,,0,509,1,0,90509,0,0,0,12,0
100000510,,0,510,1,0,90510,0,0,0,12,0
100000511,,0,511,1,0,90511,0,0,0,12,0
100000515,,0,515,1,0,90515,0,0,0,12,0
100000516,,0,516,1,0,90516,0,0,0,12,0
100000517,,0,517,1,0,90517,0,0,0,12,0
100000520,,0,520,1,0,90520,0,0,0,12,0
100000530,,0,530,1,0,90530,0,0,0,12,0
100000540,,0,540,1,0,90540,0,0,0,12,0
100000550,,0,550,1,0,90550,0,0,0,12,0
100000560,,0,560,1,0,90560,0,0,0,12,0
100000561,,0,561,1,0,90561,0,0,0,12,0
100000590,,0,590,1,0,90590,0,0,0,0,0
100000591,,0,591,1,0,90591,0,10,0,0,0
100000600,,0,600,1,0,90600,0,0,0,12,0
100000605,,0,605,1,0,90605,0,0,0,12,0
100000610,,0,610,1,0,90610,0,0,0,12,0
100000630,,0,630,1,0,90630,0,0,0,12,0
100000632,,0,632,1,0,90632,0,40,0,12,0
100000635,,0,635,1,0,90635,0,40,0,12,0
100000640,,0,640,1,0,90640,0,0,0,12,0
100000642,,0,642,1,0,90642,0,40,0,12,0
100000645,,0,645,1,0,90645,0,40,0,12,0
100000650,,0,650,1,0,90650,0,0,0,12,0
100000660,,0,660,1,0,90660,0,40,0,12,0
100000665,,0,665,1,0,90665,0,40,0,12,0
100000700,,0,700,1,0,90700,0,0,0,12,0
100000705,,0,705,1,0,90705,0,0,0,12,0
100000710,,0,710,1,0,90710,0,0,0,12,0
100000730,,0,730,1,0,90730,0,0,0,12,0
100000732,,0,732,1,0,90732,0,40,0,12,0
100000735,,0,735,1,0,90735,0,40,0,12,0
100000740,,0,740,1,0,90740,0,0,0,12,0
100000742,,0,742,1,0,90742,0,40,0,12,0
100000745,,0,745,1,0,90745,0,40,0,12,0
100000750,,0,750,1,0,90750,0,0,0,12,0
100000760,,0,760,1,0,90760,0,40,0,12,0
100000765,,0,765,1,0,90765,0,40,0,12,0
100100000,,100,0,1,0,100000,0,9,0,1,0
100100010,,100,10,1,0,100010,0,9,0,1,0
100100020,,100,20,1,0,100020,0,9,0,1,0
100100030,,100,30,1,0,100030,0,9,0,1,0
100100040,,100,40,1,0,100040,0,9,0,1,0
100100050,,100,50,1,0,100050,0,9,0,1,0
100100100,,100,100,1,0,100100,0,15,0,1,0
100100105,,100,105,1,0,100105,0,22,0,1,0
100100110,,100,110,1,0,100110,0,15,0,1,0
100100115,,100,115,1,0,100115,0,22,0,1,0
100100120,,100,120,1,0,100120,0,10,0,1,0
100100125,,100,125,1,0,100125,0,15,0,1,0
100100130,,100,130,1,0,100130,0,8,0,1,0
100100140,,100,140,1,0,100140,0,8,0,1,0
100100150,,100,150,1,0,100150,0,8,0,1,0
100100155,,100,155,1,0,100155,0,8,0,1,0
100100160,,100,160,1,0,100160,0,14,0,1,0
100100165,,100,165,1,0,100165,0,14,0,1,0
100100180,,100,180,1,0,100180,0,14,0,1,0
100100200,,100,200,1,0,100200,0,11,0,12,0
100100210,,100,210,1,0,100210,0,11,0,12,0
100100220,,100,220,1,0,100220,0,11,0,12,0
100100230,,100,230,1,0,100230,0,11,0,12,0
100100240,,100,240,1,0,100240,0,11,0,12,0
100100250,,100,250,1,0,100250,0,11,0,12,0
100100300,,100,300,1,0,100300,0,18,0,12,0
100100305,,100,305,1,0,100305,0,27,0,12,0
100100310,,100,310,1,0,100310,0,18,0,12,0
100100315,,100,315,1,0,100315,0,27,0,12,0
100100320,,100,320,1,0,100320,0,12,0,12,0
100100325,,100,325,1,0,100325,0,18,0,12,0
100100330,,100,330,1,0,100330,0,10,0,12,0
100100340,,100,340,1,0,100340,0,10,0,12,0
100100350,,100,350,1,0,100350,0,10,0,12,0
100100355,,100,355,1,0,100355,0,10,0,12,0
100100360,,100,360,1,0,100360,0,17,0,12,0
100100365,,100,365,1,0,100365,0,17,0,12,0
100100380,,100,380,1,0,100380,0,17,0,12,0
100100400,,100,400,1,0,100400,0,9,0,2,0
100100410,,100,410,1,0,100410,0,9,0,2,0
100100420,,100,420,1,0,100420,0,9,0,2,0
100100430,,100,430,1,0,100430,0,9,0,2,0
100100440,,100,440,1,0,100440,0,9,0,2,0
100100450,,100,450,1,0,100450,0,9,0,2,0
100100460,,100,460,1,0,100460,0,0,0,0,0
100100470,,100,470,1,0,100470,0,0,0,0,0
100100480,,100,480,1,0,100480,0,0,0,0,0
100100500,,100,500,1,0,100500,0,14,0,12,0
100100505,,100,505,1,0,100505,0,0,0,1,0
100100509,,100,509,1,0,100509,0,9,0,12,0
100100510,,100,510,1,0,100510,0,14,0,12,0
100100515,,100,515,1,0,100515,0,0,0,1,0
100100516,,100,516,1,0,100516,0,0,0,1,0
100100520,,100,520,1,0,100520,0,14,0,12,0
100100530,,100,530,1,0,100530,0,14,0,12,0
100100540,,100,540,1,0,100540,0,0,0,1,0
100100550,,100,550,1,0,100550,0,14,0,12,0
100100560,,100,560,1,0,100560,0,7,0,12,0
100100561,,100,561,1,0,100561,0,7,0,12,0
100100590,,100,590,1,0,100590,0,0,0,0,0
100100591,,100,591,1,0,100591,0,10,0,0,0
100100600,,100,600,1,0,100600,0,9,0,12,0
100100605,,100,605,1,0,100605,0,9,0,12,0
100100610,,100,610,1,0,100610,0,9,0,12,0
100100630,,100,630,1,0,100630,0,0,0,12,0
100100632,,100,632,1,0,100632,0,15,0,12,0
100100635,,100,635,1,0,100635,0,22,0,12,0
100100640,,100,640,1,0,100640,0,0,0,12,0
100100642,,100,642,1,0,100642,0,15,0,12,0
100100645,,100,645,1,0,100645,0,22,0,12,0
100100650,,100,650,1,0,100650,0,9,0,12,0
100100660,,100,660,1,0,100660,0,15,0,12,0
100100665,,100,665,1,0,100665,0,15,0,12,0
100100700,,100,700,1,0,100700,0,9,0,12,0
100100705,,100,705,1,0,100705,0,9,0,12,0
100100710,,100,710,1,0,100710,0,9,0,12,0
100100730,,100,730,1,0,100730,0,0,0,12,0
100100732,,100,732,1,0,100732,0,15,0,12,0
100100735,,100,735,1,0,100735,0,22,0,12,0
100100740,,100,740,1,0,100740,0,0,0,12,0
100100742,,100,742,1,0,100742,0,15,0,12,0
100100745,,100,745,1,0,100745,0,22,0,12,0
100100750,,100,750,1,0,100750,0,9,0,12,0
100100760,,100,760,1,0,100760,0,15,0,12,0
100100765,,100,765,1,0,100765,0,15,0,12,0
100100800,,100,800,1,0,100800,0,6,0,1,0
100100805,,100,805,1,0,100805,0,6,0,2,0
100100806,,100,806,1,0,100806,0,6,0,2,0
100100810,,100,810,1,0,100810,0,8,0,1,0
100100815,,100,815,1,0,100815,0,8,0,2,0
100100820,,100,820,1,0,100820,0,8,0,1,0
100100825,,100,825,1,0,100825,0,8,0,2,0
100100830,,100,830,1,0,100830,0,6,0,1,0
100100835,,100,835,1,0,100835,0,6,0,2,0
100100836,,100,836,1,0,100836,0,6,0,2,0
100100860,,100,860,1,0,100860,0,9,0,1,0
100100865,,100,865,1,0,100865,0,9,0,2,0
100100870,,100,870,1,0,100870,0,7,0,1,0
100100875,,100,875,1,0,100875,0,7,0,2,0
100100880,,100,880,1,0,100880,0,7,0,1,0
100100885,,100,885,1,0,100885,0,7,0,2,0
100100890,,100,890,1,0,100890,0,12,0,1,0
100100895,,100,895,1,0,100895,0,12,0,2,0
100101100,,101,100,1,0,115100,0,8,0,1,0
100101101,,101,101,1,0,115101,0,8,0,1,0
100101105,,101,105,1,0,115105,0,12,0,1,0
100101106,,101,106,1,0,115106,0,12,0,1,0
100101110,,101,110,1,0,115110,0,8,0,1,0
100101111,,101,111,1,0,115111,0,8,0,1,0
100101115,,101,115,1,0,115115,0,9,0,1,0
100101116,,101,116,1,0,115116,0,9,0,1,0
100101117,,101,117,1,0,115117,0,12,0,1,0
100101300,,101,300,1,0,115300,0,10,0,12,0
100101301,,101,301,1,0,115301,0,10,0,12,0
100101305,,101,305,1,0,115305,0,15,0,12,0
100101306,,101,306,1,0,115306,0,15,0,12,0
100101310,,101,310,1,0,115310,0,10,0,12,0
100101311,,101,311,1,0,115311,0,10,0,12,0
100101315,,101,315,1,0,115315,0,11,0,12,0
100101316,,101,316,1,0,115316,0,11,0,12,0
100101317,,101,317,1,0,115317,0,14,0,12,0
100103100,,103,100,1,0,103100,0,15,0,1,0
100103105,,103,105,1,0,103105,0,22,0,1,0
100103110,,103,110,1,0,103110,0,15,0,1,0
100103115,,103,115,1,0,103115,0,22,0,1,0
100103300,,103,300,1,0,103300,0,18,0,12,0
100103305,,103,305,1,0,103305,0,27,0,12,0
100103310,,103,310,1,0,103310,0,18,0,12,0
100103315,,103,315,1,0,103315,0,27,0,12,0
100107100,,107,100,1,0,103100,0,15,0,1,0
100107105,,107,105,1,0,103105,0,22,0,1,0
100107110,,107,110,1,0,103110,0,15,0,1,0
100107115,,107,115,1,0,103115,0,22,0,1,0
100107300,,107,300,1,0,103300,0,18,0,12,0
100107305,,107,305,1,0,103305,0,27,0,12,0
100107310,,107,310,1,0,103310,0,18,0,12,0
100107315,,107,315,1,0,103315,0,27,0,12,0
100109300,,109,300,1,0,109300,0,20,0,12,0
100109305,,109,305,1,0,109305,0,30,0,12,0
100109310,,109,310,1,0,109310,0,20,0,12,0
100109315,,109,315,1,0,109315,0,30,0,12,0
100110800,,110,800,1,0,110800,0,9,0,1,0
100110805,,110,805,1,0,110805,0,6,0,2,0
100110806,,110,806,1,0,110806,0,9,0,2,0
100110810,,110,810,1,0,110810,0,9,0,1,0
100110815,,110,815,1,0,110815,0,6,0,2,0
100110816,,110,816,1,0,110816,0,9,0,2,0
100110820,,110,820,1,0,110820,0,9,0,1,0
100110825,,110,825,1,0,110825,0,6,0,2,0
100110826,,110,826,1,0,110826,0,9,0,2,0
100110830,,110,830,1,0,110830,0,9,0,1,0
100110835,,110,835,1,0,110835,0,6,0,2,0
100110836,,110,836,1,0,110836,0,9,0,2,0
100110860,,110,860,1,0,110860,0,10,0,1,0
100110865,,110,865,1,0,110865,0,5,0,2,0
100110866,,110,866,1,0,110866,0,10,0,2,0
100110870,,110,870,1,0,110870,0,8,0,1,0
100110875,,110,875,1,0,110875,0,6,0,2,0
100110876,,110,876,1,0,110876,0,8,0,2,0
100110880,,110,880,1,0,110880,0,8,0,1,0
100110885,,110,885,1,0,110885,0,6,0,2,0
100110886,,110,886,1,0,110886,0,8,0,2,0
100110890,,110,890,1,0,110890,0,8,0,1,0
100110895,,110,895,1,0,110895,0,6,0,2,0
100110896,,110,896,1,0,110896,0,8,0,2,0
100115100,,115,100,1,0,115100,0,8,0,1,0
100115101,,115,101,1,0,115101,0,8,0,1,0
100115105,,115,105,1,0,115105,0,12,0,1,0
100115106,,115,106,1,0,115106,0,12,0,1,0
100115110,,115,110,1,0,115110,0,8,0,1,0
100115111,,115,111,1,0,115111,0,8,0,1,0
100115115,,115,115,1,0,115115,0,9,0,1,0
100115116,,115,116,1,0,115116,0,9,0,1,0
100115117,,115,117,1,0,115117,0,12,0,1,0
100115300,,115,300,1,0,115300,0,10,0,12,0
100115301,,115,301,1,0,115301,0,10,0,12,0
100115305,,115,305,1,0,115305,0,15,0,12,0
100115306,,115,306,1,0,115306,0,15,0,12,0
100115310,,115,310,1,0,115310,0,10,0,12,0
100115311,,115,311,1,0,115311,0,10,0,12,0
100115315,,115,315,1,0,115315,0,11,0,12,0
100115316,,115,316,1,0,115316,0,11,0,12,0
100115317,,115,317,1,0,115317,0,14,0,12,0
100116100,,116,100,1,0,115100,0,8,0,1,0
100116101,,116,101,1,0,115101,0,8,0,1,0
100116105,,116,105,1,0,115105,0,12,0,1,0
100116106,,116,106,1,0,115106,0,12,0,1,0
100116110,,116,110,1,0,115110,0,8,0,1,0
100116111,,116,111,1,0,115111,0,8,0,1,0
100116115,,116,115,1,0,115115,0,9,0,1,0
100116116,,116,116,1,0,115116,0,9,0,1,0
100116117,,116,117,1,0,115117,0,12,0,1,0
100116300,,116,300,1,0,115300,0,10,0,12,0
100116301,,116,301,1,0,115301,0,10,0,12,0
100116305,,116,305,1,0,115305,0,15,0,12,0
100116306,,116,306,1,0,115306,0,15,0,12,0
100116310,,116,310,1,0,115310,0,10,0,12,0
100116311,,116,311,1,0,115311,0,10,0,12,0
100116315,,116,315,1,0,115315,0,11,0,12,0
100116316,,116,316,1,0,115316,0,11,0,12,0
100116317,,116,317,1,0,115317,0,14,0,12,0
100200000,,200,0,1,0,200000,0,12,0,1,0
100200010,,200,10,1,0,200010,0,12,0,1,0
100200020,,200,20,1,0,200020,0,12,0,1,0
100200030,,200,30,1,0,200030,0,12,0,1,0
100200040,,200,40,1,0,200040,0,12,0,1,0
100200100,,200,100,1,0,200100,0,20,0,1,0
100200105,,200,105,1,0,200105,0,30,0,1,0
100200110,,200,110,1,0,200110,0,20,0,1,0
100200115,,200,115,1,0,200115,0,30,0,1,0
100200120,,200,120,1,0,200120,0,15,0,1,0
100200125,,200,125,1,0,200125,0,20,0,1,0
100200130,,200,130,1,0,200130,0,10,0,1,0
100200140,,200,140,1,0,200140,0,10,0,1,0
100200150,,200,150,1,0,200150,0,10,0,1,0
100200155,,200,155,1,0,200155,0,10,0,1,0
100200160,,200,160,1,0,200160,0,20,0,1,0
100200165,,200,165,1,0,200165,0,20,0,1,0
100200180,,200,180,1,0,200180,0,20,0,1,0
100200200,,200,200,1,0,200200,0,15,0,12,0
100200210,,200,210,1,0,200210,0,15,0,12,0
100200220,,200,220,1,0,200220,0,15,0,12,0
100200230,,200,230,1,0,200230,0,15,0,12,0
100200240,,200,240,1,0,200240,0,15,0,12,0
100200300,,200,300,1,0,200300,0,24,0,12,0
100200305,,200,305,1,0,200305,0,36,0,12,0
100200310,,200,310,1,0,200310,0,24,0,12,0
100200315,,200,315,1,0,200315,0,36,0,12,0
100200320,,200,320,1,0,200320,0,18,0,12,0
100200325,,200,325,1,0,200325,0,24,0,12,0
100200330,,200,330,1,0,200330,0,13,0,12,0
100200340,,200,340,1,0,200340,0,13,0,12,0
100200350,,200,350,1,0,200350,0,12,0,12,0
100200355,,200,355,1,0,200355,0,12,0,12,0
100200360,,200,360,1,0,200360,0,24,0,12,0
100200365,,200,365,1,0,200365,0,24,0,12,0
100200380,,200,380,1,0,200380,0,24,0,12,0
100200400,,200,400,1,0,200400,0,12,0,2,0
100200410,,200,410,1,0,200410,0,12,0,2,0
100200420,,200,420,1,0,200420,0,12,0,2,0
100200430,,200,430,1,0,200430,0,12,0,2,0
100200440,,200,440,1,0,200440,0,12,0,2,0
100200460,,200,460,1,0,200460,0,0,0,0,0
100200470,,200,470,1,0,200470,0,0,0,0,0
100200480,,200,480,1,0,200480,0,0,0,0,0
100200500,,200,500,1,0,200500,0,17,0,12,0
100200505,,200,505,1,0,200505,0,0,0,12,0
100200509,,200,509,1,0,200509,0,12,0,12,0
100200510,,200,510,1,0,200510,0,17,0,12,0
100200515,,200,515,1,0,200515,0,0,0,12,0
100200516,,200,516,1,0,200516,0,0,0,12,0
100200520,,200,520,1,0,200520,0,17,0,12,0
100200530,,200,530,1,0,200530,0,17,0,12,0
100200540,,200,540,1,0,200540,0,0,0,12,0
100200550,,200,550,1,0,200550,0,17,0,12,0
100200560,,200,560,1,0,200560,0,8,0,12,0
100200561,,200,561,1,0,200561,0,9,0,12,0
100200590,,200,590,1,0,200590,0,0,0,12,0
100200591,,200,591,1,0,200591,0,10,0,0,0
100200600,,200,600,1,0,200600,0,12,0,12,0
100200605,,200,605,1,0,200605,0,12,0,12,0
100200610,,200,610,1,0,200610,0,12,0,12,0
100200630,,200,630,1,0,200630,0,0,0,12,0
100200632,,200,632,1,0,200632,0,20,0,12,0
100200635,,200,635,1,0,200635,0,30,0,12,0
100200640,,200,640,1,0,200640,0,0,0,12,0
100200642,,200,642,1,0,200642,0,20,0,12,0
100200645,,200,645,1,0,200645,0,30,0,12,0
100200650,,200,650,1,0,200650,0,12,0,12,0
100200660,,200,660,1,0,200660,0,20,0,12,0
100200665,,200,665,1,0,200665,0,20,0,12,0
100200700,,200,700,1,0,200700,0,12,0,12,0
100200705,,200,705,1,0,200705,0,12,0,12,0
100200710,,200,710,1,0,200710,0,12,0,12,0
100200730,,200,730,1,0,200730,0,0,0,12,0
100200732,,200,732,1,0,200732,0,20,0,12,0
100200735,,200,735,1,0,200735,0,30,0,12,0
100200740,,200,740,1,0,200740,0,0,0,12,0
100200742,,200,742,1,0,200742,0,20,0,12,0
100200745,,200,745,1,0,200745,0,30,0,12,0
100200750,,200,750,1,0,200750,0,12,0,12,0
100200760,,200,760,1,0,200760,0,20,0,12,0
100200765,,200,765,1,0,200765,0,20,0,12,0
100200800,,200,800,1,0,200800,0,12,0,1,0
100200805,,200,805,1,0,200805,0,12,0,2,0
100200810,,200,810,1,0,200810,0,12,0,1,0
100200815,,200,815,1,0,200815,0,12,0,2,0
100200820,,200,820,1,0,200820,0,12,0,1,0
100200825,,200,825,1,0,200825,0,12,0,2,0
100200830,,200,830,1,0,200830,0,12,0,1,0
100200835,,200,835,1,0,200835,0,12,0,2,0
100200860,,200,860,1,0,200860,0,15,0,1,0
100200865,,200,865,1,0,200865,0,15,0,2,0
100200870,,200,870,1,0,200870,0,10,0,1,0
100200875,,200,875,1,0,200875,0,10,0,2,0
100200880,,200,880,1,0,200880,0,10,0,1,0
100200885,,200,885,1,0,200885,0,10,0,2,0
100200890,,200,890,1,0,200890,0,10,0,1,0
100200895,,200,895,1,0,200895,0,10,0,2,0
100201100,,201,100,1,0,201100,0,20,0,1,0
100201105,,201,105,1,0,201105,0,30,0,1,0
100201110,,201,110,1,0,201110,0,20,0,1,0
100201115,,201,115,1,0,201115,0,30,0,1,0
100201130,,201,130,1,0,201130,0,10,0,1,0
100201330,,201,330,1,0,201330,0,13,0,12,0
100202100,,202,100,1,0,202100,0,20,0,1,0
100202105,,202,105,1,0,202105,0,30,0,1,0
100202110,,202,110,1,0,202110,0,20,0,1,0
100202115,,202,115,1,0,202115,0,30,0,1,0
100202300,,202,300,1,0,202300,0,24,0,12,0
100202305,,202,305,1,0,202305,0,36,0,12,0
100202310,,202,310,1,0,202310,0,24,0,12,0
100202315,,202,315,1,0,202315,0,36,0,12,0
100203001,,203,1,1,1,2520,0,0,0,1,0
100203002,,203,2,1,1,2521,0,0,0,1,0
100203100,,203,100,1,0,203100,0,10,0,1,0
100203105,,203,105,1,0,203105,0,20,0,1,0
100203110,,203,110,1,0,203110,0,10,0,1,0
100203115,,203,115,1,0,203115,0,20,0,1,0
100203300,,203,300,1,0,203300,0,10,0,12,0
100203305,,203,305,1,0,203305,0,20,0,12,0
100203310,,203,310,1,0,203310,0,10,0,12,0
100203315,,203,315,1,0,203315,0,20,0,12,0
100208100,,208,100,1,0,211100,0,10,0,1,0
100208101,,208,101,1,0,211101,0,10,0,1,0
100208105,,208,105,1,0,211105,0,15,0,1,0
100208106,,208,106,1,0,211106,0,15,0,1,0
100208110,,208,110,1,0,211110,0,20,0,1,0
100208115,,208,115,1,0,211115,0,15,0,1,0
100208116,,208,116,1,0,211116,0,15,0,1,0
100208300,,208,300,1,0,211300,0,12,0,12,0
100208301,,208,301,1,0,211301,0,12,0,12,0
100208305,,208,305,1,0,211305,0,13,0,12,0
100208306,,208,306,1,0,211306,0,13,0,12,0
100208310,,208,310,1,0,211310,0,24,0,12,0
100208315,,208,315,1,0,211315,0,13,0,12,0
100208316,,208,316,1,0,211316,0,13,0,12,0
100209100,,209,100,1,0,209100,0,20,0,1,0
100209105,,209,105,1,0,209105,0,30,0,1,0
100209110,,209,110,1,0,209110,0,20,0,1,0
100209115,,209,115,1,0,209115,0,30,0,1,0
100209300,,209,300,1,0,209300,0,24,0,12,0
100209305,,209,305,1,0,209305,0,36,0,12,0
