Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15
435143611,,4351,4361,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435143612,,4351,4361,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435143613,,4351,4361,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
435243621,,4352,4362,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435243622,,4352,4362,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435243623,,4352,4362,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
435343631,,4353,4363,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435343632,,4353,4363,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435343633,,4353,4363,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
435443641,,4354,4364,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435443642,,4354,4364,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435443643,,4354,4364,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
435543651,,4355,4365,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435543652,,4355,4365,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435543653,,4355,4365,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
435643661,,4356,4366,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435643662,,4356,4366,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435643663,,4356,4366,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
435843681,,4358,4368,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435843682,,4358,4368,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435843683,,4358,4368,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
437081001,,4370,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437081011,,4370,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437081101,,4370,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437181001,,4371,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437181011,,4371,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437181101,,4371,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437281001,,4372,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437281011,,4372,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437281101,,4372,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437381001,,4373,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437381011,,4373,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437381101,,4373,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437481001,,4374,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437481011,,4374,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437481101,,4374,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437581001,,4375,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437581011,,4375,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437581101,,4375,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437681001,,4376,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437681011,,4376,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437681101,,4376,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437781001,,4377,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
437781011,,4377,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
437781101,,4377,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
473047400,,4730,4740,-1,2,2,512,-1,60,3,0.5,0.65,-30,30,0,0,0
473047401,,4730,4740,-1,2,2,512,-1,60,3,0.5,0.65,150,-150,0,0,0
473047402,,4730,4740,-1,2,2,512,-1,60,3,0.5,0.65,-150,-30,0,0,0
473047403,,4730,4740,-1,2,2,512,-1,60,3,0.5,0.65,30,150,0,0,0
495149500,,4951,4950,-1,2,2,512,-1,60,3,0.5,0.65,-30,30,0,0,0
495149501,,4951,4950,-1,2,2,512,-1,60,3,0.5,0.65,150,-150,0,0,0
495149502,,4951,4950,-1,2,2,512,-1,60,3,0.5,0.65,-150,-30,0,0,0
495149503,,4951,4950,-1,2,2,512,-1,60,3,0.5,0.65,30,150,0,0,0
