Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23,Unk24,Unk25,Unk26,Unk27,Unk28,Unk29,Unk30,Unk31,Unk32,Unk33,Unk34,Unk35,Unk36,Unk37,Unk38,Unk39,Unk40,Unk41,Unk42,Unk43,Unk44,Unk45,Unk46,Unk47,Unk48,Unk49,Unk50,Unk51,Unk52,Unk53,Unk54,Unk55,Unk56,Unk57,Unk58,Unk59,Unk60,Unk61,Unk62,Unk63,Unk64,Unk65,Unk66,Unk67,Unk68
140,,9.477423E-38,2,1,4522049,3145799,3670073,3145823,3735603,0,0,0,4522049,3276884,3145780,3670111,3145776,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145780,3670111,3145776,6357087,0,0,0,0,0,0,0,0,0,0,1594174810,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,,6.065558E-36,5,1,4522049,3145799,3670073,3145823,3145784,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,,9.184951E-41,0,1,4522049,3145799,3670073,3145823,3735607,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,,9.477423E-38,2,1,4522049,3145799,3670073,3211359,3145784,0,0,0,4522049,3276884,3145780,3211359,3670065,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145780,3211359,3670065,6357087,0,0,0,0,0,0,0,0,0,0,1594174810,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,,9.477423E-38,2,1,4522049,3145799,3670073,3211359,3211320,0,0,0,4522049,3276884,3145780,3211359,3670065,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145780,3211359,3670065,6357087,0,0,0,0,0,0,0,0,0,0,1594174810,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,,9.477423E-38,2,1,4522049,3145799,3670073,3145823,3407928,0,0,0,4522049,3276884,3145780,3211359,3670065,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145780,3211359,3670065,6357087,0,0,0,0,0,0,0,0,0,0,1594174810,-10199191,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3145823,3407928,0,0,0,4522049,3145799,3670073,3145823,3407928,0,0,0
206,,6.065558E-36,0,0.15,4522049,3145799,3211312,3342431,3407923,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677724250,-10210716,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3407923,0,0,0,4522049,3145799,3211312,3473503,3407923,0,0,0
208,,6.065558E-36,0,0.7,4522049,3145799,3211312,3342431,3538995,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677724250,-10210716,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407925,0,0,0,4522049,3145799,3211312,3473503,3538995,0,0,0
209,,6.065558E-36,0,0.15,4522049,3145799,3211312,3342431,3604531,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677724250,-10210716,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3604531,0,0,0,4522049,3145799,3211312,3473503,3604531,0,0,0
210,,6.065558E-36,0,0.05,4522049,3145799,3211312,3342431,3670067,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677721600,-10197916,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3670067,0,0,0,4522049,3145799,3211312,3473503,3670067,0,0,0
211,,6.065626E-36,0,0.15,4522049,3145799,3211312,3342431,3735603,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677724250,-10200476,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3735603,0,0,0,4522049,3145799,3211312,3473503,3735603,0,0,0
213,,6.065558E-36,0,0.1,4522049,3145799,3211312,3342431,3211316,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677724250,-10208156,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3211316,0,0,0,4522049,3145799,3211312,3473503,3211316,0,0,0
227,,6.065558E-36,0,2,4522049,3145799,3145780,3145823,3407920,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-11521426,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3473458,0,0,0,4522049,3145799,3145780,3145823,3473456,0,0,0
263,,6.065561E-36,0,0.7,4522049,3145799,3670073,3211359,3342390,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3342390,0,0,0,4522049,3145799,3670073,3211359,3342390,0,0,0
280,,9.477423E-38,0,1,4522049,3145799,3670073,3211359,3276856,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090530660,-11509916,-1,65791,0,671109120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,,9.477423E-38,2,1,4522049,3145799,3670073,3211359,3342392,0,0,0,4522049,3276884,3145780,3211359,3407922,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145780,3211359,3407922,6357087,0,0,0,0,0,0,0,0,0,0,1594174810,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,,9.477423E-38,2,1,4522049,3145799,3670073,3211359,3407928,0,0,0,4522049,3276884,3145780,3211359,3407922,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145780,3211359,3407922,6357087,0,0,0,0,0,0,0,0,0,0,1594174810,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,,6.065628E-36,0,2,4522049,3145799,3211312,3145823,3670070,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-10206866,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3604535,0,0,0,4522049,3145799,3211312,3342431,3670071,0,0,0
288,,9.477423E-38,0,2.5,4522049,3145799,3670073,3211359,3735608,0,0,0,4522049,3276884,3145781,3407967,3211318,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145781,3407967,3211318,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,,6.065561E-36,5,1,4522049,3145799,3670073,3211359,3670073,0,0,0,4522049,3276884,3145783,3407967,3211321,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3276884,3145783,3407967,3211321,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,4522049,3145799,3670073,3211359,3670073,0,0,0
296,,6.065561E-36,5,1,4522049,3145799,3670073,3211359,3735609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090526820,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,4522049,3145799,3670073,3211359,3735609,0,0,0
300,,6.06563E-36,5,2,4522049,3276871,3145777,3473503,3604533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677729370,-1266535806,-76,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,4522049,3276871,3145777,3473503,3670069,0,0,0
311,,9.18383E-41,0,1.4,4522049,3145799,3670073,3276895,3538995,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090534500,-11509916,-1,65791,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,,6.065628E-36,0,2,4522049,3145799,3670073,3342431,3276848,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-10206866,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3604535,0,0,0,4522049,3145799,3211312,3342431,3670071,0,0,0
337,,9.477439E-38,0,1,4522049,3145799,3670073,3211359,3538997,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,503324260,-8234336,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,,6.065561E-36,0,1,4522049,3145799,3670073,3211359,3342390,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3342390,0,0,0,4522049,3145799,3670073,3211359,3342390,0,0,0
339,,6.065561E-36,0,1,4522049,3145799,3670073,3211359,3473462,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3473462,0,0,0,4522049,3145799,3670073,3211359,3473462,0,0,0
340,,6.065561E-36,0,1,4522049,3145799,3670073,3211359,3538998,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3538998,0,0,0,4522049,3145799,3670073,3211359,3538998,0,0,0
342,,6.065629E-36,5,2.5,4522049,3145799,3735600,3145823,3145779,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677729370,-8244606,-19276,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0
343,,6.06563E-36,5,1.5,4522049,3145799,3735600,3145823,3276851,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-597093266,-14086,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0
349,,6.065561E-36,0,1,4522049,3145799,3670073,3276895,3145783,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3276895,3145783,0,0,0,4522049,3145799,3670073,3276895,3145783,0,0,0
358,,6.065561E-36,0,1,4522049,3145799,3211312,3342431,3473457,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3473457,0,0,0,4522049,3145799,3211312,3342431,3538993,0,0,0
361,,2.36936E-38,0,0.7,4522049,3145799,3211312,3342431,3473459,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677724250,-10210716,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3473459,0,0,0,4522049,3145799,3211312,3342431,3473459,0,0,0
362,,6.065561E-36,0,0.7,4522049,3145799,3211312,3342431,3538995,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677724250,-10210716,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407925,0,0,0,4522049,3145799,3211312,3473503,3538995,0,0,0
363,,9.477439E-38,0,2,4522049,3145799,3670073,3145823,3145778,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1509957220,-9545116,-1,393471,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,,9.477439E-38,0,1,4522049,3145799,3670073,3145823,3538994,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,,2.36936E-38,0,0.7,4522049,3145799,3670073,3145823,3670066,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,,2.36936E-38,0,4,4522049,3145799,3670073,3145823,3276850,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,,6.065561E-36,0,1,4522049,3145799,3670073,3211359,3342390,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3342390,0,0,0,4522049,3145799,3670073,3211359,3342390,0,0,0
407,,6.06563E-36,5,2.5,4522049,3145799,3211312,3145823,3211318,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1509957210,-1267189906,-76,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3145823,3211318,0,0,0,4522049,3145799,3211312,3145823,3276854,0,0,0
408,,6.06563E-36,5,2,4522049,3145799,3211312,3145823,3342390,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-1268181906,-39756,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3145823,3473462,0,0,0,4522049,3145799,3211312,3145823,3407926,0,0,0
442,,6.065629E-36,5,2.5,4522049,3145799,3735600,3145823,3145779,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677729370,-8244606,-19276,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0
443,,6.06563E-36,5,1.5,4522049,3145799,3735600,3145823,3276851,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-597093266,-14086,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0,4522049,3145799,3735600,3145823,3211315,0,0,0
