Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23,Unk24,Unk25,Unk26,Unk27,Unk28,Unk29,Unk30,Unk31,Unk32,Unk33,Unk34,Unk35,Unk36,Unk37,Unk38,Unk39,Unk40,Unk41,Unk42,Unk43,Unk44,Unk45,Unk46,Unk47,Unk48,Unk49,Unk50,Unk51,Unk52,Unk53,Unk54,Unk55,Unk56,Unk57,Unk58,Unk59,Unk60,Unk61,Unk62,Unk63,Unk64,Unk65,Unk66,Unk67,Unk68,Unk69,Unk70,Unk71,Unk72,Unk73,Unk74,Unk75,Unk76,Unk77,Unk78,Unk79
16,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
17,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
18,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
19,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
20,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
21,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
22,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
23,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
24,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
25,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
26,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
27,,-1,-1,52,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
28,,-1,-1,151,258,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
50,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
51,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
52,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
53,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
54,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
55,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
56,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
57,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
58,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
59,,-1,-1,151,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
60,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
61,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
62,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
63,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
64,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
65,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
66,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
67,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
68,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
69,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
70,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
71,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
72,,-1,-1,51,256,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
73,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
74,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
75,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
76,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
77,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
78,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
79,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
80,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
81,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
82,,-1,-1,51,257,65535,30,-1,-1,-1,-1,-1,0,0,3010,2,1966080,30,0,-1,0,0.5,0.5,-65536,0.1,0,0.5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,2,0,-1,-99,99,-1,-1,0,-1,-1,3211264,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
