Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15
30010100,,1,30010100,30015100,30012100,0,0,-1,-64537,30012805,0,0,0,0,0,0,0
30020100,,0,30020100,30025100,30022100,0,0,-1,-64537,30022805,0,0,0,0,0,0,0
30030100,,1,30030100,30035100,30032100,0,0,-1,-64537,30032805,0,0,0,0,0,0,0
30040100,,0,30040100,30045100,30042100,0,0,-1,-64537,30042805,0,0,0,0,0,0,0
30050100,,1,30050100,30055100,30052100,0,0,-1,-64537,30052805,0,0,0,0,0,0,0
30060100,,1,30060100,30065100,30062100,0,0,-1,-64537,30062805,0,0,0,0,0,0,0
30070100,,1,30070100,30075100,30072100,0,0,-1,-64537,30072805,0,0,0,0,0,0,0
30080100,,1,30080100,30085100,30082100,0,0,-1,-64537,30082805,0,0,0,0,0,0,0
30090100,,1,30090100,30095100,30092100,0,0,-1,-64537,30092805,0,0,0,0,0,0,0
30100100,,1,30100100,30105100,30102100,0,0,-1,-64537,30102805,0,0,0,0,0,0,0
30110100,,1,30110100,30115100,30112100,0,0,-1,-64537,30112805,0,0,0,0,0,0,0
30120100,,1,30120100,30125100,30122100,0,0,-1,-64537,30122805,0,0,0,0,0,0,0
30130100,,1,30130100,30135100,30132100,0,0,-1,-64537,30132805,0,0,0,0,0,0,0
30140100,,1,30140100,30145100,30142100,0,0,-1,-64537,30142805,0,0,0,0,0,0,0
30150100,,1,30150100,30155100,30152100,0,0,-1,-64537,30152805,0,0,0,0,0,0,0
30160100,,1,30160100,30165100,30162100,0,0,-1,-64537,30162805,0,0,0,0,0,0,0
30170100,,1,30170100,30175100,30172100,0,0,-1,-64537,30172805,0,0,0,0,0,0,0
30180100,,1,30180100,30185100,30182100,0,0,-1,-64537,30182805,0,0,0,0,0,0,0
30190100,,1,30190100,30195100,30192100,0,0,-1,-64537,30192805,0,0,0,0,0,0,0
30200100,,1,30200100,30205100,30202100,0,0,-1,-64537,30202100,0,0,0,0,0,0,0
31000100,,1,31000100,31005100,31002100,0,0,-1,-64537,31002805,0,0,0,0,0,0,0
31010100,,1,31010100,31015100,31012100,0,0,-1,-64537,31012805,0,0,0,0,0,0,0
31020100,,1,31020100,31025100,31022100,0,0,-1,-64537,31022805,0,0,0,0,0,0,0
31030100,,0,31030100,31035100,31032100,0,0,-1,-64537,31032805,0,0,0,0,0,0,0
31040100,,1,31040100,31045100,31042100,0,0,-1,-64537,31042805,0,0,0,0,0,0,0
31050100,,1,31050100,31055100,31052100,0,0,-1,-64537,31052805,0,0,0,0,0,0,0
31060100,,1,31060100,31065100,31062100,0,0,-1,-64537,31062805,0,0,0,0,0,0,0
31070100,,1,31070100,31075100,31075200,0,0,-1,-64537,31072805,0,0,0,0,0,0,0
31090100,,1,31090100,31095100,31095200,0,0,-1,-64537,31092805,0,0,0,0,0,0,0
31100100,,1,31100100,31105100,31105200,0,0,-1,-64537,31102805,0,0,0,0,0,0,0
31110100,,1,31110100,31115100,31115200,0,0,-1,-64537,31112805,0,0,0,0,0,0,0
31120100,,1,31120100,31125100,31125200,0,0,-1,-64537,31122805,0,0,0,0,0,0,0
31150100,,0,31150100,31155100,31152100,0,0,-1,-64537,31152805,0,0,0,0,0,0,0
31170100,,1,31170100,31175100,31172100,0,0,-1,-64537,31172805,0,0,0,0,0,0,0
31180100,,1,31180100,31185100,31185200,0,0,-1,-64537,31182805,0,0,0,0,0,0,0
31190100,,1,31190100,31195100,31195200,0,0,-1,-64537,31192805,0,0,0,0,0,0,0
31200100,,1,31200100,31205100,31205200,0,0,-1,-64537,31202805,0,0,0,0,0,0,0
31210100,,1,31210100,31215100,31215200,0,0,-1,-64537,31212805,0,0,0,0,0,0,0
31220100,,1,31220100,31225100,31225200,0,0,-1,-64537,31222805,0,0,0,0,0,0,0
32000100,,1,32000100,32005100,32002100,0,0,-1,-64537,32002805,0,0,0,0,0,0,0
32010100,,0,32010100,32015100,32012100,0,0,-1,-64537,32012805,0,0,0,0,0,0,0
32020100,,1,32020100,32025100,32022100,0,0,-1,-64537,32022805,0,0,0,0,0,0,0
32040100,,1,32040100,32045100,32042100,0,0,-1,-64537,32042805,0,0,0,0,0,0,0
32050100,,1,32050100,32055100,32052100,0,0,-1,-64537,32052805,0,0,0,0,0,0,0
32070100,,1,32070100,32075100,32072100,0,0,-1,-64537,32072805,0,0,0,0,0,0,0
32080100,,1,32080100,32085100,32082100,0,0,-1,-64537,32082805,0,0,0,0,0,0,0
32110100,,1,32110100,32115100,32112100,0,0,-1,-64537,32112805,0,0,0,0,0,0,0
34120100,,1,34120100,34125100,34122100,0,0,-1,-64537,34122855,0,0,0,0,0,0,0
34120102,,1,34120102,34125102,34122102,0,0,-1,-64537,34122350,0,0,0,0,0,0,0
34130100,,1,34130100,34135100,34132100,0,0,-1,-64537,34132100,0,0,0,0,0,0,0
34140100,,1,34140100,34145100,34142100,0,0,-1,-64537,34142100,0,0,0,0,0,0,0
35000100,,1,35000100,35005100,35002100,0,0,-1,-64537,35002100,0,0,0,0,0,0,0
35000102,,1,35000102,35005102,35002102,0,0,-1,-64537,35002102,0,0,0,0,0,0,0
39200100,,1,39200100,39205100,39202100,0,0,-1,-64537,39202110,0,0,0,0,0,0,0
39200102,,1,39200102,39205102,39202102,0,0,-1,-64537,39202112,0,0,0,0,0,0,0
39200104,,1,39200104,39205104,39202104,0,0,-1,-64537,39202114,0,0,0,0,0,0,0
99020100,,1,99020100,0,99020110,0,0,-1,-64537,99022101,99022102,0,0,0,0,0,0
99020101,,1,99020115,99025100,99020115,0,0,-1,-65436,0,0,0,0,0,0,0,0
99020102,,1,99020120,99020000,0,0,0,-1,-64537,99022121,99022122,0,0,0,0,0,0
1033430100,,1,1033430100,1033435100,1033432100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1033470100,,1,1033470100,1033475100,1033472100,0,0,-1,-64537,1034442105,0,0,0,0,0,0,0
1034420100,,1,1034420100,0,1034422100,0,0,-1,-64537,1034422100,0,0,0,0,0,0,0
1034420102,,1,1034420102,1034425102,1034422102,0,0,-1,-64537,1034422102,0,0,0,0,0,0,0
1034440100,,1,1034440100,1034445100,1034442100,0,0,-1,-64537,1034442105,0,0,0,0,0,0,0
1034450100,,1,1034450100,1034455100,1034452100,0,0,-1,-65436,0,0,0,0,0,0,0,0
1034480100,,1,1034480100,1034485100,1034482100,0,0,-1,-64537,1034482100,1034482101,0,0,0,0,0,0
1034480102,,1,1034480102,1034480800,1034482102,0,0,-1,-64537,1034482102,0,0,0,0,0,0,0
1034500100,,1,1034500100,1034505100,1034502100,0,0,-1,-64537,1034502100,0,0,0,0,0,0,0
1035410100,,1,1035410100,1035415100,1035412100,0,0,-1,-64537,1035412100,0,0,0,0,0,0,0
1035420100,,1,1035420100,1035425100,1035422100,0,0,-1,-64537,1035422100,0,0,0,0,0,0,0
1035500100,,1,1035500100,0,1035502100,0,0,-1,-64537,1035502100,0,0,0,0,0,0,0
1035500102,,1,1035500102,0,1035502102,0,0,-1,-64537,1035502102,0,0,0,0,0,0,0
1035500104,,1,1035500104,0,1035502104,0,0,-1,-64537,1035502104,0,0,0,0,0,0,0
1035500106,,1,1035500106,1035505106,1035502106,0,0,-1,-64537,1035502106,0,0,0,0,0,0,0
1035530100,,1,1035530100,1035535100,1035532100,0,0,-1,-65466,0,0,0,0,0,0,0,0
1036410100,,1,1036410100,1036415100,1036412100,0,0,-1,-64537,1036412105,0,0,0,0,0,0,0
1036440100,,1,1036440100,1036445100,1036442100,0,0,-1,-64537,1036442105,0,0,0,0,0,0,0
1036480100,,1,1036480100,1036485100,1036482100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1036500100,,1,1036500100,1036505100,1036502100,0,0,-1,-64537,1036502100,0,0,0,0,0,0,0
1036510100,,1,1036510100,1036515100,1036512100,0,0,-1,-64537,1036512600,0,0,0,0,0,0,0
1036540100,,1,1036540100,1036545100,1036542100,0,0,-1,-64537,1036542105,0,0,0,0,0,0,0
1037420100,,1,1037420100,1037425100,1037422100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1037440100,,1,1037440100,1037445100,1037442100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1037490100,,1,1037490100,1037495100,1037492100,0,0,-1,-65436,0,0,0,0,0,0,0,0
1037510100,,1,1037510100,1037515100,1037512100,0,0,-1,-64537,1037512600,0,0,0,0,0,0,0
1037530100,,1,1037530100,1037535100,1037532100,0,0,-1,-65466,0,0,0,0,0,0,0,0
1037540100,,1,1037540100,1037545810,1037542100,0,0,-1,-64537,1037542100,0,0,0,0,0,0,0
1038400100,,1,1038400100,1038405100,1038402100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1038420100,,1,1038420100,1038425100,1038422100,0,0,-1,-64537,1038422105,0,0,0,0,0,0,0
1038450100,,1,1038450100,1038455100,1038452100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1038480100,,1,1038480100,1038485100,1038482100,0,0,-1,-64537,1038482100,0,0,0,0,0,0,0
1038510100,,1,1038510100,1038515100,1038512100,0,0,-1,-64537,1038512601,0,0,0,0,0,0,0
1038520100,,1,1038520100,1038525350,1038522100,0,0,-1,-64537,1038522100,0,0,0,0,0,0,0
1039410100,,1,1039410100,1039415100,1039412100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1039420100,,1,1039420100,1039425100,1039422100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1039440100,,1,1039440100,1039445100,1039442100,0,0,-1,-64537,1039442105,0,0,0,0,0,0,0
1039500100,,1,1039500100,1039505100,1039502100,0,0,-1,-64537,1039502600,0,0,0,0,0,0,0
1039540100,,1,1039540100,1039545100,1039542100,0,0,-1,-64537,1039542600,0,0,0,0,0,0,0
1040520100,,1,1040520100,1040525100,1040522100,0,0,-1,-64537,1040522600,0,0,0,0,0,0,0
1040530102,,1,1040530102,1040535102,1040532102,0,0,-1,-64537,1040532602,0,0,0,0,0,0,0
1041330100,,1,1041330100,0,1041332100,0,0,-1,-64537,1041332600,0,0,0,0,0,0,0
1041360100,,0,1041360100,0,1041362100,0,0,-1,4915270,0,0,0,0,0,0,0,0
1041380100,,0,1041380100,0,1041382100,0,0,-1,4915270,0,0,0,0,0,0,0,0
1041500100,,1,1041500100,1041505100,1041502100,0,0,-1,-64537,1041502600,0,0,0,0,0,0,0
1041510100,,1,1041510100,1041515100,1041512100,0,0,-1,-64537,1041512600,0,0,0,0,0,0,0
1041510102,,1,1041510102,1041515102,1041512102,0,0,-1,-64537,1041512602,0,0,0,0,0,0,0
1041510104,,1,1041510104,1041515104,1041512104,0,0,-1,-64537,1041512604,0,0,0,0,0,0,0
1041520100,,1,1041520100,1041525100,1041522100,0,0,-1,-64537,1041522600,0,0,0,0,0,0,0
1041530100,,1,1041530100,1041535100,1041532100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1041530102,,1,1041530102,1041535102,1041532102,0,0,-1,-64537,1041532602,0,0,0,0,0,0,0
1042320102,,1,1042320102,0,1042322102,0,0,-1,-64537,1042322600,0,0,0,0,0,0,0
1042340100,,1,1042340100,0,1042342100,0,0,-1,-65496,0,0,0,0,0,0,0,0
1042360100,,0,1042360100,1042365100,1042362100,0,0,-1,10486759,1042362340,0,0,0,0,0,0,0
1042370100,,0,1042370100,0,1042372100,0,0,-1,5243879,1042372350,1042372352,0,0,0,0,0,0
1042380100,,0,1042380100,0,1042382100,0,0,-1,4916199,1042382100,0,0,0,0,0,0,0
1042390100,,1,1042390100,0,1042392100,0,0,-1,4915270,0,0,0,0,0,0,0,0
1042500100,,1,1042500100,1042505100,1042502100,0,0,-1,-64537,1042502600,0,0,0,0,0,0,0
1042510100,,1,1042510100,1042515100,1042512100,0,0,-1,-64537,1042512600,0,0,0,0,0,0,0
1042520100,,1,1042520100,1042525100,1042522100,0,0,-1,-64537,1042522600,0,0,0,0,0,0,0
1042540100,,1,1042540100,1042545100,1042542100,0,0,-1,-64537,1042542601,0,0,0,0,0,0,0
1042550100,,1,1042550100,1042555100,1042552100,0,0,-1,-64537,1042552600,0,0,0,0,0,0,0
1043300100,,1,1043300100,1043305100,1043302100,0,0,-1,3605479,1043302805,0,0,0,0,0,0,0
1043310100,,1,1043310100,0,1043312100,0,0,-1,3605479,1043312400,0,0,0,0,0,0,0
1043330102,,1,1043330102,1043335102,1043332102,0,0,-1,-64537,1043332602,0,0,0,0,0,0,0
1043340100,,1,1043340100,0,1043342100,0,0,-1,-65471,0,0,0,0,0,0,0,0
1043360100,,0,1043360100,0,1043362100,0,0,-1,13108199,1043362100,1043362101,0,0,0,0,0,0
1043380100,,0,1043380100,0,1043382100,0,0,-1,4915270,0,0,0,0,0,0,0,0
1044330100,,1,1044330100,0,1044332100,0,0,-1,3605479,1044332340,0,0,0,0,0,0,0
1044330102,,1,1044330102,0,1044332102,0,0,-1,-64537,1044332602,1044332603,0,0,0,0,0,0
1044340106,,1,1044340106,0,1044342106,0,0,-1,4915290,0,0,0,0,0,0,0,0
1044340108,,1,1044340108,0,1044342108,0,0,-1,-64537,1044342608,1044342609,0,0,0,0,0,0
1044350100,,1,1044350100,0,1044352100,0,0,-1,4915270,0,0,0,0,0,0,0,0
1044360100,,0,1044360100,0,1044362100,0,0,-1,4916199,1044362100,1044362101,0,0,0,0,0,0
1044360102,,0,1044360102,1044365102,1044362102,0,0,-1,4916199,1044362102,1044362103,0,0,0,0,0,0
1044530100,,1,1044530100,1044535100,1044532100,0,0,-1,-64537,1044532600,0,0,0,0,0,0,0
1045330100,,1,1045330100,0,1045332100,0,0,-1,-64537,1045332600,1045332601,0,0,0,0,0,0
1045370100,,1,1045370100,0,1045372100,0,0,-1,4259900,0,0,0,0,0,0,0,0
1045370106,,1,1045370106,0,1045372106,0,0,-1,4915270,0,0,0,0,0,0,0,0
1045380100,,1,1045380100,0,1045382100,0,0,-1,9502860,0,0,0,0,0,0,0,0
1045390100,,1,1045390100,1045395100,1045392100,0,0,-1,4260839,1045392100,0,0,0,0,0,0,0
1045520100,,1,1045520100,1045525100,1045522100,0,0,-1,-64537,1045522600,0,0,0,0,0,0,0
1046360100,,1,1046360100,0,1046362100,0,0,-1,6881380,0,0,0,0,0,0,0,0
1046380100,,1,1046380100,0,1046382100,0,0,-1,-64537,1046382100,0,0,0,0,0,0,0
1046400100,,1,1046400100,1047405100,1046402100,0,0,-1,-64537,1046402100,0,0,0,0,0,0,0
1047380100,,1,1047380100,0,1047382100,0,0,-1,-64537,1047382100,0,0,0,0,0,0,0
1047390100,,1,1047390100,0,1047392100,0,0,-1,-64537,1047392100,0,0,0,0,0,0,0
1047400100,,1,1047400100,0,1047402100,0,0,-1,-65466,0,0,0,0,0,0,0,0
1047400102,,1,1047400102,0,1047402102,0,0,-1,-64537,1047402103,1047402104,0,0,0,0,0,0
1047550100,,1,1047550100,0,1047552100,0,0,-1,-64537,1047552100,0,0,0,0,0,0,0
1048370100,,1,1048370100,1048375100,1048372100,0,0,-1,-65451,0,0,0,0,0,0,0,0
1048380100,,1,1048380100,0,1048382100,0,0,-1,-64537,1048382100,0,0,0,0,0,0,0
1048390100,,1,1048390100,0,1048392100,0,0,-1,-64537,1048392100,0,0,0,0,0,0,0
1048400100,,1,1048400100,1048405100,1048402100,0,0,-1,-64537,1048402100,1048402101,0,0,0,0,0,0
1049360100,,1,1049360100,0,1049362100,0,0,-1,-64537,1049362100,0,0,0,0,0,0,0
1049380100,,1,1049380100,1049385100,1049382100,0,0,-1,-65471,0,0,0,0,0,0,0,0
1049390100,,1,1049390100,0,1049392100,0,0,-1,-64537,1049392100,0,0,0,0,0,0,0
1049390102,,1,1049390102,1049395102,1049392102,0,0,-1,-64537,1049392102,0,0,0,0,0,0,0
1049520100,,1,1049520100,1049525100,1049522100,0,0,-1,-64537,1049522100,0,0,0,0,0,0,0
1049530100,,1,1049530100,0,1049532100,0,0,-1,-64537,1049532100,0,0,0,0,0,0,0
1049560100,,1,1049560100,0,1049562100,0,0,-1,-64537,1049562100,0,0,0,0,0,0,0
1049560102,,1,1049560102,0,1049562102,0,0,-1,-64537,1049562102,0,0,0,0,0,0,0
1049570100,,1,1049570100,0,1049572100,0,0,-1,-64537,1049572100,0,0,0,0,0,0,0
1050400100,,1,1050400100,1050405100,1050402100,0,0,-1,-64537,1050402800,0,0,0,0,0,0,0
1050540100,,1,1050540100,0,1050542100,0,0,-1,-64537,1050542100,0,0,0,0,0,0,0
1050560100,,1,1050560100,0,1050562100,0,0,-1,-64537,1050562100,0,0,0,0,0,0,0
1050570100,,1,1050570100,1050575100,1050572100,0,0,-1,-64537,1050572100,0,0,0,0,0,0,0
1051360100,,1,1051360100,1051365100,1051362100,0,0,-1,-64537,1051362100,0,0,0,0,0,0,0
1051390100,,1,1051390100,0,1051392100,0,0,-1,-64537,1051392102,0,0,0,0,0,0,0
1051400100,,1,1051400100,1051405100,1051402100,0,0,-1,-64537,1051402299,0,0,0,0,0,0,0
1051430100,,1,1051430100,1051435100,1051432100,0,0,-1,-65386,0,0,0,0,0,0,0,0
1051560100,,1,1051560100,0,1051562100,0,0,-1,-64537,1051562100,0,0,0,0,0,0,0
1051570100,,1,1051570100,0,1051572100,0,0,-1,-65476,0,0,0,0,0,0,0,0
1051570102,,1,1051570102,1051575102,1051572102,0,0,-1,-64537,1051572102,0,0,0,0,0,0,0
1051570104,,1,1051570104,1051575104,1051572104,0,0,-1,-64537,1051572104,0,0,0,0,0,0,0
1052410100,,1,1052410100,1052415100,1052412100,0,0,-1,-64537,1052412100,0,0,0,0,0,0,0
1052530100,,1,1052530100,1052525100,1052532100,0,0,-1,-64537,1052532100,0,0,0,0,0,0,0
1052530102,,1,1052530102,0,1052532102,0,0,-1,-64537,1052532102,0,0,0,0,0,0,0
1052550100,,1,1052550100,0,1052552100,0,0,-1,-64537,1052552100,0,0,0,0,0,0,0
1052560100,,1,1052560100,1052565100,1052562100,0,0,-1,-64537,1052562100,0,0,0,0,0,0,0
1053560100,,1,1053560100,0,1053562100,0,0,-1,-65486,0,0,0,0,0,0,0,0
1054560100,,1,1054560100,1054565100,1054562100,0,0,-1,-64537,1054562100,0,0,0,0,0,0,0
