Row ID,Row Name,Bonus Souls - Singleplayer,Bonus Souls - Multiplayer,Humanity Point Count Flag ID,Humanity Drop Point 1,Humanity Drop Point 2,Humanity Drop Point 3,Humanity Drop Point 4,Humanity Drop Point 5,Humanity Drop Point 6,Humanity Drop Point 7,Humanity Drop Point 8,Humanity Drop Point 9,Humanity Drop Point 10,Sub - Bonus Souls - Singleplayer,Sub - Bonus Souls - Multiplayer,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11
12030390,,1,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,12030390,-884.208,1119973278,-320.673,780,0,0
12030800,,1,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,12030800,-370.111,1125480464,-203.445,780,0,0
12030850,,1,90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,12032859,12030850,-448.771,1125472272,-273.109,780,0,0
12040800,,1,80000,80000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,12040800,-100,-1026263613,-125,1036,0,0
12050800,,1,420000,420000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,12050800,1552.51,-1006836777,1234.42,1292,0,0
12080800,,1,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,12080800,1530.68,-992414269,-1052.55,2060,0,0
12090800,,1,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,12090800,1184.79,-994029404,1899.71,2316,0,0
13000800,,1,220000,220000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,13000800,197.21,-1040051077,374.75,13,0,0
13000830,,1,280000,280000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,13000830,14.45,1149003203,329.5,13,0,0
13000850,,1,170000,170000,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,0,13000850,-3.55,-1034892083,406.52,13,0,0
14000800,,1,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,14000800,70.4,-1001280143,-23.42,14,0,0
14000850,,1,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,14000850,151.24,1121788887,-222.99,14,0,0
15000800,,1,480000,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,15000800,-25.87,1112526029,477.41,15,0,0
15000850,,1,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,15000850,174.37,1138218107,307.9,15,0,0
16000800,,1,130000,130000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,16000800,93.69,-1009029284,-118.41,16,0,0
16000850,,1,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,16000850,62.32,1090141553,-211.48,16,0,0
16000860,,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,16000860,229.671,-1023048352,-251.973,16,0,0
18000800,,1,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,18000800,29.5,-1025563689,53.47,18,0,0
18000850,,1,400,400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,18000850,-40.94,1093318738,41.1,18,0,0
19000800,,1,500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,19000800,213.99,-1003225416,-686.97,19,0,0
30000800,,1,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30000800,2.62,1111160259,65.56,30,0,0
30010800,,1,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30010800,-34.14,1102640579,-156.39,286,0,0
30020800,,0,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30020800,103.67,1119738921,74.18,542,0,0
30030800,,1,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30030800,90.5,1128379843,24.29,798,0,0
30040800,,0,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,82105,30040801,3004100,3004000,0,30040800,-20.41,1110997729,98.52,1054,0,0
30050800,,1,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30050800,-189.41,1137383834,121.21,1310,0,0
30050850,,1,4200,4200,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30050850,-225.78,1137558487,16.87,1310,0,0
30060800,,1,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30060800,20.86,1128419820,-18.72,1566,0,0
30070800,,1,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30070800,-127.12,1145906954,221.81,1822,0,0
30080800,,1,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30080800,336.11,1144622612,13.74,2078,0,0
30090800,,1,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30090800,-148.1,1143050404,97.02,2334,0,0
30100800,,1,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30100800,-108.85,1144937841,343.72,2590,0,0
30100801,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30100800,-101.57,1144937841,340.47,2590,0,0
30110800,,1,1600,1600,0,0,0,0,0,0,0,0,0,0,0,0,82104,30030801,3003100,3003000,0,30110800,-208.78,1127317504,23.67,2846,0,0
30120800,,1,9400,9400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30120800,7.63,1142592635,235.84,3102,0,0
30120801,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30120800,9.62,1142592635,239.61,3102,0,0
30130800,,1,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30130800,4.347,1148099265,78.962,3358,0,0
30140800,,1,7400,7400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30140800,-123.4,1116880241,-33.96,3614,0,0
30150800,,1,6800,6800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30150800,125.71,1103217295,258.03,3870,0,0
30160800,,1,64000,64000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30160800,-127.39,-1043731579,-89.49,4126,0,0
30170800,,1,83000,83000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30170800,-7.61,1152743170,-35.835,4382,0,0
30180800,,1,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30180800,-134.195,1152959930,156.618,4638,0,0
30190800,,1,78000,78000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30190800,68.297,1152112386,-160.628,4894,0,0
30200800,,1,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,30200810,-89.689,1151322710,-264.391,5150,0,0
31000800,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31000800,-140.26,-1053944709,42.92,31,0,0
31010800,,1,2600,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31010800,-143.9,-1038140047,-146.57,287,0,0
31020800,,1,2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,82106,31020801,3102100,3102000,0,31020800,-117.18,1106006508,0.91,543,0,0
31030800,,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,82107,31030801,3103100,3103000,0,31030800,-120.79,1118867292,80.77,799,0,0
31040800,,1,3300,3300,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,31040800,97.86,1128775680,-166.72,1055,0,0
31050800,,1,3600,3600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,31050800,-166.7,1125806899,-18.6,1311,0,0
31060800,,1,3300,3300,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,31060800,191.16,1129887171,104.37,1567,0,0
31070800,,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,31070800,-127.26,1144254464,260.21,1823,0,0
31090800,,1,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,31090800,-63.91,1149060219,-75.07,2335,0,0
31100800,,1,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31100800,30.65,1121001144,19.06,2591,0,0
31110800,,1,7100,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31110800,-145.79,1123934536,135.72,2847,0,0
31120800,,1,93000,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31120800,-23.02,1150626857,112.95,3103,0,0
31150800,,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,82108,31150801,3115100,3115000,0,31150800,30.89,-1041597727,-99.84,3871,0,0
31170800,,1,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,82109,31170801,3117100,3117000,0,31170800,74.42,-1055223972,148.68,4383,0,0
31180800,,1,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,31180800,-94.34,1145418547,181.71,4639,0,0
31190800,,1,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,31190800,130.99,1142677340,-12.7,4895,0,0
31200800,,1,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31200800,166.15,1118603837,149.84,5151,0,0
31210800,,1,6700,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31210800,-164.04,1094818202,56.99,5407,0,0
31220800,,1,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31220800,-45.51,1153787331,-118.1,5663,0,0
32000800,,1,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,82110,32010801,3201100,3201000,0,32000800,83.34,-1044103823,-24.24,32,0,0
32010800,,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,82110,32010801,3201100,3201000,0,32010800,26.05,-1041000038,-1.28,288,0,0
32020800,,1,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,32020800,12.5,1121763983,19.45,544,0,0
32040800,,1,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,32040800,-299.12,1143556178,-120.37,1056,0,0
32050800,,1,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,32050800,56.44,1145196544,-35.13,1312,0,0
32050801,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,32050800,53.19,1145195725,-37.9,1312,0,0
32070800,,1,7500,7500,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,32070800,-24.17,1119083561,162.44,1824,0,0
32080800,,1,7600,7600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,32080800,-75.63,1123622584,231.96,2080,0,0
32110800,,1,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,32110800,49.48,1150769480,86.2,2848,0,0
34120800,,1,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,34120800,-49.46,1144117002,-195.92,3106,0,0
34130800,,1,94000,94000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,34130800,76.83,1108426097,-101.86,3362,0,0
34140850,,1,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,34140850,572.7,-1011171983,-321,3618,0,0
35000800,,1,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,35000800,74.54,-1013627945,-80.61,35,0,0
35000850,,1,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,35000850,-203.847,-1021716333,-306.866,35,0,0
39200800,,1,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,39200800,-106.67,1135662203,-1310.49,5159,0,0
1033420800,,1,80000,80000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1033420800,-40.57,1135434138,86.24,2761020,0,0
1033430800,,1,5800,5800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1033430800,43.42,1133620756,28.77,2826556,0,0
1033450800,,1,4600,4600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1033450800,-52.3,1131744461,-29.6,2957628,0,0
1034420800,,1,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1034420800,101.58,1137091215,-42.53,2761276,0,0
1034450800,,1,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1034450800,-8.09,1131241800,-10.62,2957884,0,0
1034480800,,1,3100,3100,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1034480800,46.25,1132213699,77.03,3154492,0,0
1034500800,,1,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1034500800,76.01,1138522194,63.31,3285564,0,0
1035420800,,1,4900,4900,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1035420800,-38.61,1132893635,-17.9,2761532,0,0
1035500800,,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1035500800,-31.85,1138194842,100.61,3285820,0,0
1035530800,,1,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1035530800,-3.79,1145962496,-70.69,3482428,0,0
1036450340,,1,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1036450340,-63.61,1131254252,36.97,2958396,0,0
1036480340,,1,5600,5600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1036480340,21.79,1134612644,28.79,3155004,0,0
1036500800,,1,3600,3600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1036500800,121.09,1136513188,10.94,3286076,0,0
1036540800,,1,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,1036540805,1036540800,100.627,1149469950,-41.759,3548220,0,0
1037420340,,1,6600,6600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1037420340,-51.53,1131302748,96.25,2762044,0,0
1037460800,,1,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1037460800,-48.34,1137125294,9.79,3024188,0,0
1037510800,,1,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,1037510300,1037510800,98.54,1143991009,29.05,3351868,0,0
1037530800,,1,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1037530800,52.794,1147267809,-88.343,3482940,0,0
1037540810,,1,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1037540810,-33.39,1146499891,-72.88,3548476,0,0
1038410800,,1,3800,3800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1038410800,3.89,1132506972,-124.93,2696764,0,0
1038480800,,1,5800,5800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1038480800,-30.17,1137318298,-102.92,3155516,0,0
1038510800,,1,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1038510800,-32.46,1145090867,0.54,3352124,0,0
1038520340,,1,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1038520800,-127.157,1145952797,71.562,3417660,0,0
1039430340,,1,5600,5600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1039430340,-125.3,1132272681,-8.13,2828092,0,0
1039440800,,1,4700,4700,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1039440800,-81.59,1133733151,-41.36,2893628,0,0
1039500800,,1,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1039500800,-45.62,1144088986,-86.07,3286844,0,0
1039510800,,0,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1043530800,-16.75,1144833966,-110.63,3352380,0,0
1039540800,,1,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1039540800,-53.72,1145049743,56.51,3548988,0,0
1040520800,,1,10800,10800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1040520800,51.64,1146947830,7.32,3418172,0,0
1040530800,,1,8800,8800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1040530800,-92.85,1145606472,71.05,3483708,0,0
1041500800,,1,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1041500800,42.84,1146130268,109.24,3287356,0,0
1041510800,,1,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1041510800,91.09,1146409288,-31.35,3352892,0,0
1041520800,,1,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,1041520300,1041520800,39.97,1147560755,-115.03,3418428,0,0
1041530800,,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1041530800,-77.48,1145325814,29.23,3483964,0,0
1042330800,,1,5400,5400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1042330800,-126.39,1100957614,108.76,2173500,0,0
1042360800,,0,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1042360800,-11.66,1118962975,47.46,2370108,0,0
1042370800,,1,2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1042370800,-83.61,1126209290,65,2435644,0,0
1042380800,,1,2800,2800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1042380800,120.54,1127731692,50.97,2501180,0,0
1042380850,,1,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1042380850,12.3,1128006943,89.59,2501180,0,0
1042550800,,1,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1042550800,-35.55,1148325396,-38.97,3615292,0,0
1043300800,,1,3800,3800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1043300800,-32.21,1060320051,-21.91,1977148,0,0
1043330800,,1,3600,3600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1043330800,-55.4,1118189650,21.96,2173756,0,0
1043360800,,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,1043360340,1043360800,-95.5,1115810693,80.23,2370364,0,0
1043370340,,1,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1043370800,72.46,1119218565,-94.7,2435900,0,0
1043530800,,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1043530800,-9.89,1148734996,3.19,3484476,0,0
1044320340,,1,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1044320800,-103.38,1109707981,7.57,2108476,0,0
1044320342,,1,3400,3400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1044320850,36.61,1110132654,102.45,2108476,0,0
1044350800,,0,1900,1900,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1044350800,-17.4,1121147945,119.83,2239548,0,0
1044360800,,0,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1044360800,17.39,1117888184,29.78,2370620,0,0
1044530800,,0,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1043530800,-23.58,1149255188,75.99,3484732,0,0
1045390800,,1,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1045390800,-35.05,1119385027,1.29,2567484,0,0
1045520800,,1,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1045520800,27.69,1149236347,43.92,3419452,0,0
1047400800,,1,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1047400800,-102.34,1123842785,102.54,2633532,0,0
1048370800,,1,38000,38000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1048370800,-48.09,1122362982,-42.67,2437180,0,0
1048400800,,1,6300,6300,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1048400800,-118.79,1124756357,-91.28,2633788,0,0
1048410800,,1,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1048410800,-86.98,1130473718,-70.16,2699324,0,0
1048510800,,1,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1048510800,-93.2,1148378808,47.68,3354684,0,0
1048570800,,1,220000,220000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1048570800,-106.89,1151132303,116.48,3747900,0,0
1049370800,,1,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1049370800,-116.52,1120680018,-7.9,2437436,0,0
1049370850,,1,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1049370850,112.21,1120687882,15.51,2437436,0,0
1049380800,,1,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1049380800,-25.22,1115931279,50.57,2502972,0,0
1049390800,,1,6400,6400,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1049390800,94.02,1118246011,86.54,2568508,0,0
1049390850,,1,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1049390850,-89.47,1126434734,-1.09,2568508,0,0
1049520800,,1,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1049520800,-20.31,1149439918,54.71,3420476,0,0
1050560800,,1,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1050560800,15.43,1151132303,9.55,3682876,0,0
1050570800,,1,77000,77000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1050570800,64.6,1154206515,-79.5,3748412,0,0
1050570850,,1,160000,160000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1050570850,-85.38,1152239534,-56.42,3748412,0,0
1051360800,,1,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1051360800,78.39,1119326044,37.64,2372412,0,0
1051400800,,1,91000,91000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1051400800,37.4,1129410068,70.23,2634556,0,0
1051430800,,1,88000,88000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1051430800,60.89,1134074266,-63.97,2831164,0,0
1051570800,,1,90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1051570800,78.08,1154220196,210.23,3748668,0,0
1052380800,,1,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1252380800,-46.99,1108116767,-39.66,2503740,0,0
1052410800,,1,80000,80000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1052410800,-110.47,1131959419,107.53,2700348,0,0
1052410850,,1,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1052410850,8.28,1130193224,115.71,2700348,0,0
1052520800,,1,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1052520800,104.6,1156085268,58.67,3421244,0,0
1052560800,,1,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1052560800,-58.98,1154583429,70.18,3683388,0,0
1053560800,,1,75000,75000,0,0,0,0,0,0,0,0,0,0,0,0,82103,30020801,3002100,3002000,0,1053560800,-52.5,1154518630,-116.28,3683644,0,0
