Row ID,Row Name,Unk0,Unk1,Unk1,Unk2,Unk3,Unk4,Unk5,Sword Arts ID,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23
149,,1,0,-256,-1,-1,-1,0,303,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
151,,1,0,-256,-1,-1,-1,0,305,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
152,,1,0,-256,-1,-1,-1,0,306,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
153,,1,0,-256,-1,-1,-1,0,307,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
154,,1,0,-256,-1,-1,-1,0,308,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
155,,1,0,-256,-1,-1,-1,0,400,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
156,,1,0,-256,-1,-1,-1,0,401,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
157,,1,0,-256,-1,-1,-1,0,402,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
158,,1,0,-256,-1,-1,-1,0,404,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
159,,1,0,-256,-1,-1,-1,0,405,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
160,,1,0,-256,-1,-1,-1,0,406,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
161,,1,0,-256,-1,-1,-1,0,407,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
163,,1,0,-256,-1,-1,-1,0,-1,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
164,,1,0,-256,-1,-1,-1,0,501,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
165,,1,0,-256,-1,-1,-1,0,502,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
166,,1,0,-256,-1,-1,-1,0,503,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
167,,1,0,-256,-1,-1,-1,0,504,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
168,,1,0,-256,-1,-1,-1,0,505,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
169,,1,0,-256,-1,-1,-1,0,506,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
170,,1,0,-256,-1,-1,-1,0,507,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
171,,1,0,-256,-1,-1,-1,0,508,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
173,,1,0,-256,-1,-1,-1,0,600,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
174,,1,0,-256,-1,-1,-1,0,602,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
175,,1,0,-256,-1,-1,-1,0,603,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
176,,1,0,-256,-1,-1,-1,0,604,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
177,,1,0,-256,-1,-1,-1,0,606,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
178,,1,0,-256,-1,-1,-1,0,607,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
179,,1,0,-256,-1,-1,-1,0,605,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
180,,1,0,-256,-1,-1,-1,0,650,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
181,,1,0,-256,-1,-1,-1,0,652,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
182,,1,0,-256,-1,-1,-1,0,-1,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
183,,1,0,-256,-1,-1,-1,0,654,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
184,,1,0,-256,-1,-1,-1,0,653,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
185,,1,0,-256,-1,-1,-1,0,700,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
186,,1,0,-256,-1,-1,-1,0,701,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
187,,1,0,-256,-1,-1,-1,0,702,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
190,,1,0,-256,-1,-1,-1,0,800,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
191,,1,0,-256,-1,-1,-1,0,801,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
192,,1,0,-256,-1,-1,-1,0,802,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
194,,1,0,-256,-1,-1,-1,0,850,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
195,,1,0,-256,-1,-1,-1,0,124,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
196,,1,0,-256,-1,-1,-1,0,223,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
197,,1,0,-256,-1,-1,-1,0,224,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
198,,1,0,-256,-1,-1,-1,0,309,0,100,0,999999,-1,67583,103,-65537,15,-1,-1,-1,-1,-1,-1,0,0
1000,,1,21000,-256,2300,-1,-1,710600,100,0,100,0,999999,-1,73727,359,8420478,0,2300,-1,-1,-1,-1,-1,0,0
1001,,1,21000,-256,-1,-1,-1,0,101,0,100,0,999999,-1,73727,615,426951,0,-1,-1,-1,-1,-1,-1,0,0
1002,,1,21000,-256,-1,-1,-1,0,103,0,100,0,999999,-1,73727,615,11566335,0,-1,-1,-1,-1,-1,-1,0,0
1003,,1,21000,-256,-1,-1,-1,0,104,0,100,0,999999,-1,67583,103,950272,0,-1,-1,-1,-1,-1,-1,0,0
1004,,1,21001,-256,2810,-1,-1,710600,200,0,100,0,999999,-1,70287,2151,16711679,0,2810,-1,-1,-1,-1,-1,0,0
1005,,1,0,-256,-1,-1,-1,0,-1,0,100,0,999999,-1,66560,103,525311,0,-1,-1,-1,-1,-1,-1,0,0
1006,,1,21042,-256,2390,-1,-1,710600,207,0,100,0,999999,-1,66111,1127,9371390,0,2390,-1,-1,-1,-1,-1,0,0
1007,,1,21011,-256,2390,-1,-1,710600,209,0,100,0,999999,-1,70287,2151,9371646,0,2390,-1,-1,-1,-1,-1,0,0
1008,,1,21014,-256,2330,-1,-1,710600,210,0,100,0,999999,-1,73727,871,983031,0,2330,-1,-1,-1,-1,-1,0,0
1009,,1,21050,-256,2390,-1,-1,710600,212,0,100,0,999999,-1,73727,359,9337900,0,2390,-1,-1,-1,-1,-1,0,0
1010,,1,21050,-256,-1,-1,-1,0,214,0,100,0,999999,-1,66111,1127,9371647,0,-1,-1,-1,-1,-1,-1,0,0
1011,,1,21028,-256,2280,-1,-1,710600,216,0,100,0,999999,-1,66127,1639,16711679,0,2280,-1,-1,-1,-1,-1,0,0
1012,,1,21033,-256,2330,-1,-1,710600,219,0,100,0,999999,-1,70287,2151,16711639,0,2330,-1,-1,-1,-1,-1,0,0
1013,,1,21042,-256,2330,-1,-1,710600,502,0,100,0,999999,-1,67583,103,16711679,0,2330,-1,-1,-1,-1,-1,0,0
1014,,1,21017,-256,2300,-1,-1,710600,600,0,100,0,999999,-1,73727,871,16711679,0,2300,-1,-1,-1,-1,-1,0,0
1015,,1,21054,-256,2760,-1,-1,710600,702,0,100,0,999999,-1,66063,1895,16711679,15,2760,-1,-1,-1,-1,-1,0,0
1016,,1,21058,-256,2280,-1,-1,710600,800,0,100,0,999999,-1,73727,615,16711679,15,2280,-1,-1,-1,-1,-1,0,0
1017,,1,0,-256,-1,-1,-1,0,802,0,100,0,999999,-1,73727,2407,16711679,15,-1,-1,-1,-1,-1,-1,0,0
10000,Ash of War: Lion's Claw,1,8300,2560,-1,-1,-1,710600,100,0,300,0,350030,-1,73727,359,8420606,0,-1,-1,-1,-1,-1,63000,0,0
10100,Ash of War: Impaling Thrust,1,8301,5120,-1,-1,-1,710600,101,0,300,0,351010,-1,73727,615,2524103,0,-1,-1,-1,-1,-1,63004,0,0
10200,Ash of War: Piercing Fang,0,8302,5120,-1,-1,-1,710600,102,0,300,0,351020,-1,139263,615,426950,0,-1,-1,-1,-1,-1,63001,0,0
10300,Ash of War: Spinning Slash,1,8303,5120,-1,-1,-1,710600,103,0,300,0,351000,-1,73727,615,953591,0,-1,-1,-1,-1,-1,63002,0,0
10500,Ash of War: Charge Forth,1,8304,7680,-1,-1,-1,710600,105,0,300,0,352010,-1,73727,871,426624,0,-1,-1,-1,-1,-1,63013,0,0
10600,Ash of War: Stamp (Upward Cut),1,8305,2560,-1,-1,-1,710600,106,0,300,0,350000,-1,73727,359,8420908,0,-1,-1,-1,-1,-1,63003,0,0
10700,Ash of War: Stamp (Sweep),1,8306,2560,-1,-1,-1,710600,107,0,300,0,350010,-1,73727,359,8420908,0,-1,-1,-1,-1,-1,63003,0,0
10800,Ash of War: Blood Tax,1,8307,23040,-1,-1,-1,710600,108,0,300,0,359020,-1,138255,2919,426951,0,-1,-1,-1,-1,-1,63004,0,0
10900,Ash of War: Repeating Thrust,0,8308,5120,-1,-1,-1,710600,109,0,300,0,351030,-1,73727,615,426951,0,-1,-1,-1,-1,-1,63004,0,0
11000,Ash of War: Wild Strikes,1,8309,2560,-1,-1,-1,710600,110,0,300,0,350020,-1,73727,359,31796,0,-1,-1,-1,-1,-1,63043,0,0
11100,Ash of War: Spinning Strikes,1,8310,7680,-1,-1,-1,710600,111,0,300,0,352020,-1,73727,871,819200,0,-1,-1,-1,-1,-1,63025,0,0
11200,Ash of War: Double Slash,1,8311,5120,-1,-1,-1,710600,112,0,300,0,351040,-1,73727,615,786679,0,-1,-1,-1,-1,-1,63006,0,0
11300,Ash of War: Prelate's Charge,1,8312,12800,-1,-1,-1,710600,113,0,300,0,355000,-1,131135,1383,8398848,0,-1,-1,-1,-1,-1,63007,0,0
11400,Ash of War: Unsheathe,1,8313,5120,-1,-1,-1,710600,114,0,300,0,351060,-1,73727,615,64,0,-1,-1,-1,-1,-1,63008,0,0
11500,Ash of War: Square Off,1,8314,7680,-1,-1,-1,710600,115,0,300,0,352000,-1,73727,871,2,0,-1,-1,-1,-1,-1,63009,0,0
11600,Ash of War: Giant Hunt,1,8315,7680,-1,-1,-1,710600,116,0,300,0,352030,-1,139263,871,426636,0,-1,-1,-1,-1,-1,63010,0,0
11800,Ash of War: Loretta's Slash,1,8316,10240,-1,-1,-1,710600,118,0,300,0,353060,-1,131855,2151,950400,0,-1,-1,-1,-1,-1,63024,0,0
11900,Ash of War: Poison Moth Flight,1,8317,23040,-1,-1,-1,710600,119,0,300,0,358010,-1,138255,2663,339,0,-1,-1,-1,-1,-1,63011,0,0
12000,Ash of War: Spinning Weapon,1,8318,10240,-1,-1,-1,710600,120,0,300,0,353050,-1,66319,2151,537712083,0,-1,-1,-1,-1,-1,63012,0,0
12200,Ash of War: Storm Assault,1,8319,7680,-1,-1,-1,710600,122,0,300,0,352050,-1,73727,871,426624,0,-1,-1,-1,-1,-1,63013,0,0
12300,Ash of War: Stormcaller,1,8320,7680,-1,-1,-1,710600,123,0,300,0,352060,-1,73727,871,982262,0,-1,-1,-1,-1,-1,63014,0,0
12400,Ash of War: Sword Dance,1,8321,5120,-1,-1,-1,710600,124,0,300,0,351050,-1,73727,615,822519,0,-1,-1,-1,-1,-1,63015,0,0
20000,Ash of War: Glintblade Phalanx,0,8330,10240,-1,-1,-1,710600,200,0,300,0,353020,-1,66319,2151,426999,0,-1,-1,-1,-1,-1,63037,0,0
20100,Ash of War: Sacred Blade,1,8331,20480,-1,-1,-1,710600,201,0,300,0,357000,-1,65743,1895,9371647,0,-1,-1,-1,-1,-1,63044,0,0
20200,Ash of War: Ice Spear,1,8332,23040,-1,-1,-1,710600,202,0,300,0,360000,-1,66319,2407,426112,0,-1,-1,-1,-1,-1,63016,0,0
20300,Ash of War: Glintstone Pebble,1,8333,10240,-1,-1,-1,710600,203,0,300,0,353010,-1,66319,2151,426999,0,-1,-1,-1,-1,-1,63037,0,0
20400,Ash of War: Bloody Slash,1,8334,23040,-1,-1,-1,710600,204,0,300,0,359010,-1,72719,2919,1015,0,-1,-1,-1,-1,-1,63022,0,0
20500,Ash of War: Lifesteal Fist,1,8335,30720,-1,-1,-1,710600,205,0,300,0,361010,-1,138255,3175,3145728,0,-1,-1,-1,-1,-1,63017,0,0
20700,Ash of War: Eruption,1,8336,12800,-1,-1,-1,710600,207,0,300,0,354020,-1,65599,1127,8399404,0,-1,-1,-1,-1,-1,63039,0,0
20800,Ash of War: Prayerful Strike,1,8337,20480,-1,-1,-1,710600,208,0,300,0,357010,-1,65743,1895,8420352,0,-1,-1,-1,-1,-1,63018,0,0
20900,Ash of War: Gravitas,0,8338,10240,-1,-1,-1,710600,209,0,300,0,353070,-1,131855,2151,9371646,0,-1,-1,-1,-1,-1,63019,0,0
21000,Ash of War: Storm Blade,0,8339,7680,-1,-1,-1,710600,210,0,300,0,352040,-1,73727,871,887,0,-1,-1,-1,-1,-1,63020,0,0
21200,Ash of War: Earthshaker,1,8340,2560,-1,-1,-1,710600,212,0,300,0,350080,-1,73727,359,8529928,0,-1,-1,-1,-1,-1,63035,0,0
21300,Ash of War: Golden Land,1,8341,20480,-1,-1,-1,710600,213,0,300,0,357050,-1,131279,1895,8529928,0,-1,-1,-1,-1,-1,63035,0,0
21400,Ash of War: Flaming Strike,1,8342,12800,-1,-1,-1,710600,214,0,300,0,354000,-1,65599,1127,4128759,0,-1,-1,-1,-1,-1,63045,0,0
21600,Ash of War: Thunderbolt,0,8343,12800,-1,-1,-1,710600,216,0,300,0,356000,-1,65743,1639,16711679,0,-1,-1,-1,-1,-1,63042,0,0
21700,Ash of War: Lightning Slash,1,8344,12800,-1,-1,-1,710600,217,0,300,0,356010,-1,65743,1639,8421375,0,-1,-1,-1,-1,-1,63021,0,0
21800,Ash of War: Carian Grandeur,1,8345,10240,-1,-1,-1,710600,218,0,300,0,353040,-1,131855,2151,1015,0,-1,-1,-1,-1,-1,63022,0,0
21900,Ash of War: Carian Greatsword,0,8346,10240,-1,-1,-1,710600,219,0,300,0,353030,-1,66319,2151,1015,0,-1,-1,-1,-1,-1,63022,0,0
22000,Ash of War: Vacuum Slice,1,8347,7680,-1,-1,-1,710600,220,0,300,0,352080,-1,139263,871,4095,0,-1,-1,-1,-1,-1,63023,0,0
22100,Ash of War: Black Flame Tornado,1,8348,12800,-1,-1,-1,710600,221,0,300,0,355010,-1,131135,1383,950400,0,-1,-1,-1,-1,-1,63024,0,0
22200,Ash of War: Sacred Ring of Light,1,8349,20480,-1,-1,-1,710600,222,0,300,0,357020,-1,65743,1895,819200,0,-1,-1,-1,-1,-1,63025,0,0
22400,Ash of War: Blood Blade,1,8350,23040,-1,-1,-1,710600,224,0,300,0,359000,-1,72719,2919,467,0,-1,-1,-1,-1,-1,63026,0,0
22500,Ash of War: Phantom Slash,1,8351,7680,-1,-1,-1,710600,225,0,300,0,352090,-1,139263,871,819328,0,-1,-1,-1,-1,-1,63027,0,0
22600,Ash of War: Spectral Lance,1,8352,30720,-1,-1,-1,710600,226,0,300,0,361000,-1,72719,3175,425984,0,-1,-1,-1,-1,-1,63028,0,0
22700,Ash of War: Chilling Mist,1,8353,23040,-1,-1,-1,710600,227,0,300,0,360010,-1,66319,2407,9371647,0,-1,-1,-1,-1,-1,63044,0,0
22800,Ash of War: Poisonous Mist,1,8354,23040,-1,-1,-1,710600,228,0,300,0,358000,-1,72719,2663,9371647,0,-1,-1,-1,-1,-1,63044,0,0
30000,Ash of War: Shield Bash,1,8360,-29696,-1,-1,-1,710600,300,0,300,0,363030,-1,73727,103,0,7,-1,-1,-1,-1,-1,63041,0,0
30100,Ash of War: Barricade Shield,0,8361,-29696,-1,-1,-1,710600,301,0,300,0,363050,-1,73727,103,0,7,-1,-1,-1,-1,-1,63041,0,0
30200,Ash of War: Parry,1,8362,-29696,-1,-1,-1,710600,302,0,300,0,363000,-1,73727,103,3146001,3,-1,-1,-1,-1,-1,63047,0,0
30500,Ash of War: Carian Retaliation,1,8363,-29696,-1,-1,-1,710600,305,0,300,0,363070,-1,66319,2151,0,3,-1,-1,-1,-1,-1,63030,0,0
30600,Ash of War: Storm Wall,1,8364,-29696,-1,-1,-1,710600,306,0,300,0,363020,-1,73727,103,0,3,-1,-1,-1,-1,-1,63030,0,0
30700,Ash of War: Golden Parry,1,8365,-29696,-1,-1,-1,710600,307,0,300,0,363010,-1,131279,1895,0,3,-1,-1,-1,-1,-1,63030,0,0
30800,Ash of War: Shield Crash,1,8366,-29696,-1,-1,-1,710600,308,0,300,0,363040,-1,73727,103,0,7,-1,-1,-1,-1,-1,63041,0,0
30900,Ash of War: No Skill,1,8367,-29696,-1,-1,-1,710600,10,0,300,0,363080,-1,73727,103,0,15,-1,-1,-1,-1,-1,63031,0,0
31000,Ash of War: Thops's Barrier,1,8368,-29696,-1,-1,-1,710600,309,0,300,0,363060,-1,131855,2151,0,3,-1,-1,-1,-1,-1,63030,0,0
40000,Ash of War: Through and Through,1,8380,-32256,-1,-1,-1,710600,400,0,300,0,362010,-1,65537,103,67108864,0,-1,-1,-1,-1,-1,63032,0,0
40100,Ash of War: Barrage,1,8381,-32256,-1,-1,-1,710600,401,0,300,0,362020,-1,65537,103,16777216,0,-1,-1,-1,-1,-1,63048,0,0
40200,Ash of War: Mighty Shot,1,8382,-32256,-1,-1,-1,710600,402,0,300,0,362000,-1,65537,103,50331648,0,-1,-1,-1,-1,-1,63033,0,0
40400,Ash of War: Enchanted Shot,1,8383,-32256,-1,-1,-1,710600,404,0,300,0,362040,-1,65537,103,50331648,0,-1,-1,-1,-1,-1,63033,0,0
40500,Ash of War: Sky Shot,1,8384,-32256,-1,-1,-1,710600,405,0,300,0,362030,-1,65537,103,50331648,0,-1,-1,-1,-1,-1,63033,0,0
