Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19
300900000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301100000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301200000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301300000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301400000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301500000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301600000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301700000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301800000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
301900000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
302000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310100000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310200000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310300000,,0,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310400000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310500000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310600000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310700000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
310900000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
311000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
311100000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
311200000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
311500000,,0,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
311700000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
311800000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
311900000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
312000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
312100000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
312200000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320100000,,0,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320200000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320300000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320400000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320500000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320600000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320700000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320800000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
320900000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
321000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
321100000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
321200000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
340000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
341000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,0,0,65536000,0,0,0,0,0,0,0,0
341100000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
341200000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
341300000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,0,0,65536000,0,0,0,0,0,0,0,0
341400000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
341500000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
341600000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
350000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
392000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
400000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
600000000,,0,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
610000000,,0,1,720906,1376276,2621470,3276841,3932211,-65476,-1,24903700,13107400,2621590,10,0,0,0,0,0,0,0
610000001,,0,1,720906,1376276,2621470,3276841,3932211,-65476,-1,18350100,6553700,2621490,10,26214400,0,0,0,102630662,29,0
611000000,,0,1,720906,1376276,2621470,3276841,3932211,-65476,-1,39321600,0,6553900,0,0,0,0,0,0,0,0
615000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,0,0,13108000,0,0,0,0,0,0,0,0
620000000,,1,1,720906,1376276,2621470,3276841,3932212,-65476,-1,26214420,11796500,3276980,0,6553600,50,0,0,0,0,0
620000001,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,6554300,6553700,0,0,0,0,0,0,4,0,0
620000010,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,0,0,0,65536000,0,0,0,0,0,0,0
620000020,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,29491220,23592980,0,0,6553600,50,0,0,0,0,0
620000021,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,6554300,6553700,0,0,0,0,0,0,4,0,0
620000100,,1,1,720906,1376276,2621470,3276841,3932212,-65476,-1,26214420,11796500,3276980,0,6553600,50,0,0,0,0,0
620000101,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,6554300,6553700,0,0,0,0,0,0,4,0,0
630000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,24903700,13107400,2621590,10,0,0,0,0,0,0,0
630000001,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,18350100,6553700,2621490,10,26214400,0,0,0,102630662,29,0
635000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,25559060,13107400,2621590,0,0,0,0,0,0,0,0
638000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,65536000,0,0,0,0,0,0,0,0,0,0
640000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,39321600,9175180,1310820,0,0,0,0,0,0,0,0
641000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,52428801,0,3211414,0,0,0,0,0,0,0,0
645000000,,1,1,720906,1376276,2621522,3276841,3932211,-65476,-1,28180480,3276850,1310770,400,0,0,0,0,0,0,0
650000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,6553600,0,0,45875200,200,0,0,0,0,0,0
651000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,6553600,0,0,45875200,200,0,0,0,0,0,0
652000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,0,65536000,0,0,0,0,0,0,0,0,0
655000000,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,0,0,0,26214400,600,0,0,0,0,0,0
655000010,,1,1,720906,1376276,2621470,3276841,3932211,-65476,-1,0,0,0,0,1000,0,0,0,0,0,0
655000020,,1,1,720906,1376276,2621470,3276881,3932211,-65476,-1,0,0,0,0,1000,0,0,0,0,0,0
