Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23,Unk24,Unk25,Unk26,Unk27,Unk28,Unk29,Unk30,Unk31,Unk32,Unk33,Unk34,Unk35,Unk36,Unk37,Unk38,Unk39,Unk40,Unk41,Unk42,Unk43,Unk44,Unk45,Unk46,Unk47,Unk48,Unk49,Unk50,Unk51,Unk52,Unk53,Unk54,Unk55,Unk56,Unk57,Unk58,Unk59,Unk60,Unk61,Unk62,Unk63,Unk64,Unk65,Unk66,Unk67,Unk68
12,,9.477423E-38,0,2,4522049,3145799,3211312,3276895,3735606,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090519140,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3145783,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3211319,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3276855,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3342391,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3407927,0,0,0,4522049,3145812,3473456,3145823,3604528,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3342385,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-11189931,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3473463,0,0,0,4522049,3145812,3473456,3145823,3670064,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407921,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-11517616,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3538999,0,0,0,4522049,3145812,3473456,3145823,3538992,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3670071,0,0,0,4522049,3145812,3473456,3145823,3604528,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3342385,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-11189931,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3735607,0,0,0,4522049,3145812,3473456,3145823,3670064,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407921,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-11517616,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3276856,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3342392,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3145780,0,0,0,4522049,3145812,3342384,3735647,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,9.477423E-38,0,5,4522049,3145799,3211312,3276895,3145780,0,0,0,4522049,3145812,3342384,3735647,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-10206876,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,9.477423E-38,0,1,4522049,3145799,3211312,3145823,3342384,0,0,0,4522049,3145812,3473456,3145823,3145778,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211314,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3145781,0,0,0,4522049,3145812,3473456,3145823,3473457,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3538993,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3211317,0,0,0,4522049,3145812,3473456,3145823,3604529,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3670065,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-11517616,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3276853,0,0,0,4522049,3145812,3473456,3145823,3211313,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3276849,6357087,0,0,0,0,0,0,0,0,0,0,1090854500,-11189931,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,,2.369356E-38,0,1,4522049,3145799,3211312,3276895,3407926,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,2.369356E-38,0,1,4522049,3670087,3145776,3407967,3211317,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3211316,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,,9.477423E-38,0,1,4522049,3145799,3211312,3276895,3342389,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,1.516388E-36,2,1,4522049,3145799,3670073,3211359,3145776,0,0,0,4522049,3735636,3735609,3735647,3407929,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3735636,3735609,3735647,3407929,6357087,0,0,0,0,0,0,0,0,0,0,1677721600,-10197916,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3539000,0,0,0,0,0,0,0,0,0,0,0
39,,1.516388E-36,2,1,4522049,3145799,3211312,3276895,3473462,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3342388,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3604536,0,0,0,0,0,0,0,0,0,0,0
40,,6.065558E-36,0,1,4522049,3145799,3211312,3342431,3473457,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3473457,0,0,0,4522049,3145799,3211312,3342431,3538993,0,0,0
41,,6.065559E-36,0,1,4522049,3145799,3211312,3342431,3604529,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-9890706,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,4522049,3145799,3211312,3342431,3670065,0,0,0
42,,6.065558E-36,0,0.75,4522049,3145799,3211312,3342431,3276852,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677729370,-6921091,-19276,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3276852,0,0,0,4522049,3145799,3211312,3276895,3211315,0,0,0
43,,6.065558E-36,0,0.75,4522049,3145799,3211312,3342431,3407924,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-9890701,-19276,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3407924,0,0,0,4522049,3145799,3211312,3276895,3211315,0,0,0
44,,6.065558E-36,0,1,4522049,3145799,3211312,3342431,3473458,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3473458,0,0,0,4522049,3145799,3211312,3342431,3538994,0,0,0
45,,6.065559E-36,0,1,4522049,3145799,3211312,3342431,3604530,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-9890706,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,4522049,3145799,3211312,3342431,3670066,0,0,0
46,,6.065558E-36,0,1,4522049,3145799,3211312,3342431,3145779,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3145779,0,0,0,4522049,3145799,3211312,3342431,3211315,0,0,0
47,,6.065559E-36,0,1,4522049,3145799,3211312,3342431,3276851,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-9890706,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,4522049,3145799,3211312,3342431,3342387,0,0,0
48,,6.065558E-36,0,1,4522049,3145799,3211312,3342431,3145777,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3145777,0,0,0,4522049,3145799,3211312,3342431,3276849,0,0,0
49,,6.065559E-36,0,1,4522049,3145799,3211312,3342431,3211313,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-9890706,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,4522049,3145799,3211312,3342431,3276849,0,0,0
50,,1.516388E-36,2,1,4522049,3145799,3670073,3211359,3145776,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,0,0,0,0,0,0,0,0
51,,1.516388E-36,2,1,4522049,3145799,3670073,3211359,3211312,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,0,0,0,0,0,0,0,0
52,,1.516388E-36,2,1,4522049,3145799,3670073,3211359,3276848,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,0,0,0,0,0,0,0,0
53,,1.516388E-36,0,1,4522049,3145799,3670073,3211359,3145777,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3735601,0,0,0,0,0,0,0,0,0,0,0
54,,1.516388E-36,0,1,4522049,3145799,3670073,3211359,3211313,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3735601,0,0,0,0,0,0,0,0,0,0,0
55,,1.516388E-36,0,1,4522049,3145799,3670073,3211359,3276849,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3670073,3211359,3735601,0,0,0,0,0,0,0,0,0,0,0
56,,9.477423E-38,0,1,4522049,3145799,3670073,3211359,3538993,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10199196,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,9.477423E-38,0,1,4522049,3145799,3670073,3211359,3604529,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10199196,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,9.477423E-38,0,1,4522049,3145799,3670073,3211359,3670065,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10199196,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,1.516388E-36,2,1,4522049,3145799,3670073,3211359,3342385,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1342177380,-10203036,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407925,0,0,0,4522049,3145799,3211312,3276895,3473461,0,0,0
60,,1.516388E-36,2,1,4522049,3145799,3670073,3276895,3211313,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1258302820,-2139272323,-32640,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,,1.516388E-36,2,1,4522049,3145799,3670073,3211359,3473457,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1593843290,-9871511,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,0,0,0,0,0,0,0,0
62,,6.065551E-36,0,1,4522049,3145799,3670073,3211359,3145778,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10199196,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,6.065551E-36,0,1,4522049,3145799,3670073,3211359,3211314,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1090526820,-10199196,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,6.065551E-36,0,2,4522049,3145799,3670073,3211359,3276850,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3211315,6357087,0,0,0,0,0,0,0,0,0,0,1677729380,-11509916,-1,65791,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,6.065559E-36,0,1,4522049,3145799,3670073,3211359,3342384,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1006640730,-9890706,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407928,0,0,0,4522049,3145799,3211312,3342431,3670065,0,0,0
66,,9.18411E-41,0,3,4522049,3145799,3670073,3211359,3538995,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1677733220,-10197896,-1,131327,0,671109120,-1082130432,-1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,,6.065559E-36,0,1,4522049,3145799,3211312,3342431,3670064,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1426071130,-6927506,-14121,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3342431,3670064,0,0,0,4522049,3145799,3211312,3342431,3276849,0,0,0
71,,6.065551E-36,0,1,4522049,3145799,3670073,3276895,3145776,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1342177380,-10203036,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407925,0,0,0,4522049,3145799,3211312,3276895,3473461,0,0,0
72,,6.065551E-36,0,1,4522049,3145799,3670073,3276895,3211312,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,4522049,3145812,3473456,3145823,3407920,6357087,0,0,0,0,0,0,0,0,0,0,1342177380,-10203036,-1,131327,0,671109120,-1082130432,-1082130432,0,0,4522049,3145799,3211312,3276895,3407925,0,0,0,4522049,3145799,3211312,3276895,3473461,0,0,0
