Row ID,Row Name,Action Enabled Message ID,Action Failed Message ID,Qualified Event ID,Player Animation ID,Character Animation ID,Valid Distance,Qualified Item ID,Qualified Item ID,Object Dummy ID,Object Animation ID,Valid Player Angle,Qualified ID 1 Type,Qualified ID 2 Type,Valid Object Angle,Character Absorb Type,Event Kick Timing,Action Button Param ID,Action Success Message ID
227011,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
227012,,-1,4010,0,60160,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
227013,,-1,4010,0,60170,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
227020,,-1,4010,0,60000,7110,150,4150,0,121,0,30,2,0,30,0,1,7200,0
227030,,-1,4010,0,60170,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
227032,,-1,4010,0,60170,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
227033,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
227040,,-1,4010,0,60190,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
227050,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
227051,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
227052,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
227070,,-1,4010,0,60000,7110,150,0,0,121,0,30,0,0,30,0,1,7200,0
227201,,-1,4082,0,60180,7120,150,0,0,120,1,30,0,0,30,0,1,7200,0
239001,,-1,-1,0,60160,7120,150,0,0,120,1,30,0,0,30,0,1,7100,0
239020,,-1,-1,0,60202,7110,150,0,0,191,0,30,0,0,30,0,0,8310,0
239021,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
257002,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
257013,,-1,4010,0,60000,7110,150,4150,0,121,0,30,2,0,30,0,1,7200,0
257016,,-1,-1,0,60180,7120,150,0,0,120,1,30,0,0,30,0,1,7200,0
257018,,-1,4010,0,60030,7120,150,0,0,120,1,30,0,0,30,0,1,7200,0
267023,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
267038,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
277000,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
277009,,-1,-1,0,60370,7120,150,0,0,120,0,30,0,0,30,0,1,7200,0
277010,,-1,4010,0,60000,7110,150,0,0,120,0,30,0,0,30,0,1,7200,0
277013,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
277014,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
277015,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
277016,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
277017,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
277018,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
277021,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,1,8301,0
277081,,-1,-1,0,60231,7110,150,0,0,103,1,30,0,0,30,0,0,8403,0
300004,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
300005,,10010400,-1,0,60080,7521,70,0,0,110,1,60,0,0,60,0,1,8000,0
300300,,10010400,4010,0,60020,7121,70,4150,0,100,1,60,2,0,60,0,1,7100,0
300310,,10010400,4010,0,60000,7110,70,4150,0,100,0,60,2,0,60,0,1,7100,0
300311,,10010400,4020,0,60000,14000,70,2300,4150,100,0,60,1,0,60,0,1,7100,0
300312,,10010400,4010,0,60000,14000,70,0,0,100,0,60,0,0,60,0,1,7100,0
300320,,10010400,4010,0,60020,7121,70,4150,0,100,1,60,2,0,60,0,1,7100,0
300371,,10010400,-1,0,60030,7120,70,0,0,120,1,60,0,0,60,0,1,7100,0
300500,,10010400,-1,0,60200,8000,70,0,0,191,1,60,0,0,60,0,1,8300,0
300510,,10010400,-1,0,60202,14021,70,0,0,191,1,60,0,0,60,0,1,8300,0
302420,,10010400,-1,0,60200,8000,70,0,0,191,1,60,0,0,60,0,1,8300,0
304873,,10010400,-1,0,60200,8000,70,0,0,191,1,60,0,0,60,0,1,8300,0
314027,,10010400,-1,0,60160,7120,70,0,0,120,1,60,0,0,60,0,1,7100,0
324012,,10010400,-1,0,60200,14021,70,0,0,191,1,60,0,0,60,0,1,8300,0
324051,,10010400,-1,0,60200,14021,70,0,0,191,1,60,0,0,60,0,1,8300,0
327201,,-1,4083,0,60180,7120,150,8151,0,120,1,30,1,0,30,0,1,7200,0
331312,,10010400,-1,0,60202,14021,70,0,0,191,1,60,0,0,60,0,1,8300,0
331321,,10010400,-1,0,60030,7120,70,0,0,120,1,60,0,0,60,0,1,7100,0
350003,,10010400,-1,0,60200,8000,70,0,0,191,1,60,0,0,60,0,1,8300,0
350005,,10010400,-1,0,60190,7120,70,0,0,120,1,60,0,0,60,0,1,7100,0
350021,,10010400,-1,0,60200,8000,70,0,0,191,1,60,0,0,60,0,1,8300,0
350206,,10010400,-1,0,60190,7120,70,0,0,120,1,60,0,0,60,0,1,7100,0
351000,,10010400,-1,0,60030,7120,70,0,0,120,1,60,0,0,60,0,1,7100,0
360320,,10010400,-1,0,60030,7120,70,0,0,121,1,60,0,0,60,0,1,7101,0
360330,,10010400,-1,0,60030,7120,70,0,0,121,1,60,0,0,60,0,1,7101,0
370301,,10010400,4010,0,60000,7121,70,4150,0,100,0,60,2,0,60,0,1,7100,0
370502,,10010400,-1,0,60200,8000,70,0,0,191,1,60,0,0,60,0,1,8300,0
390301,,10010400,4010,0,60000,7120,70,4150,0,100,1,60,2,0,60,0,1,7100,0
394027,,10010400,-1,0,60000,7120,70,0,0,120,1,60,0,0,60,0,1,7100,0
394028,,10010400,4010,0,60000,7120,70,4150,0,100,1,60,2,0,60,0,1,7100,0
394051,,10010400,-1,0,60200,14021,70,0,0,191,1,60,0,0,60,0,1,8300,0
400340,,10010400,4010,0,60000,7120,70,0,0,121,0,60,0,0,60,0,1,7101,0
427201,,-1,4084,0,60180,7120,150,8149,0,120,1,30,1,0,30,0,1,7200,0
527201,,-1,4085,0,60180,7120,150,8150,8152,120,1,30,1,1,30,0,1,7200,0
627201,,-1,4086,0,60180,7120,150,8153,0,120,1,30,1,0,30,0,1,7200,0
1027002,,-1,-1,0,60200,14020,150,0,0,191,0,30,0,0,30,0,0,8401,0
1027019,,-1,4020,0,60000,7110,150,8197,0,121,0,30,1,0,30,0,1,7200,0
1110063,,-1,4010,0,60030,7110,70,0,0,120,1,60,0,0,30,0,1,7200,0
1110064,,-1,-1,0,60370,7120,150,0,0,120,0,30,0,0,30,0,1,7200,0
1219000,,-1,4010,0,60000,7110,70,0,0,121,0,60,0,0,30,0,1,7200,0
1227013,,-1,4080,181,60170,7110,150,4150,0,120,1,30,2,0,30,0,1,7200,0
1227033,,-1,4010,0,60030,7110,150,0,0,120,1,30,0,0,30,0,1,7200,0
1227050,,-1,-1,0,60200,7110,150,0,0,191,0,30,0,0,30,0,0,8401,0
1239021,,-1,4000,0,60200,7110,150,4150,0,191,0,30,2,0,30,0,1,8301,0
1277018,,-1,4020,0,60030,7110,150,8134,0,120,1,30,1,0,30,0,1,7200,0
1300311,,10010400,4020,0,60002,14000,70,2300,4150,120,1,60,1,2,60,0,1,7100,0
2219000,,-1,4073,0,60000,7110,70,4150,0,121,0,60,2,0,30,0,1,7200,0
2277018,,-1,4080,0,60030,7110,150,4150,0,120,1,30,2,0,30,0,1,7200,0
2300311,,10010400,4020,0,60000,14000,70,2300,4150,121,1,60,1,2,60,0,1,8920,0
