Row ID,Row Name,Caption Text ID,Icon ID,Required Property ID,Compare Type,Required Property Format ID,Developer Caption
345,,0,-1,0,1,0,

346,,0,-1,0,1,0,

347,,0,-1,0,1,0,

348,,0,-1,0,1,0,

349,,0,-1,0,1,0,

350,,11031,-1,0,1,0,
351,,0,-1,0,1,0,
360,,11300,-1,10103,2,0
361,,11301,-1,10104,2,0
362,,11302,-1,10106,2,0
363,,11303,-1,10107,2,0
364,,11304,-1,10109,2,0
365,,0,-1,0,2,0
366,,0,-1,0,2,0
367,,0,-1,0,2,0
368,,0,-1,0,2,0
369,,0,-1,0,2,0
370,,11310,-1,0,1,0,d
371,,11311,-1,0,1,0,d
372,,11312,-1,0,1,0,d
373,,11313,-1,0,1,0,d
374,,11319,-1,0,1,0,d
380,,11350,-1,0,1,0
381,,11350,-1,0,1,0
385,,0,0,0,0,0
386,,0,0,0,0,0
387,,0,0,0,0,0
388,,0,0,0,0,0
389,,0,0,0,0,0
390,,11034,-1,0,2,0,
391,,11034,-1,0,2,0,
392,,11034,-1,0,2,0,
393,,11034,-1,0,2,0,
395,,0,0,0,0,0
396,,0,0,0,0,0
397,,0,0,0,0,0
398,,0,0,0,0,0
399,,0,0,0,0,0
400,,10530,-1,0,1,0
401,,10531,-1,0,1,0
402,,10532,-1,0,1,0
403,,10533,-1,0,1,0
404,,10534,-1,0,1,0
405,,10535,-1,0,1,0
406,,10536,-1,0,1,0
411,,11190,-1,0,1,0
412,,11191,-1,0,1,0
413,,11193,-1,0,1,0
414,,-1,-1,0,1,0
415,,-1,-1,0,1,0
416,,-1,-1,0,1,0
417,,11192,-1,0,1,0
418,,11200,-1,0,1,0,
420,,11350,-1,0,1,0
421,,11350,-1,0,1,0
430,,11180,-1,0,2,0,
431,,11181,-1,0,2,0,
432,,11182,-1,0,2,0,
433,,11183,-1,0,2,0,
434,,11184,-1,0,2,0,
435,,11185,-1,0,2,0,
436,,11186,-1,0,2,0,
437,,11187,-1,0,2,0,
500,,11002,-1,0,0,0
501,,11003,-1,0,0,0
502,,11040,-1,0,2,0
503,,11031,-1,0,1,0
504,,11302,-1,10106,2,0
505,,11303,-1,10107,2,0
506,,11304,-1,10109,2,0
520,,11041,-1,0,2,0
521,,-1,-1,0,2,0,
600,,11001,-1,0,0,0,x
601,,11003,-1,0,0,0
610,,11010,-1,0,1,0
611,,11011,-1,0,1,0
612,,11012,-1,0,1,0
613,,11013,-1,0,1,0
614,,11030,-1,0,1,0
615,,11014,-1,0,1,0
620,,11050,-1,0,1,0
621,,11051,-1,0,1,0
622,,11052,-1,0,1,0
623,,11053,-1,0,1,0
624,,11054,-1,0,1,0
700,,0,-1,0,0,0
701,,0,-1,0,0,0
702,,0,-1,0,0,0
710,,0,-1,0,0,0
711,,0,-1,0,0,0
712,,0,-1,0,0,0
800,,-1,-1,0,0,0,Ɛ
801,,-1,-1,0,0,0
802,,-1,-1,0,0,0
803,,-1,-1,0,0,0,Ɛ
810,,-1,-1,0,0,0
811,,-1,-1,0,0,0
900,,122010,-1,0,0,0
901,,122020,-1,0,0,0
902,,122030,-1,0,0,0
903,,122040,-1,0,0,0
904,,122050,-1,0,0,0
910,,122110,-1,0,0,0
911,,122110,-1,0,0,0
912,,122110,-1,0,0,0
913,,122110,-1,0,0,0
914,,122110,-1,0,0,0
10000,,10100,-1,0,0,0
10001,,10101,-1,0,0,0
10002,,10102,-1,0,0,0
10003,,10103,-1,0,0,0
10004,,10104,-1,0,0,0
10005,,10105,-1,0,0,0
10006,,10106,-1,0,0,0
10007,,10107,-1,0,0,0
10008,,10200,-1,0,1,0
10009,,10201,30050,0,1,0
10010,,10202,30051,0,0,0,
10011,,10300,-1,0,0,0,n
10012,,10301,-1,0,0,0
10013,,10203,-1,0,2,0
10014,,-1,-1,0,0,0
10100,,10400,-1,0,1,0
10101,,10401,-1,0,1,0
10102,,10402,-1,0,1,0
10103,,10403,-1,0,1,0
10104,,10404,-1,0,1,0
10105,,10405,-1,0,1,0
10106,,10406,-1,0,1,0
10107,,10407,-1,0,1,0
10108,,10204,-1,0,1,0
10109,,10409,-1,0,1,0
10200,,10500,-1,0,1,0
10201,,10500,-1,0,1,0
10202,,10501,-1,0,1,0
10203,,10501,-1,0,1,0
10204,,10502,-1,0,1,0
10205,,10510,-1,0,2,0
10206,,10512,-1,0,1,0
10207,,10520,-1,0,1,0
10208,,10521,-1,0,1,0
10209,,10522,-1,0,1,0
10210,,10523,-1,0,1,0
10211,,10524,-1,0,1,0
10212,,10525,-1,0,1,0
10213,,10530,-1,0,1,0
10214,,10531,-1,0,1,0
10215,,10532,-1,0,1,0
10216,,10533,-1,0,1,0
10217,,10534,-1,0,1,0
10218,,10535,-1,0,1,0
10219,,10536,-1,0,1,0
10224,,10561,-1,0,1,0
10225,,10562,-1,0,1,0
10226,,10511,-1,0,2,0
10228,,-1,-1,0,2,0,2
10229,,11200,-1,0,1,0,
10242,,11180,-1,0,2,0,
10243,,11184,-1,0,2,0,
10244,,11205,-1,0,2,0,
10245,,11206,-1,0,2,0,
10258,,10537,-1,0,1,0
10259,,11201,-1,0,2,0,
10260,,11202,-1,0,2,0,
10261,,11203,-1,0,2,0,
10262,,11207,-1,0,2,0,
10270,,10540,-1,0,1,0
10271,,10541,-1,0,1,0
10272,,10543,-1,0,1,0
10273,,10542,-1,0,1,0
10274,,-1,-1,0,1,0
10275,,-1,-1,0,1,0
10276,,10542,-1,0,1,0
10280,,10541,-1,0,1,0
10281,,10540,-1,0,1,0
10282,,10542,-1,0,1,0
10283,,10543,-1,0,1,0
10284,,-1,-1,0,1,0
10285,,-1,-1,0,1,0
10286,,10542,-1,0,1,0
20300,,0,-1,0,1,0
20301,,0,-1,0,1,0
20302,,0,-1,0,1,0
20303,,0,-1,0,1,0
20400,,0,-1,0,1,0
20401,,0,-1,0,1,0
20600,,0,-1,0,1,0
20800,,0,-1,0,1,0
20801,,0,-1,0,1,0
30000,,20003,33002,0,0,0
30001,,20007,33012,0,0,0
39999,,0,-1,0,1,0
100000,,0,0,0,1,0
