Row ID,Row Name,TextureId0,dmyPolyID,pitchAngle,yawAngle,nearDistance,farDistance,nearSize,farSize,maskSpEffectID,randomVariationNum0,randomVariationNum1,randomVariationNum2,randomVariationNum3,replaceTextureId_byMaterial,dmypolyCategory0,dmypolyCategory1,decalShapeType0,decalShapeType1,decalShapeType2,decalShapeType3,useDeferredDecal,usePaintDecal,targetAttackChr,targetDamageChr,targetOtherChr,targetMapObj,usePom,0x26,0x26,0x26,0x26,0x26,0x26,0x27,0x27,0x27,0x27,0x27,0x27,0x27,0x27,randomSizeMin,randomSizeMax,randomRollMin,randomRollMax,randomPitchMin,randomPitchMax,randomYawMin,randomYawMax,pomHeightScale,pomSampleMin,pomSampleMax,Contrast1,TextureLengthType[0-3],TextureWidthX,TextureWidthZ,TextureLifeTime,0x58,0x5C,0x60,0x64,0x68,0x6C,TextureId1,TextureId2,TextureId3,Brightness,TextureId4,TextureId5,TextureId6,R(Diffuse),G(Diffuse),B(Diffuse),UnkNaM,R(Specular),G(Specular),B(Specular),DelayedSpawnState [ON_OFF],Contrast2,0x98,0x9C,0xA0,0xA1,0xA2,0xA3,minVal,maxVal,0xAC,0xAD,DecalSpawnDelay[sec],0xB0,0xB0,0xB0,0xB0,0xB0,IsContactPlayer,IsFormCube,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,TextureSpawnDelay[sec],Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13
300031,,-1,-1,0,0,-5,10,7,12,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,180,-180,180,-15,15,-15,15,1,8,64,1,1,10,0,6,0,0.01,-1,-1,645007,0,5000010,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,10,5,255,255,1,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
300040,,-1,-1,0,0,-5,10,15,15,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,120,-180,180,0,0,0,0,1,8,64,1,1,10,0,0,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,0,0,10,5,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,30,-255,-1,0,0,0,0,0,0,0,0,0,0
360000,,-1,-1,0,0,-0.5,5,0.6,3,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,100000,1,5421500,-1,-1,200,20,20,0,255,200,200,0,1,180,30,0,0,0,0,1,10,2,5,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
400000,,5000010,-1,0,0,-0.4,0.4,4,4,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,30,0,4,0,0.01,-1,-1,-1,0,-1,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,10,3,255,255,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,-255,-1,0,0,0,0,0,0,0,0,0,0
400010,,100000,-1,-90,-90,-1,2,1.5,8,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,6,2,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,3,5,-256,-1,0,0,0,0,0,0,0,0,0,0
400011,,100000,-1,-90,-90,-1,2,2.5,12,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,6,2,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,3,5,-256,-1,0,0,0,0,0,0,0,0,0,0
400012,,100000,-1,-90,-90,-1,2,3.5,16,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,6,2,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,3,5,-256,-1,0,0,0,0,0,0,0,0,0,0
400020,,700000,-1,0,0,-0.5,1.5,1.5,3,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,6,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,0.9,0.45,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.225,5,50,-255,-1,0,0,0,0,0,0,0,0,0,0
400040,,100000,-1,0,0,-1,1,3,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,80,120,-180,180,0,0,0,0,1,8,64,1,0,10,0,3.5,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,5200530,40,1,2,0,50,1,2,1,0.8,4,2.5,0,0,1,0,1,10,2,5,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
400050,,700000,-1,0,0,-0.5,1.5,2,4,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,6,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,1.5,0.5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,5,50,-255,-1,0,0,0,0,0,0,0,0,0,0
400060,,-1,-1,0,0,-0.5,1,2.5,5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,10,0,2,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,3,1.5,255,255,1,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
400070,,-1,-1,0,0,-0.5,1,2.5,5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,20,0,2,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200540,0,0,0,0,0,0,0,1,0,3,1.5,255,255,1,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,1090518785,30,0,0,0,0,0,0,0,0,0,0
400080,,700000,-1,0,0,-0.5,1,2.5,5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,10,0,2,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,3,1.5,255,255,1,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
400090,,-1,-1,0,0,-0.5,1,2.5,5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,5,0,2,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200550,0,0,0,0,0,0,0,1,0,3,1.5,255,255,1,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
400100,,-1,-1,0,0,-0.5,1,3,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,50,0,7.5,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,10,1.5,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
400110,,-1,-1,0,0,-0.5,1,5,10,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,50,0,1,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,2,1.5,255,255,1,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
400130,,700000,-1,0,0,-0.5,1,6,12,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,10,0,2,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,2,1.5,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
421500,,100010,-1,0,0,-1,5,1,4,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,40,55,0,0,0,0,0,0,1,8,64,1,0,1.5,0.05,60,0,0.05,-1,-1,621500,0,101000,100000,100000,1,5421500,-1,5421510,107,140,168,0,150,150,180,1,0.8,300,20,0,0,1,0,1,10,2,5,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,3,3,-693501951,-1,0,0,0,0,0,0,0,0,0,0
421501,,5421530,-1,-90,0,-0.5,0.5,1,1,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,140,145,15,15,0,0,0,0,1,8,64,1,0,12,1.5,10,0,0.05,-1,-1,621500,0,-1,5421530,100000,1,5421530,-1,5421532,60,66,44,0,255,255,255,1,1,30,20,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5,1,3,-255,-1,0,0,0,0,0,0,0,0,0,0
421502,,100010,-1,-90,0,-0.25,0.25,1.5,0.5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20,100,-180,180,0,0,0,0,1,8,64,1,0,20,5,60,1,0.25,-1,-1,621500,0,101000,210000,100000,1,-1,-1,5421510,107,140,168,0,25,25,25,1,1,1,1,0,0,1,0,1,10,2,5,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.125,5,5,-693501951,-1,0,0,0,0,0,0,0,0,0,0
430700,,100010,-1,0,0,-1,3,1,3,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,130,160,-20,40,-10,10,-10,10,1,8,64,1,1,0.02,0,2,0,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,5600000,26,7,1,0,26,7,1,1,1,30,10,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
431800,,700000,-1,0,0,-2,1,1.5,4,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,180,-180,180,-20,20,-20,20,1,8,64,1,1,10,0,2,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,2,2,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,10,50,-255,-1,0,0,0,0,0,0,0,0,0,0
433000,,100010,-1,-30,180,-0.5,0.5,0.3,1,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,80,160,0,0,0,0,0,0,1,8,64,1,0,100,0,15,1,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,5421510,75,75,75,0,255,255,255,1,1,30,10,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
435500,,-1,-1,180,0,-0.75,1.5,5,15,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,-5,5,-5,5,1,8,64,1,0,1.5,0,15,1,0.05,-1,-1,-1,0,100010,210000,10,1,5421500,-1,-1,255,15,15,0,255,200,200,1,1,30,2,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
435505,,100000,-1,-90,-90,-3,1,4,4,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,180,-20,20,-20,20,1,8,64,1,1,1.5,0,15,0,0.05,-1,-1,-1,0,5500500,210000,10,0.5,5421500,-1,-1,255,15,15,0,255,200,200,1,1,6,2,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,25,50,-255,-1,0,0,0,0,0,0,0,0,0,0
436610,,100010,-1,0,0,-2,3,5.5,5.5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,128,106,64,0,255,213,128,1,1,6,3,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
436611,,100010,-1,0,0,-2,3,5.5,5.5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,2,1,0,0,0,0,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,191,159,96,0,255,213,128,1,1,6,3,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
436612,,100010,-1,0,0,-2,3,6,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,128,106,64,0,255,213,128,1,1,6,3,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
436613,,100010,-1,0,0,-2,3,6,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,2,1,0,0,0,0,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,191,159,96,0,255,213,128,1,1,6,3,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
436620,,100010,-1,0,0,-2,3,5.5,5.5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,138,76,61,0,255,213,128,1,1,6,3,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
