Row ID,Row Name,Act Type 0,Act Type 1,Attack Type 0,Unknown,Unknown,Unknown,Text ID,Unknown,Unknown,FP Cost,Attack Type 1
1047,Nebula,1,0,0,0,50397943,-1,1047,0,-1,25,255
1048,Ghostflame Ignition,1,0,0,0,50397944,-1,1048,0,-1,15,10
1049,Ancient Lightning Spear,1,0,0,0,50397945,-1,1049,0,-1,35,255
1050,Frenzyflame Thrust,1,0,0,0,50397946,-1,1050,0,-1,22,255
1051,Miquella's Ring of Light,1,0,0,0,50397947,-1,1051,0,-1,11,255
1052,Golden Tempering,1,0,0,0,50397948,-1,1052,0,-1,30,255
1053,Last Rites,1,0,0,0,50397949,-1,1053,0,-1,25,255
1054,Unblockable Blade,1,0,0,0,50397950,-1,1054,0,-1,25,255
1055,Eochaid's Dancing Blade,1,0,0,0,50397908,-1,1055,0,-1,15,255
1165,,1,0,0,0,50397861,-1,118,0,-1,14,255
1166,,1,0,0,0,50397862,-1,103,0,-1,17,255
1167,Corpse Wax Cutter,1,0,0,0,50397863,-1,1167,0,-1,20,255
1168,Zamor Ice Storm,1,0,0,0,50397864,-1,1168,0,-1,15,255
1169,Radahn's Rain,1,0,0,0,50397865,-1,1169,0,-1,-1,32
1170,The Queen's Black Flame,1,0,0,0,50397866,-1,1170,0,-1,15,255
1171,Dynast's Finesse,1,0,0,0,50397867,-1,1171,0,-1,5,255
1172,Magma Shower,1,0,0,0,50397868,-1,1172,0,-1,12,255
1173,Nebula,1,0,0,0,50397869,-1,1173,0,-1,20,255
1174,Death Flare,1,0,0,0,50397870,-1,1174,0,-1,16,255
1175,Bloodhound's Finesse,1,0,0,0,50397871,-1,1175,0,-1,8,255
1176,Magma Guillotine,1,0,0,0,50397872,-1,1176,0,-1,20,255
1177,Corpse Piler,1,0,0,0,50397873,-1,1177,0,-1,17,255
1178,Transient Moonlight,1,0,0,0,50397874,-1,1178,0,-1,0,15
1179,Bloodblade Dance,1,0,0,0,50397875,-1,1179,0,-1,11,255
1180,%null%,1,0,0,0,50397876,-1,1180,0,-1,15,255
1181,%null%,1,0,0,0,50397877,-1,1181,0,-1,15,255
1182,Knowledge Above All,1,0,0,0,50397878,-1,1182,0,-1,35,255
1183,Devourer of Worlds,1,0,0,0,50397879,-1,1183,0,-1,35,255
1184,Familal Rancor,1,0,0,0,50397880,-1,1184,0,-1,25,255
1185,Rosus's Summons,1,0,0,0,50397881,-1,1185,0,-1,15,255
1186,Thunderstorm,1,0,0,0,50397882,-1,1186,0,-1,19,255
1187,Sacred Phalanx,1,0,0,0,50397883,-1,1187,0,-1,12,255
1188,Great-Serpent Hunt,1,0,0,0,50397884,-1,1188,0,-1,30,255
1189,Angel's Wings,1,0,0,0,50397885,-1,1189,0,-1,17,255
1190,Storm Kick,1,0,0,0,50397886,-1,1190,0,-1,10,15
1191,Unblockable Blade,1,0,0,0,50397887,-1,1191,0,-1,17,255
1192,Sorcery of the Crozier,1,0,0,0,50397888,-1,1192,0,-1,15,255
1193,Erdtree Slam,1,0,0,0,50397889,-1,1193,0,-1,19,255
1194,Gravity Bolt,1,0,0,0,50397890,-1,1194,0,-1,13,255
1195,Fires of Slumber,1,0,0,0,66243,-1,1195,0,-1,15,255
1196,Golden Retaliation,1,0,0,0,66244,-1,1196,0,-1,4,255
1197,Contagious Fury,1,0,0,0,66245,-1,1197,0,-1,9,255
1198,Ordovis's Vortex,0,0,0,0,50397894,-1,1198,0,-1,15,255
1199,Spinning Weapon,1,0,0,0,50397895,-1,1199,0,-1,20,255
